,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator,Anti-Plurality,Two-Approval,Three-Approval,Instant Runoff,Bottom-Two-Runoff Instant Runoff,Benham,PluralityWRunoff PUT,Coombs,Baldwin,Strict Nanson,Weak Nanson,Iterated Removal Condorcet Loser,Raynaud,Tideman Alternative Top Cycle,Knockout Voting,Banks,Condorcet,Copeland,Llull,Uncovered Set,Uncovered Set - Fishburn,Uncovered Set - Bordes,Uncovered Set - McKelvey,Slater,Top Cycle,GOCHA,Bipartisan Set,Minimax,Split Cycle,Ranked Pairs ZT,Ranked Pairs TB,Simple Stable Voting,Stable Voting,Loss-Trimmer Voting,Daunou,Blacks,Condorcet IRV,Condorcet IRV PUT,Smith IRV,Smith-Minimax,Condorcet Plurality,Copeland-Local-Borda,Copeland-Global-Borda,Borda-Minimax Faceoff,Bucklin,Simplified Bucklin,Weighted Bucklin,Bracket Voting,Superior Voting
Greedy Monroe,0.04100320000000001,0.317168,0.038832,0.0,0.038656,0.014816,0.014816,0.014816,0.014816,0.0,0.014816,0.0,0.319072,0.0,0.014816,0.17624,0.167616,0.055552,0.102848,0.035472,0.035712,0.03696,0.031776,0.044672,0.03864,0.038416,0.038368,0.064912,0.039232,0.037488,0.037504,0.039648,0.045808,0.03832,0.03856,0.040208,0.0388,0.039648,0.040208,0.038528,0.041424,0.038848,0.040304,0.038416,0.038288,0.043552,0.043552,0.037728,0.037728,0.038592,0.030128,0.037344,0.03688,0.037696,0.037312,0.038384,0.0228,0.038,0.037696,0.038288,0.054224,0.080784,0.04008,0.03096,0.03312
Minimax Approval Voting (MAV),0.30962399999999995,0.319312,0.317664,0.319072,0.312832,0.313024,0.313024,0.313024,0.313024,0.319072,0.313024,0.319072,0.0,0.319072,0.313024,0.316672,0.346608,0.3216,0.332336,0.319056,0.319072,0.319072,0.32024,0.318992,0.319952,0.319568,0.318944,0.3304,0.320336,0.31968,0.316992,0.32264,0.32264,0.319504,0.32032,0.32264,0.3204,0.32264,0.32264,0.320112,0.32264,0.320416,0.319104,0.319712,0.320016,0.32264,0.32264,0.3168,0.3168,0.319424,0.319184,0.317264,0.319152,0.320064,0.31968,0.319696,0.317712,0.318256,0.31696,0.319792,0.318944,0.340368,0.317696,0.316624,0.316848
Method of Equal Shares (aka Rule X) with Phragmén phase,0.04100320000000001,0.317168,0.038832,0.0,0.038656,0.014816,0.014816,0.014816,0.014816,0.0,0.014816,0.0,0.319072,0.0,0.014816,0.17624,0.167616,0.055552,0.102848,0.035472,0.035712,0.03696,0.031776,0.044672,0.03864,0.038416,0.038368,0.064912,0.039232,0.037488,0.037504,0.039648,0.045808,0.03832,0.03856,0.040208,0.0388,0.039648,0.040208,0.038528,0.041424,0.038848,0.040304,0.038416,0.038288,0.043552,0.043552,0.037728,0.037728,0.038592,0.030128,0.037344,0.03688,0.037696,0.037312,0.038384,0.0228,0.038,0.037696,0.038288,0.054224,0.080784,0.04008,0.03096,0.03312
E Pluribus Hugo (EPH),0.0397072,0.31712,0.03984,0.014816,0.037056,0.0,0.0,0.0,0.0,0.014816,0.0,0.014816,0.313024,0.014816,0.0,0.1764,0.168784,0.056592,0.10416,0.036528,0.037312,0.038016,0.03472,0.045904,0.040112,0.039824,0.039456,0.069952,0.040864,0.038704,0.038,0.042464,0.047984,0.039856,0.040576,0.042784,0.040816,0.042464,0.043168,0.040464,0.044384,0.04096,0.041216,0.03992,0.039904,0.046224,0.046224,0.038032,0.038032,0.040032,0.033072,0.037968,0.037968,0.039328,0.03848,0.039904,0.02776,0.039184,0.038128,0.039824,0.055568,0.086928,0.041104,0.03128,0.034208
Random Serial Dictator,0.17868480000000003,0.318064,0.17752,0.17624,0.177744,0.1764,0.1764,0.1764,0.1764,0.17624,0.1764,0.17624,0.316672,0.17624,0.1764,0.0,0.239808,0.183744,0.207824,0.177056,0.176896,0.177328,0.176256,0.178768,0.177632,0.177728,0.177824,0.183152,0.177584,0.177408,0.177568,0.177744,0.179696,0.177904,0.177792,0.177712,0.177936,0.177728,0.177824,0.177632,0.178416,0.178,0.178,0.177792,0.177664,0.178848,0.178848,0.177792,0.177792,0.177968,0.176928,0.177488,0.177296,0.177328,0.177344,0.177808,0.176544,0.177824,0.177936,0.177536,0.180704,0.185728,0.177808,0.177136,0.177472
Anti-Plurality,0.15510400000000002,0.318704,0.146304,0.167616,0.157664,0.168784,0.168784,0.168784,0.168784,0.167616,0.168784,0.167616,0.346608,0.167616,0.168784,0.239808,0.0,0.157568,0.126128,0.15656,0.15416,0.154896,0.1568,0.149568,0.152528,0.152304,0.15224,0.171296,0.1528,0.154384,0.150944,0.152176,0.157328,0.151824,0.15216,0.15296,0.152192,0.152192,0.152832,0.152528,0.153696,0.1524,0.153216,0.151904,0.152032,0.15528,0.15528,0.151488,0.151488,0.15248,0.154912,0.149712,0.155072,0.154464,0.154656,0.15192,0.156864,0.15216,0.1508,0.1516,0.154416,0.171088,0.15288,0.155632,0.154128
Two-Approval,0.0416952,0.318016,0.033008,0.055552,0.042864,0.056592,0.056592,0.056592,0.056592,0.055552,0.056592,0.055552,0.3216,0.055552,0.056592,0.183744,0.157568,0.0,0.085216,0.041456,0.03896,0.039936,0.044496,0.04312,0.039312,0.038864,0.037952,0.070112,0.039984,0.039728,0.035984,0.040464,0.046848,0.037488,0.038416,0.040736,0.038736,0.040448,0.041344,0.038832,0.04248,0.03888,0.040288,0.038352,0.038464,0.044976,0.044976,0.03608,0.03608,0.039104,0.040064,0.035056,0.039888,0.040032,0.039696,0.038352,0.041856,0.037504,0.035808,0.03808,0.026176,0.069744,0.029344,0.040656,0.039216
Three-Approval,0.08481280000000001,0.3188,0.073776,0.102848,0.087936,0.10416,0.10416,0.10416,0.10416,0.102848,0.10416,0.102848,0.332336,0.102848,0.10416,0.207824,0.126128,0.085216,0.0,0.08816,0.084672,0.085712,0.089648,0.08272,0.083792,0.083376,0.083072,0.110272,0.084336,0.085248,0.080176,0.084048,0.089616,0.082112,0.082784,0.084832,0.083136,0.084064,0.084912,0.083344,0.08568,0.083264,0.08408,0.08248,0.082656,0.087888,0.087888,0.080944,0.080944,0.083568,0.085904,0.078304,0.085792,0.08536,0.085392,0.082464,0.08784,0.0824,0.079744,0.082224,0.066896,0.115408,0.07408,0.086368,0.084544
Instant Runoff,0.0229312,0.317024,0.026576,0.035472,0.016192,0.036528,0.036528,0.036528,0.036528,0.035472,0.036528,0.035472,0.319056,0.035472,0.036528,0.177056,0.15656,0.041456,0.08816,0.0,0.009344,0.003488,0.011376,0.021008,0.011344,0.011392,0.011904,0.049616,0.011408,0.005168,0.016208,0.015456,0.02448,0.013392,0.012672,0.014192,0.012912,0.01544,0.015856,0.01208,0.017584,0.01304,0.018608,0.012256,0.012032,0.021744,0.021744,0.01632,0.01632,0.011584,0.013504,0.0184,0.0032,0.00576,0.004832,0.012256,0.01728,0.012688,0.016768,0.012128,0.039696,0.074352,0.028528,0.015216,0.01488
Bottom-Two-Runoff Instant Runoff,0.019272,0.317056,0.022848,0.035712,0.020208,0.037312,0.037312,0.037312,0.037312,0.035712,0.037312,0.035712,0.319072,0.035712,0.037312,0.176896,0.15416,0.03896,0.084672,0.009344,0.0,0.00608,0.013024,0.015904,0.006864,0.006336,0.006272,0.048064,0.007632,0.005616,0.01136,0.010768,0.02088,0.00768,0.006992,0.009856,0.007152,0.010784,0.011536,0.006336,0.01384,0.00736,0.014256,0.006752,0.006432,0.017952,0.017952,0.011232,0.011232,0.0068,0.008304,0.014016,0.006144,0.006672,0.005728,0.00672,0.012912,0.006736,0.011856,0.006736,0.036368,0.07304,0.024736,0.012176,0.01152
Benham,0.019567199999999996,0.317072,0.023984,0.03696,0.017184,0.038016,0.038016,0.038016,0.038016,0.03696,0.038016,0.03696,0.319072,0.03696,0.038016,0.177328,0.154896,0.039936,0.085712,0.003488,0.00608,0.0,0.012016,0.01776,0.007984,0.008048,0.008528,0.048624,0.008048,0.001696,0.012896,0.012288,0.021376,0.01016,0.00944,0.010992,0.009648,0.012304,0.012752,0.008672,0.014496,0.009776,0.01536,0.008928,0.00872,0.018624,0.018624,0.012992,0.012992,0.008272,0.010368,0.015152,0.000288,0.002752,0.001808,0.008928,0.01416,0.009248,0.013472,0.008832,0.037392,0.073696,0.025936,0.012304,0.011424
PluralityWRunoff PUT,0.0262328,0.31648,0.028192,0.031776,0.023312,0.03472,0.03472,0.03472,0.03472,0.031776,0.03472,0.031776,0.32024,0.031776,0.03472,0.176256,0.1568,0.044496,0.089648,0.011376,0.013024,0.012016,0.0,0.02304,0.014272,0.014464,0.015136,0.048672,0.014384,0.012288,0.019008,0.01656,0.025664,0.015776,0.014976,0.015744,0.015184,0.01656,0.016768,0.014752,0.018576,0.01536,0.020928,0.015056,0.014752,0.022832,0.022832,0.01936,0.01936,0.014544,0.01528,0.02064,0.011888,0.012,0.012224,0.01504,0.017792,0.0156,0.019392,0.014896,0.041856,0.074448,0.030192,0.017376,0.015728
Coombs,0.023582400000000003,0.317744,0.025648,0.044672,0.027664,0.045904,0.045904,0.045904,0.045904,0.044672,0.045904,0.044672,0.318992,0.044672,0.045904,0.178768,0.149568,0.04312,0.08272,0.021008,0.015904,0.01776,0.02304,0.0,0.012512,0.01232,0.012544,0.049984,0.01296,0.017088,0.016576,0.016,0.02416,0.013712,0.013264,0.015184,0.013568,0.016016,0.016448,0.013312,0.017936,0.013744,0.019088,0.0124,0.012416,0.021712,0.021712,0.01592,0.01592,0.013088,0.019184,0.017936,0.017904,0.017104,0.017312,0.0124,0.022768,0.013312,0.016528,0.012544,0.036304,0.074816,0.027744,0.0208,0.019584
Baldwin,0.0193424,0.31736,0.023296,0.03864,0.021504,0.040112,0.040112,0.040112,0.040112,0.03864,0.040112,0.03864,0.319952,0.03864,0.040112,0.177632,0.152528,0.039312,0.083792,0.011344,0.006864,0.007984,0.014272,0.012512,0.0,0.001584,0.004272,0.047408,0.00184,0.007216,0.010624,0.009888,0.02032,0.007168,0.005312,0.008128,0.0056,0.009904,0.010608,0.004464,0.0132,0.005808,0.013136,0.003536,0.003056,0.0172,0.0172,0.009472,0.009472,0.00264,0.011536,0.014464,0.008144,0.007216,0.007456,0.003504,0.01584,0.006208,0.01168,0.00384,0.035648,0.072656,0.025232,0.013584,0.012512
Strict Nanson,0.018764,0.317328,0.022576,0.038416,0.021008,0.039824,0.039824,0.039824,0.039824,0.038416,0.039824,0.038416,0.319568,0.038416,0.039824,0.177728,0.152304,0.038864,0.083376,0.011392,0.006336,0.008048,0.014464,0.01232,0.001584,0.0,0.002912,0.047728,0.00304,0.00728,0.009776,0.00968,0.020496,0.006512,0.004656,0.008656,0.005024,0.009696,0.011008,0.003568,0.01352,0.0052,0.013056,0.00272,0.002144,0.01752,0.01752,0.008544,0.008544,0.002464,0.011248,0.013744,0.008192,0.007536,0.007504,0.002688,0.015616,0.005184,0.010864,0.003072,0.03528,0.072688,0.024624,0.013024,0.012032
Weak Nanson,0.0175696,0.317344,0.02128,0.038368,0.0204,0.039456,0.039456,0.039456,0.039456,0.038368,0.039456,0.038368,0.318944,0.038368,0.039456,0.177824,0.15224,0.037952,0.083072,0.011904,0.006272,0.008528,0.015136,0.012544,0.004272,0.002912,0.0,0.048432,0.005488,0.007696,0.008448,0.010752,0.02104,0.005408,0.005568,0.009824,0.006,0.010768,0.012192,0.004592,0.014256,0.006224,0.013008,0.003792,0.003344,0.01816,0.01816,0.007408,0.007408,0.004768,0.011008,0.012448,0.008704,0.008464,0.007936,0.00376,0.015568,0.003376,0.00936,0.004112,0.0348,0.0728,0.023328,0.012752,0.011104
Iterated Removal Condorcet Loser,0.060170400000000006,0.317456,0.059216,0.064912,0.060064,0.069952,0.069952,0.069952,0.069952,0.064912,0.069952,0.064912,0.3304,0.064912,0.069952,0.183152,0.171296,0.070112,0.110272,0.049616,0.048064,0.048624,0.048672,0.049984,0.047408,0.047728,0.048432,0.0,0.047008,0.047904,0.05264,0.040912,0.041472,0.04712,0.045632,0.04192,0.044864,0.040896,0.038624,0.045712,0.034352,0.044192,0.0488,0.047568,0.047104,0.040656,0.040656,0.053104,0.053104,0.048032,0.048544,0.052704,0.048512,0.04696,0.047888,0.047552,0.052336,0.049008,0.052976,0.04736,0.065584,0.074544,0.060384,0.05344,0.052736
Raynaud,0.020224000000000002,0.31728,0.024416,0.039232,0.022304,0.040864,0.040864,0.040864,0.040864,0.039232,0.040864,0.039232,0.320336,0.039232,0.040864,0.177584,0.1528,0.039984,0.084336,0.011408,0.007632,0.008048,0.014384,0.01296,0.00184,0.00304,0.005488,0.047008,0.0,0.007312,0.011936,0.010208,0.02,0.008064,0.006176,0.007296,0.006448,0.010224,0.010128,0.005584,0.0128,0.006736,0.013456,0.004816,0.0044,0.01672,0.01672,0.011024,0.011024,0.003104,0.012272,0.015584,0.008208,0.007136,0.007552,0.0048,0.016432,0.007456,0.0128,0.004944,0.036272,0.072672,0.026256,0.014496,0.013248
Tideman Alternative Top Cycle,0.0203512,0.317088,0.02392,0.037488,0.0184,0.038704,0.038704,0.038704,0.038704,0.037488,0.038704,0.037488,0.31968,0.037488,0.038704,0.177408,0.154384,0.039728,0.085248,0.005168,0.005616,0.001696,0.012288,0.017088,0.007216,0.00728,0.007696,0.047904,0.007312,0.0,0.0128,0.011376,0.02088,0.009424,0.00864,0.010016,0.008832,0.011392,0.011872,0.007856,0.013712,0.00896,0.015056,0.008128,0.007888,0.017952,0.017952,0.01304,0.01304,0.007536,0.009648,0.015088,0.001968,0.00312,0.0004,0.008112,0.014688,0.00848,0.013424,0.007984,0.037152,0.073376,0.025856,0.01312,0.012032
Knockout Voting,0.0129344,0.317168,0.013344,0.037504,0.016576,0.038,0.038,0.038,0.038,0.037504,0.038,0.037504,0.316992,0.037504,0.038,0.177568,0.150944,0.035984,0.080176,0.016208,0.01136,0.012896,0.019008,0.016576,0.010624,0.009776,0.008448,0.05264,0.011936,0.0128,0.0,0.015936,0.023184,0.009104,0.010192,0.015216,0.01072,0.015952,0.017216,0.010128,0.018848,0.010944,0.012896,0.009392,0.009568,0.021136,0.021136,0.005296,0.005296,0.010208,0.014032,0.004512,0.013008,0.013312,0.012896,0.009376,0.014704,0.00784,0.003328,0.008272,0.031728,0.074016,0.017328,0.011664,0.0104
Banks,0.024948,0.31736,0.024784,0.039648,0.026096,0.042464,0.042464,0.042464,0.042464,0.039648,0.042464,0.039648,0.32264,0.039648,0.042464,0.177744,0.152176,0.040464,0.084048,0.015456,0.010768,0.012288,0.01656,0.016,0.009888,0.00968,0.010752,0.040912,0.010208,0.011376,0.015936,0.0,0.015104,0.009312,0.00736,0.006784,0.006432,1.6e-05,0.002928,0.0072,0.00664,0.006496,0.01312,0.009696,0.008976,0.011728,0.011728,0.016128,0.016128,0.01,0.0128,0.015952,0.012256,0.010816,0.011472,0.00968,0.016848,0.01168,0.015984,0.009584,0.036496,0.068736,0.026784,0.0172,0.015856
Condorcet,0.0277272,0.316944,0.032,0.045808,0.029312,0.047984,0.047984,0.047984,0.047984,0.045808,0.047984,0.045808,0.32264,0.045808,0.047984,0.179696,0.157328,0.046848,0.089616,0.02448,0.02088,0.021376,0.025664,0.02416,0.02032,0.020496,0.02104,0.041472,0.02,0.02088,0.023184,0.015104,0.0,0.02024,0.018992,0.015952,0.018272,0.015088,0.013392,0.01904,0.009648,0.017664,0.020016,0.020384,0.019968,0.006976,0.006976,0.023584,0.023584,0.020832,0.02152,0.023168,0.02128,0.020032,0.020864,0.0204,0.023008,0.021616,0.023536,0.020208,0.0424,0.066496,0.033488,0.024288,0.02352
Copeland,0.0175592,0.317616,0.0204,0.03832,0.020736,0.039856,0.039856,0.039856,0.039856,0.03832,0.039856,0.03832,0.319504,0.03832,0.039856,0.177904,0.151824,0.037488,0.082112,0.013392,0.00768,0.01016,0.015776,0.013712,0.007168,0.006512,0.005408,0.04712,0.008064,0.009424,0.009104,0.009312,0.02024,0.0,0.003008,0.008896,0.003856,0.009328,0.010896,0.004768,0.012912,0.004208,0.01104,0.005408,0.005792,0.017296,0.017296,0.008224,0.008224,0.005808,0.010688,0.011568,0.010192,0.00976,0.009488,0.005392,0.01552,0.002976,0.00712,0.005392,0.033872,0.072016,0.022336,0.012352,0.00952
Llull,0.0190672,0.317504,0.022,0.03856,0.021776,0.040576,0.040576,0.040576,0.040576,0.03856,0.040576,0.03856,0.32032,0.03856,0.040576,0.177792,0.15216,0.038416,0.082784,0.012672,0.006992,0.00944,0.014976,0.013264,0.005312,0.004656,0.005568,0.045632,0.006176,0.00864,0.010192,0.00736,0.018992,0.003008,0.0,0.006384,0.00096,0.007376,0.008656,0.002432,0.011392,0.001584,0.0104,0.003312,0.00376,0.015744,0.015744,0.009984,0.009984,0.003712,0.011184,0.013168,0.009472,0.008768,0.008768,0.003296,0.01576,0.005184,0.009856,0.003552,0.034672,0.071296,0.023872,0.01304,0.012272
Uncovered Set,0.024441599999999997,0.317312,0.025648,0.040208,0.026336,0.042784,0.042784,0.042784,0.042784,0.040208,0.042784,0.040208,0.32264,0.040208,0.042784,0.177712,0.15296,0.040736,0.084832,0.014192,0.009856,0.010992,0.015744,0.015184,0.008128,0.008656,0.009824,0.04192,0.007296,0.010016,0.015216,0.006784,0.015952,0.008896,0.006384,0.0,0.005424,0.0068,0.003888,0.00632,0.007648,0.006032,0.00992,0.008896,0.008064,0.012304,0.012304,0.015472,0.015472,0.009312,0.013152,0.016816,0.010992,0.009216,0.01016,0.00888,0.017408,0.010976,0.015488,0.008576,0.037008,0.06936,0.027312,0.016656,0.016464
Uncovered Set - Fishburn,0.0191472,0.317504,0.022496,0.0388,0.021984,0.040816,0.040816,0.040816,0.040816,0.0388,0.040816,0.0388,0.3204,0.0388,0.040816,0.177936,0.152192,0.038736,0.083136,0.012912,0.007152,0.009648,0.015184,0.013568,0.0056,0.005024,0.006,0.044864,0.006448,0.008832,0.01072,0.006432,0.018272,0.003856,0.00096,0.005424,0.0,0.006448,0.007712,0.002576,0.010624,0.0008,0.009488,0.003584,0.004064,0.015168,0.015168,0.010416,0.010416,0.003968,0.011472,0.013664,0.009712,0.008896,0.008992,0.003568,0.016,0.005712,0.01048,0.004048,0.035056,0.070704,0.024368,0.013392,0.01272
Uncovered Set - Bordes,0.024964,0.31736,0.024768,0.039648,0.02608,0.042464,0.042464,0.042464,0.042464,0.039648,0.042464,0.039648,0.32264,0.039648,0.042464,0.177728,0.152192,0.040448,0.084064,0.01544,0.010784,0.012304,0.01656,0.016016,0.009904,0.009696,0.010768,0.040896,0.010224,0.011392,0.015952,1.6e-05,0.015088,0.009328,0.007376,0.0068,0.006448,0.0,0.002912,0.007216,0.006624,0.006512,0.013136,0.009712,0.008992,0.011712,0.011712,0.016144,0.016144,0.010016,0.0128,0.015936,0.01224,0.0108,0.011456,0.009696,0.016848,0.011696,0.016,0.0096,0.036512,0.06872,0.026768,0.017216,0.015872
