,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0182488,0.0,0.4,0.319136,0.061776,0.228608,0.141744,0.083616,0.083616,0.30584,0.083616,0.32368,0.275424,0.150896,0.28432,0.091792,0.083616,0.204032
Max Violations Committee,0.39895439999999993,0.4,0.0,0.321104,0.399328,0.394576,0.396896,0.39248,0.39248,0.33264,0.39248,0.31712,0.340128,0.385216,0.337984,0.392048,0.39248,0.37512
Random Choice,0.31912159999999995,0.319136,0.321104,0.0,0.319008,0.319184,0.31976,0.320064,0.320064,0.320144,0.320064,0.319264,0.319984,0.31992,0.319872,0.320224,0.320064,0.320928
Borda ranking,0.065156,0.061776,0.399328,0.319008,0.0,0.204864,0.117248,0.095776,0.095776,0.321232,0.095776,0.31024,0.290816,0.149104,0.299712,0.095008,0.095776,0.203984
Plurality ranking,0.23492000000000005,0.228608,0.394576,0.319184,0.204864,0.0,0.135248,0.255264,0.255264,0.343184,0.255264,0.276256,0.332848,0.262528,0.33664,0.251264,0.255264,0.281792
STV,0.1497888,0.141744,0.396896,0.31976,0.117248,0.135248,0.0,0.183184,0.183184,0.319616,0.183184,0.316,0.289392,0.205632,0.298096,0.182784,0.183184,0.235776
Approval Voting (AV),0.07140640000000001,0.083616,0.39248,0.320064,0.095776,0.255264,0.183184,0.0,0.0,0.31328,0.0,0.317696,0.282864,0.128848,0.29176,0.026912,0.0,0.194704
Proportional Approval Voting (PAV),0.07140640000000001,0.083616,0.39248,0.320064,0.095776,0.255264,0.183184,0.0,0.0,0.31328,0.0,0.317696,0.282864,0.128848,0.29176,0.026912,0.0,0.194704
Approval Chamberlin-Courant (CC),0.3060424,0.30584,0.33264,0.320144,0.321232,0.343184,0.319616,0.31328,0.31328,0.0,0.31328,0.4,0.030416,0.332608,0.02152,0.323824,0.31328,0.31776
Lexicographic Chamberlin-Courant (lex-CC),0.07140640000000001,0.083616,0.39248,0.320064,0.095776,0.255264,0.183184,0.0,0.0,0.31328,0.0,0.317696,0.282864,0.128848,0.29176,0.026912,0.0,0.194704
Sequential Approval Chamberlin-Courant (seq-CC),0.3228975999999999,0.32368,0.31712,0.319264,0.31024,0.276256,0.316,0.317696,0.317696,0.4,0.317696,0.0,0.392416,0.2948,0.394752,0.305152,0.317696,0.314
Monroe's Approval Rule (Monroe),0.2756264,0.275424,0.340128,0.319984,0.290816,0.332848,0.289392,0.282864,0.282864,0.030416,0.282864,0.392416,0.0,0.302192,0.008896,0.293408,0.282864,0.288672
Greedy Monroe,0.1447184,0.150896,0.385216,0.31992,0.149104,0.262528,0.205632,0.128848,0.128848,0.332608,0.128848,0.2948,0.302192,0.0,0.311088,0.124896,0.128848,0.207952
Minimax Approval Voting (MAV),0.2845224000000001,0.28432,0.337984,0.319872,0.299712,0.33664,0.298096,0.29176,0.29176,0.02152,0.29176,0.394752,0.008896,0.311088,0.0,0.302304,0.29176,0.29624
Method of Equal Shares (aka Rule X) with Phragmén phase,0.081624,0.091792,0.392048,0.320224,0.095008,0.251264,0.182784,0.026912,0.026912,0.323824,0.026912,0.305152,0.293408,0.124896,0.302304,0.0,0.026912,0.194784
E Pluribus Hugo (EPH),0.07140640000000001,0.083616,0.39248,0.320064,0.095776,0.255264,0.183184,0.0,0.0,0.31328,0.0,0.317696,0.282864,0.128848,0.29176,0.026912,0.0,0.194704
Random Serial Dictator,0.20135119999999998,0.204032,0.37512,0.320928,0.203984,0.281792,0.235776,0.194704,0.194704,0.31776,0.194704,0.314,0.288672,0.207952,0.29624,0.194784,0.194704,0.0
NN,,0.0182488,0.39895439999999993,0.31912159999999995,0.065156,0.23492000000000005,0.1497888,0.07140640000000001,0.07140640000000001,0.3060424,0.07140640000000001,0.3228975999999999,0.2756264,0.1447184,0.2845224000000001,0.081624,0.07140640000000001,0.20135119999999998
