,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.4893765714285713,0.0,0.4900114285714286,0.48956571428571427,0.49178285714285713,0.4898057142857143,0.48928,0.4890285714285714,0.48936,0.48893714285714285,0.48900571428571427,0.48979428571428574,0.48973714285714287,0.48944,0.48952,0.48872
Borda ranking,0.28991142857142854,0.4900114285714286,0.0,0.29393142857142857,0.2567885714285714,0.1818057142857143,0.20810285714285714,0.3375314285714286,0.29776,0.30795428571428574,0.33652571428571426,0.2794285714285714,0.4808,0.21774857142857143,0.18670857142857142,0.4433371428571429
Plurality ranking,0.40342914285714293,0.48956571428571427,0.29393142857142857,0.0,0.18584,0.3484,0.35654857142857144,0.41533714285714285,0.39138285714285714,0.39164571428571426,0.41472,0.37942857142857145,0.5142171428571428,0.35701714285714287,0.34893714285714283,0.4649371428571429
STV,0.3485845714285714,0.49178285714285713,0.2567885714285714,0.18584,0.0,0.29861714285714286,0.3037142857142857,0.36897142857142856,0.3482057142857143,0.3619085714285714,0.36808,0.3465142857142857,0.4570742857142857,0.3077485714285714,0.29882285714285717,0.4578857142857143
Approval Voting (AV),0.31246228571428575,0.4898057142857143,0.1818057142857143,0.3484,0.29861714285714286,0.0,0.12209142857142857,0.3013257142857143,0.2558285714285714,0.28222857142857144,0.3001714285714286,0.24181714285714287,0.44808,0.14554285714285714,0.04136,0.43853714285714285
Proportional Approval Voting (PAV),0.33786685714285714,0.48928,0.20810285714285714,0.35654857142857144,0.3037142857142857,0.12209142857142857,0.0,0.24672,0.1730742857142857,0.2185257142857143,0.24553142857142857,0.20645714285714287,0.45698285714285714,0.07242285714285714,0.10277714285714286,0.4398742857142857
Approval Chamberlin-Courant (CC),0.38046514285714284,0.4890285714285714,0.3375314285714286,0.41533714285714285,0.36897142857142856,0.3013257142857143,0.24672,0.0,0.12110857142857143,0.2584342857142857,0.0036685714285714286,0.3008571428571429,0.39933714285714283,0.25578285714285715,0.2924457142857143,0.4579657142857143
Lexicographic Chamberlin-Courant (lex-CC),0.388044,0.48936,0.29776,0.39138285714285714,0.3482057142857143,0.2558285714285714,0.1730742857142857,0.12110857142857143,0.0,0.18565714285714285,0.12108571428571428,0.24617142857142857,0.45152,0.1853942857142857,0.24184,0.45168
Sequential Approval Chamberlin-Courant (seq-CC),0.42306228571428567,0.48893714285714285,0.30795428571428574,0.39164571428571426,0.3619085714285714,0.28222857142857144,0.2185257142857143,0.2584342857142857,0.18565714285714285,0.0,0.2591085714285714,0.21956571428571428,0.5103085714285714,0.1891657142857143,0.2673942857142857,0.45573714285714284
Monroe's Approval Rule (Monroe),0.3798857142857143,0.48900571428571427,0.33652571428571426,0.41472,0.36808,0.3001714285714286,0.24553142857142857,0.0036685714285714286,0.12108571428571428,0.2591085714285714,0.0,0.3001942857142857,0.40024,0.25470857142857145,0.29136,0.45771428571428574
Greedy Monroe,0.40037199999999995,0.48979428571428574,0.2794285714285714,0.37942857142857145,0.3465142857142857,0.24181714285714287,0.20645714285714287,0.3008571428571429,0.24617142857142857,0.21956571428571428,0.3001942857142857,0.0,0.50464,0.19346285714285713,0.2314857142857143,0.4500914285714286
Minimax Approval Voting (MAV),0.2436102857142857,0.48973714285714287,0.4808,0.5142171428571428,0.4570742857142857,0.44808,0.45698285714285714,0.39933714285714283,0.45152,0.5103085714285714,0.40024,0.50464,0.0,0.46747428571428573,0.45688,0.4860457142857143
Method of Equal Shares (aka Rule X) with Phragmén phase,0.3484548571428572,0.48944,0.21774857142857143,0.35701714285714287,0.3077485714285714,0.14554285714285714,0.07242285714285714,0.25578285714285715,0.1853942857142857,0.1891657142857143,0.25470857142857145,0.19346285714285713,0.46747428571428573,0.0,0.1287657142857143,0.44118857142857143
E Pluribus Hugo (EPH),0.321448,0.48952,0.18670857142857142,0.34893714285714283,0.29882285714285717,0.04136,0.10277714285714286,0.2924457142857143,0.24184,0.2673942857142857,0.29136,0.2314857142857143,0.45688,0.1287657142857143,0.0,0.43886857142857144
Random Serial Dictator,0.46441771428571427,0.48872,0.4433371428571429,0.4649371428571429,0.4578857142857143,0.43853714285714285,0.4398742857142857,0.4579657142857143,0.45168,0.45573714285714284,0.45771428571428574,0.4500914285714286,0.4860457142857143,0.44118857142857143,0.43886857142857144,0.0
NN,,0.4893765714285713,0.28991142857142854,0.40342914285714293,0.3485845714285714,0.31246228571428575,0.33786685714285714,0.38046514285714284,0.388044,0.42306228571428567,0.3798857142857143,0.40037199999999995,0.2436102857142857,0.3484548571428572,0.321448,0.46441771428571427
