,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.27753133333333335,0.0,0.27742666666666665,0.27836,0.2778,0.27730666666666665,0.27730666666666665,0.27737333333333336,0.27730666666666665,0.27682666666666667,0.27736,0.2767733333333333,0.27737333333333336,0.27730666666666665,0.27730666666666665,0.27726666666666666
Borda ranking,0.07145733333333334,0.27742666666666665,0.0,0.1912,0.13209333333333334,0.10868,0.10868,0.2784,0.10868,0.27529333333333333,0.27832,0.15533333333333332,0.2784,0.10816,0.10868,0.19832
Plurality ranking,0.22233866666666668,0.27836,0.1912,0.0,0.12956,0.2424,0.2424,0.2876533333333333,0.2424,0.26714666666666664,0.28762666666666664,0.24868,0.2876533333333333,0.24176,0.2424,0.25996
STV,0.1720533333333334,0.2778,0.13209333333333334,0.12956,0.0,0.20718666666666666,0.20718666666666666,0.2776,0.20718666666666666,0.27685333333333334,0.27752,0.2212,0.2776,0.20676,0.20718666666666666,0.23676
Approval Voting (AV),0.08228266666666667,0.27730666666666665,0.10868,0.2424,0.20718666666666666,0.0,0.0,0.27386666666666665,0.0,0.27970666666666666,0.2737866666666667,0.12842666666666666,0.27386666666666665,0.0198,0.0,0.18705333333333332
Proportional Approval Voting (PAV),0.08228266666666667,0.27730666666666665,0.10868,0.2424,0.20718666666666666,0.0,0.0,0.27386666666666665,0.0,0.27970666666666666,0.2737866666666667,0.12842666666666666,0.27386666666666665,0.0198,0.0,0.18705333333333332
Approval Chamberlin-Courant (CC),0.26990533333333333,0.27737333333333336,0.2784,0.2876533333333333,0.2776,0.27386666666666665,0.27386666666666665,0.0,0.27386666666666665,0.3333333333333333,8e-05,0.2875466666666667,0.0,0.28057333333333334,0.27386666666666665,0.27730666666666665
Lexicographic Chamberlin-Courant (lex-CC),0.08228266666666667,0.27730666666666665,0.10868,0.2424,0.20718666666666666,0.0,0.0,0.27386666666666665,0.0,0.27970666666666666,0.2737866666666667,0.12842666666666666,0.27386666666666665,0.0198,0.0,0.18705333333333332
Sequential Approval Chamberlin-Courant (seq-CC),0.28241066666666664,0.27682666666666667,0.27529333333333333,0.26714666666666664,0.27685333333333334,0.27970666666666666,0.27970666666666666,0.3333333333333333,0.27970666666666666,0.0,0.33330666666666664,0.26396,0.3333333333333333,0.2726,0.27970666666666666,0.27676
Monroe's Approval Rule (Monroe),0.2698253333333333,0.27736,0.27832,0.28762666666666664,0.27752,0.2737866666666667,0.2737866666666667,8e-05,0.2737866666666667,0.33330666666666664,0.0,0.28746666666666665,8e-05,0.2804933333333333,0.2737866666666667,0.27728
Greedy Monroe,0.14804933333333334,0.2767733333333333,0.15533333333333332,0.24868,0.2212,0.12842666666666666,0.12842666666666666,0.2875466666666667,0.12842666666666666,0.26396,0.28746666666666665,0.0,0.2875466666666667,0.12417333333333333,0.12842666666666666,0.20077333333333333
Minimax Approval Voting (MAV),0.26990533333333333,0.27737333333333336,0.2784,0.2876533333333333,0.2776,0.27386666666666665,0.27386666666666665,0.0,0.27386666666666665,0.3333333333333333,8e-05,0.2875466666666667,0.0,0.28057333333333334,0.27386666666666665,0.27730666666666665
Method of Equal Shares (aka Rule X) with Phragmén phase,0.08529066666666667,0.27730666666666665,0.10816,0.24176,0.20676,0.0198,0.0198,0.28057333333333334,0.0198,0.2726,0.2804933333333333,0.12417333333333333,0.28057333333333334,0.0,0.0198,0.18686666666666665
E Pluribus Hugo (EPH),0.08228266666666667,0.27730666666666665,0.10868,0.2424,0.20718666666666666,0.0,0.0,0.27386666666666665,0.0,0.27970666666666666,0.2737866666666667,0.12842666666666666,0.27386666666666665,0.0198,0.0,0.18705333333333332
Random Serial Dictator,0.19446333333333338,0.27726666666666666,0.19832,0.25996,0.23676,0.18705333333333332,0.18705333333333332,0.27730666666666665,0.18705333333333332,0.27676,0.27728,0.20077333333333333,0.27730666666666665,0.18686666666666665,0.18705333333333332,0.0
NN,,0.27753133333333335,0.07145733333333334,0.22233866666666668,0.1720533333333334,0.08228266666666667,0.08228266666666667,0.26990533333333333,0.08228266666666667,0.28241066666666664,0.2698253333333333,0.14804933333333334,0.26990533333333333,0.08529066666666667,0.08228266666666667,0.19446333333333338
