,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator,Anti-Plurality,Two-Approval,Three-Approval,Instant Runoff,Bottom-Two-Runoff Instant Runoff,Benham,PluralityWRunoff PUT,Coombs,Baldwin,Strict Nanson,Weak Nanson,Iterated Removal Condorcet Loser,Raynaud,Tideman Alternative Top Cycle,Knockout Voting,Banks,Condorcet,Copeland,Llull,Uncovered Set,Uncovered Set - Fishburn,Uncovered Set - Bordes,Uncovered Set - McKelvey,Slater,Top Cycle,GOCHA,Bipartisan Set,Minimax,Split Cycle,Ranked Pairs ZT,Ranked Pairs TB,Simple Stable Voting,Stable Voting,Loss-Trimmer Voting,Daunou,Blacks,Condorcet IRV,Condorcet IRV PUT,Smith IRV,Smith-Minimax,Condorcet Plurality,Copeland-Local-Borda,Copeland-Global-Borda,Borda-Minimax Faceoff,Bucklin,Simplified Bucklin,Weighted Bucklin,Bracket Voting,Superior Voting
Min Violations Committee,3.2e-06,0.0,0.4,0.32056,0.106368,0.192208,0.094912,0.184352,0.184352,0.184352,0.184352,0.192208,0.184352,0.192208,0.27392,0.192208,0.184352,0.296496,0.221872,0.15896,0.17288,0.127088,0.099888,0.105456,0.148176,0.12768,0.095792,0.093056,0.08832,0.26552,0.101456,0.10888,0.072992,0.140176,0.158448,0.086464,0.096144,0.13616,0.096656,0.140256,0.149216,0.09952,0.15552,0.09672,0.094896,0.090656,0.097888,0.15312,0.15312,0.066944,0.066944,0.087888,0.115584,0.089024,0.107168,0.113728,0.109888,0.090672,0.11392,0.07712,0.06936,0.09224,0.159472,0.261744,0.110736,0.08736,0.08664
Max Violations Committee,0.4000000000000001,0.4,0.0,0.31984,0.389056,0.372512,0.39144,0.381392,0.381392,0.381392,0.381392,0.372512,0.381392,0.372512,0.356096,0.372512,0.381392,0.336816,0.37024,0.379552,0.379712,0.385792,0.389984,0.38888,0.37992,0.385824,0.391264,0.391424,0.392016,0.257552,0.389904,0.388672,0.392672,0.366832,0.310432,0.389232,0.385504,0.370464,0.38088,0.366704,0.359216,0.386128,0.333456,0.374464,0.378464,0.390768,0.388144,0.345072,0.345072,0.393312,0.393312,0.392448,0.384096,0.390352,0.388208,0.385232,0.388336,0.390896,0.382736,0.392992,0.392784,0.39072,0.38112,0.278912,0.38888,0.39184,0.390608
Random Choice,0.32056079999999987,0.32056,0.31984,0.0,0.320544,0.320912,0.321328,0.32056,0.32056,0.32056,0.32056,0.320912,0.32056,0.320912,0.320912,0.320912,0.32056,0.319264,0.318864,0.320432,0.321072,0.32072,0.320816,0.32104,0.320368,0.320784,0.319968,0.320048,0.320336,0.319648,0.320032,0.320704,0.321232,0.319712,0.320496,0.320624,0.320512,0.32072,0.320288,0.319728,0.320144,0.320384,0.320832,0.320064,0.321008,0.319552,0.319664,0.32064,0.32064,0.320112,0.320112,0.319952,0.320624,0.321024,0.320832,0.320784,0.320704,0.31952,0.320912,0.320752,0.320992,0.320048,0.320352,0.319696,0.320512,0.321088,0.321056
Borda ranking,0.106368,0.106368,0.389056,0.320544,0.0,0.175968,0.125664,0.17848,0.17848,0.17848,0.17848,0.175968,0.17848,0.175968,0.324384,0.175968,0.17848,0.297952,0.19336,0.123488,0.131328,0.12472,0.099664,0.108624,0.13592,0.120016,0.100192,0.096272,0.089104,0.245152,0.106704,0.10784,0.047392,0.115968,0.153168,0.077504,0.090496,0.120736,0.095184,0.11608,0.125088,0.095424,0.139936,0.097792,0.1112,0.086128,0.089408,0.140432,0.140432,0.066288,0.066288,0.0972,0.111296,0.017344,0.109632,0.1096,0.10928,0.085984,0.113952,0.076336,0.047856,0.072944,0.116912,0.230912,0.02776,0.100448,0.082224
Plurality ranking,0.19220879999999996,0.192208,0.372512,0.320912,0.175968,0.0,0.169808,0.063664,0.063664,0.063664,0.063664,0.0,0.063664,0.0,0.331872,0.0,0.063664,0.288112,0.281584,0.20624,0.251888,0.153664,0.15912,0.163728,0.129728,0.218896,0.182624,0.180752,0.178064,0.2568,0.18472,0.166576,0.1756,0.185168,0.208688,0.175472,0.177936,0.188384,0.17984,0.185184,0.188672,0.178624,0.197232,0.180992,0.187088,0.177696,0.178272,0.19816,0.19816,0.176864,0.176864,0.181472,0.108,0.174896,0.162192,0.168272,0.165152,0.177712,0.078288,0.175296,0.174768,0.175488,0.239872,0.2532,0.179584,0.146192,0.160208
STV,0.09491200000000002,0.094912,0.39144,0.321328,0.125664,0.169808,0.0,0.163296,0.163296,0.163296,0.163296,0.169808,0.163296,0.169808,0.303344,0.169808,0.163296,0.293392,0.244112,0.163936,0.194608,0.075312,0.104528,0.083408,0.125232,0.159744,0.117744,0.115664,0.111712,0.263792,0.123216,0.090848,0.101344,0.145264,0.16736,0.111424,0.11968,0.150368,0.12128,0.145344,0.154192,0.119408,0.161952,0.123296,0.12296,0.115312,0.118384,0.160432,0.160432,0.098464,0.098464,0.112128,0.113776,0.11248,0.08192,0.091888,0.088224,0.115232,0.112784,0.106272,0.101568,0.11488,0.179904,0.258544,0.129184,0.089136,0.09256
Approval Voting (AV),0.1843519999999999,0.184352,0.381392,0.32056,0.17848,0.063664,0.163296,0.0,0.0,0.0,0.0,0.063664,0.0,0.063664,0.305216,0.063664,0.0,0.288848,0.285232,0.212496,0.254448,0.160208,0.1656,0.169984,0.14656,0.222656,0.18952,0.187616,0.184048,0.282128,0.192064,0.174112,0.177888,0.201072,0.222912,0.183072,0.18832,0.203376,0.190576,0.201088,0.205584,0.188464,0.213408,0.19168,0.195856,0.185392,0.186752,0.213952,0.213952,0.178688,0.178688,0.188176,0.128272,0.176736,0.168384,0.177968,0.172368,0.18536,0.110688,0.179952,0.176704,0.182896,0.241808,0.275808,0.180896,0.147648,0.164784
Proportional Approval Voting (PAV),0.1843519999999999,0.184352,0.381392,0.32056,0.17848,0.063664,0.163296,0.0,0.0,0.0,0.0,0.063664,0.0,0.063664,0.305216,0.063664,0.0,0.288848,0.285232,0.212496,0.254448,0.160208,0.1656,0.169984,0.14656,0.222656,0.18952,0.187616,0.184048,0.282128,0.192064,0.174112,0.177888,0.201072,0.222912,0.183072,0.18832,0.203376,0.190576,0.201088,0.205584,0.188464,0.213408,0.19168,0.195856,0.185392,0.186752,0.213952,0.213952,0.178688,0.178688,0.188176,0.128272,0.176736,0.168384,0.177968,0.172368,0.18536,0.110688,0.179952,0.176704,0.182896,0.241808,0.275808,0.180896,0.147648,0.164784
Approval Chamberlin-Courant (CC),0.1843519999999999,0.184352,0.381392,0.32056,0.17848,0.063664,0.163296,0.0,0.0,0.0,0.0,0.063664,0.0,0.063664,0.305216,0.063664,0.0,0.288848,0.285232,0.212496,0.254448,0.160208,0.1656,0.169984,0.14656,0.222656,0.18952,0.187616,0.184048,0.282128,0.192064,0.174112,0.177888,0.201072,0.222912,0.183072,0.18832,0.203376,0.190576,0.201088,0.205584,0.188464,0.213408,0.19168,0.195856,0.185392,0.186752,0.213952,0.213952,0.178688,0.178688,0.188176,0.128272,0.176736,0.168384,0.177968,0.172368,0.18536,0.110688,0.179952,0.176704,0.182896,0.241808,0.275808,0.180896,0.147648,0.164784
Lexicographic Chamberlin-Courant (lex-CC),0.1843519999999999,0.184352,0.381392,0.32056,0.17848,0.063664,0.163296,0.0,0.0,0.0,0.0,0.063664,0.0,0.063664,0.305216,0.063664,0.0,0.288848,0.285232,0.212496,0.254448,0.160208,0.1656,0.169984,0.14656,0.222656,0.18952,0.187616,0.184048,0.282128,0.192064,0.174112,0.177888,0.201072,0.222912,0.183072,0.18832,0.203376,0.190576,0.201088,0.205584,0.188464,0.213408,0.19168,0.195856,0.185392,0.186752,0.213952,0.213952,0.178688,0.178688,0.188176,0.128272,0.176736,0.168384,0.177968,0.172368,0.18536,0.110688,0.179952,0.176704,0.182896,0.241808,0.275808,0.180896,0.147648,0.164784
