,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.40713600000000005,0.0,0.4072685714285714,0.4081714285714286,0.4082857142857143,0.40778285714285717,0.4079542857142857,0.40768,0.40737142857142855,0.40724571428571427,0.4080457142857143,0.40786285714285714,0.4082857142857143,0.4076914285714286,0.4076228571428571,0.40812571428571426
Borda ranking,0.04234514285714285,0.4072685714285714,0.0,0.07097142857142857,0.04633142857142857,0.04401142857142857,0.04758857142857143,0.11875428571428572,0.07220571428571429,0.11438857142857142,0.06421714285714286,0.06365714285714286,0.33069714285714286,0.04923428571428572,0.04433142857142857,0.21614857142857144
Plurality ranking,0.08321485714285715,0.4081714285714286,0.07097142857142857,0.0,0.05704,0.07397714285714285,0.07539428571428572,0.13538285714285714,0.0928,0.12577142857142856,0.08563428571428572,0.08417142857142858,0.33829714285714285,0.07525714285714286,0.07387428571428571,0.22202285714285713
STV,0.05409485714285714,0.4082857142857143,0.04633142857142857,0.05704,0.0,0.05073142857142857,0.050205714285714284,0.11498285714285714,0.07049142857142857,0.11299428571428571,0.060994285714285716,0.06302857142857143,0.3271085714285714,0.05123428571428571,0.050468571428571425,0.2164
Approval Voting (AV),0.05592685714285714,0.40778285714285717,0.04401142857142857,0.07397714285714285,0.05073142857142857,0.0,0.02126857142857143,0.10379428571428571,0.053817142857142855,0.10158857142857143,0.04864,0.050582857142857145,0.3242857142857143,0.02832,0.00328,0.21430857142857143
Proportional Approval Voting (PAV),0.060126285714285715,0.4079542857142857,0.04758857142857143,0.07539428571428572,0.050205714285714284,0.02126857142857143,0.0,0.08453714285714285,0.03321142857142857,0.08453714285714285,0.029554285714285713,0.034685714285714285,0.32601142857142856,0.011931428571428572,0.02022857142857143,0.21493714285714285
Approval Chamberlin-Courant (CC),0.12882914285714286,0.40768,0.11875428571428572,0.13538285714285714,0.11498285714285714,0.10379428571428571,0.08453714285714285,0.0,0.053245714285714285,0.09828571428571428,0.05563428571428571,0.08609142857142857,0.28606857142857145,0.08494857142857143,0.10259428571428572,0.2524457142857143
Lexicographic Chamberlin-Courant (lex-CC),0.08468514285714286,0.40737142857142855,0.07220571428571429,0.0928,0.07049142857142857,0.053817142857142855,0.03321142857142857,0.053245714285714285,0.0,0.05856,0.02561142857142857,0.03672,0.3238971428571429,0.03368,0.05259428571428571,0.22165714285714286
Sequential Approval Chamberlin-Courant (seq-CC),0.12919314285714284,0.40724571428571427,0.11438857142857142,0.12577142857142856,0.11299428571428571,0.10158857142857143,0.08453714285714285,0.09828571428571428,0.05856,0.0,0.08165714285714286,0.05976,0.3555885714285714,0.07468571428571429,0.10017142857142858,0.2499542857142857
Monroe's Approval Rule (Monroe),0.07422171428571428,0.4080457142857143,0.06421714285714286,0.08563428571428572,0.060994285714285716,0.04864,0.029554285714285713,0.05563428571428571,0.02561142857142857,0.08165714285714286,0.0,0.03513142857142857,0.32250285714285715,0.02985142857142857,0.04744,0.2170857142857143
Greedy Monroe,0.07805714285714284,0.40786285714285714,0.06365714285714286,0.08417142857142858,0.06302857142857143,0.050582857142857145,0.034685714285714285,0.08609142857142857,0.03672,0.05976,0.03513142857142857,0.0,0.33574857142857145,0.02477714285714286,0.049165714285714285,0.2168342857142857
Minimax Approval Voting (MAV),0.3024245714285715,0.4082857142857143,0.33069714285714286,0.33829714285714285,0.3271085714285714,0.3242857142857143,0.32601142857142856,0.28606857142857145,0.3238971428571429,0.3555885714285714,0.32250285714285715,0.33574857142857145,0.0,0.33048,0.32538285714285714,0.3411314285714286
Method of Equal Shares (aka Rule X) with Phragmén phase,0.06326457142857143,0.4076914285714286,0.04923428571428572,0.07525714285714286,0.05123428571428571,0.02832,0.011931428571428572,0.08494857142857143,0.03368,0.07468571428571429,0.02985142857142857,0.02477714285714286,0.33048,0.0,0.026937142857142857,0.21486857142857144
E Pluribus Hugo (EPH),0.05662628571428572,0.4076228571428571,0.04433142857142857,0.07387428571428571,0.050468571428571425,0.00328,0.02022857142857143,0.10259428571428572,0.05259428571428571,0.10017142857142858,0.04744,0.049165714285714285,0.32538285714285714,0.026937142857142857,0.0,0.21437714285714285
Random Serial Dictator,0.21731542857142852,0.40812571428571426,0.21614857142857144,0.22202285714285713,0.2164,0.21430857142857143,0.21493714285714285,0.2524457142857143,0.22165714285714286,0.2499542857142857,0.2170857142857143,0.2168342857142857,0.3411314285714286,0.21486857142857144,0.21437714285714285,0.0
NN,,0.40713600000000005,0.04234514285714285,0.08321485714285715,0.05409485714285714,0.05592685714285714,0.060126285714285715,0.12882914285714286,0.08468514285714286,0.12919314285714284,0.07422171428571428,0.07805714285714284,0.3024245714285715,0.06326457142857143,0.05662628571428572,0.21731542857142852
