,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.44605333333333336,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Max Violations Committee,0.6666666666666666,0.6666666666666666,0.0,0.444,0.6666666666666666,0.5328266666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.44250666666666666,0.6666666666666666,0.44392,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Random Choice,0.44502666666666685,0.4450266666666667,0.444,0.0,0.4450266666666667,0.4452933333333333,0.4450266666666667,0.4450266666666667,0.4450266666666667,0.4445733333333333,0.4450266666666667,0.44426666666666664,0.4450266666666667,0.4450266666666667,0.4450266666666667,0.4450266666666667,0.4450266666666667,0.4450266666666667
Borda ranking,0.0,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.44605333333333336,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.40061333333333315,0.4006133333333333,0.5328266666666667,0.4452933333333333,0.4006133333333333,0.0,0.4006133333333333,0.4006133333333333,0.4006133333333333,0.6666666666666666,0.4006133333333333,0.11113333333333333,0.4006133333333333,0.4006133333333333,0.4006133333333333,0.4006133333333333,0.4006133333333333,0.4006133333333333
STV,0.0,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.44605333333333336,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.0,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.44605333333333336,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.44605333333333336,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.4460533333333336,0.44605333333333336,0.44250666666666666,0.4445733333333333,0.44605333333333336,0.6666666666666666,0.44605333333333336,0.44605333333333336,0.44605333333333336,0.0,0.44605333333333336,0.6666666666666666,0.44605333333333336,0.44605333333333336,0.44605333333333336,0.44605333333333336,0.44605333333333336,0.44605333333333336
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.44605333333333336,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.44524,0.44524,0.44392,0.44426666666666664,0.44524,0.11113333333333333,0.44524,0.44524,0.44524,0.6666666666666666,0.44524,0.0,0.44524,0.44524,0.44524,0.44524,0.44524,0.44524
Monroe's Approval Rule (Monroe),0.0,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.44605333333333336,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.0,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.44605333333333336,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.0,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.44605333333333336,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Method of Equal Shares (aka Rule X) with Phragmén phase,0.0,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.44605333333333336,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
E Pluribus Hugo (EPH),0.0,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.44605333333333336,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
Random Serial Dictator,0.0,0.0,0.6666666666666666,0.4450266666666667,0.0,0.4006133333333333,0.0,0.0,0.0,0.44605333333333336,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
NN,,0.0,0.6666666666666666,0.44502666666666685,0.0,0.40061333333333315,0.0,0.0,0.0,0.4460533333333336,0.0,0.44524,0.0,0.0,0.0,0.0,0.0,0.0
