,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0,0.0,0.8,0.4797568097276109,0.0,0.39835206591736333,0.0,0.0,0.0,0.47881284748610053,0.0,0.4825886964521419,0.0,0.0,0.0,0.0,0.0,0.0
Max Violations Committee,0.8000000000000002,0.8,0.0,0.48066877324907004,0.8,0.5999280028798848,0.8,0.8,0.8,0.48169273229070836,0.8,0.474685012599496,0.8,0.8,0.8,0.8,0.8,0.8
Random Choice,0.4797568097276108,0.4797568097276109,0.48066877324907004,0.0,0.4797568097276109,0.48079676812927485,0.4797568097276109,0.4797568097276109,0.4797568097276109,0.48087676492940284,0.4797568097276109,0.481308747650094,0.4797568097276109,0.4797568097276109,0.4797568097276109,0.4797568097276109,0.4797568097276109,0.4797568097276109
Borda ranking,0.0,0.0,0.8,0.4797568097276109,0.0,0.39835206591736333,0.0,0.0,0.0,0.47881284748610053,0.0,0.4825886964521419,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.39835206591736333,0.39835206591736333,0.5999280028798848,0.48079676812927485,0.39835206591736333,0.0,0.39835206591736333,0.39835206591736333,0.39835206591736333,0.8,0.39835206591736333,0.16466541338346466,0.39835206591736333,0.39835206591736333,0.39835206591736333,0.39835206591736333,0.39835206591736333,0.39835206591736333
STV,0.0,0.0,0.8,0.4797568097276109,0.0,0.39835206591736333,0.0,0.0,0.0,0.47881284748610053,0.0,0.4825886964521419,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.0,0.0,0.8,0.4797568097276109,0.0,0.39835206591736333,0.0,0.0,0.0,0.47881284748610053,0.0,0.4825886964521419,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.0,0.8,0.4797568097276109,0.0,0.39835206591736333,0.0,0.0,0.0,0.47881284748610053,0.0,0.4825886964521419,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.47881284748610065,0.47881284748610053,0.48169273229070836,0.48087676492940284,0.47881284748610053,0.8,0.47881284748610053,0.47881284748610053,0.47881284748610053,0.0,0.47881284748610053,0.8,0.47881284748610053,0.47881284748610053,0.47881284748610053,0.47881284748610053,0.47881284748610053,0.47881284748610053
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.0,0.8,0.4797568097276109,0.0,0.39835206591736333,0.0,0.0,0.0,0.47881284748610053,0.0,0.4825886964521419,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.4825886964521419,0.4825886964521419,0.474685012599496,0.481308747650094,0.4825886964521419,0.16466541338346466,0.4825886964521419,0.4825886964521419,0.4825886964521419,0.8,0.4825886964521419,0.0,0.4825886964521419,0.4825886964521419,0.4825886964521419,0.4825886964521419,0.4825886964521419,0.4825886964521419
Monroe's Approval Rule (Monroe),0.0,0.0,0.8,0.4797568097276109,0.0,0.39835206591736333,0.0,0.0,0.0,0.47881284748610053,0.0,0.4825886964521419,0.0,0.0,0.0,0.0,0.0,0.0
Greedy Monroe,0.0,0.0,0.8,0.4797568097276109,0.0,0.39835206591736333,0.0,0.0,0.0,0.47881284748610053,0.0,0.4825886964521419,0.0,0.0,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.0,0.0,0.8,0.4797568097276109,0.0,0.39835206591736333,0.0,0.0,0.0,0.47881284748610053,0.0,0.4825886964521419,0.0,0.0,0.0,0.0,0.0,0.0
Method of Equal Shares (aka Rule X) with Phragmén phase,0.0,0.0,0.8,0.4797568097276109,0.0,0.39835206591736333,0.0,0.0,0.0,0.47881284748610053,0.0,0.4825886964521419,0.0,0.0,0.0,0.0,0.0,0.0
E Pluribus Hugo (EPH),0.0,0.0,0.8,0.4797568097276109,0.0,0.39835206591736333,0.0,0.0,0.0,0.47881284748610053,0.0,0.4825886964521419,0.0,0.0,0.0,0.0,0.0,0.0
Random Serial Dictator,0.0,0.0,0.8,0.4797568097276109,0.0,0.39835206591736333,0.0,0.0,0.0,0.47881284748610053,0.0,0.4825886964521419,0.0,0.0,0.0,0.0,0.0,0.0
NN,,0.0,0.8000000000000002,0.4797568097276108,0.0,0.39835206591736333,0.0,0.0,0.0,0.47881284748610065,0.0,0.4825886964521419,0.0,0.0,0.0,0.0,0.0,0.0
