,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.49963933333333327,0.0,0.49978666666666666,0.49949333333333334,0.4992,0.5004666666666666,0.501,0.5008266666666666,0.50172,0.49945333333333336,0.50096,0.49990666666666667,0.50128,0.5004,0.5004533333333333,0.5009733333333334
Borda ranking,0.08227533333333334,0.49978666666666666,0.0,0.33766666666666667,0.2523066666666667,0.10741333333333333,0.10516,0.4634666666666667,0.19744,0.38669333333333333,0.34464,0.19328,0.4573333333333333,0.14213333333333333,0.09946666666666666,0.3579466666666667
Plurality ranking,0.34023600000000004,0.49949333333333334,0.33766666666666667,0.0,0.16604,0.3412,0.3635333333333333,0.5042266666666667,0.4044933333333333,0.46185333333333334,0.4239866666666667,0.39410666666666666,0.5022266666666667,0.37688,0.34912,0.43772
STV,0.2632486666666667,0.4992,0.2523066666666667,0.16604,0.0,0.269,0.2802133333333333,0.47154666666666667,0.3297866666666667,0.44348,0.37653333333333333,0.32392,0.46797333333333335,0.2969733333333333,0.27041333333333334,0.40589333333333333
Approval Voting (AV),0.09397000000000003,0.5004666666666666,0.10741333333333333,0.3412,0.269,0.0,0.10876,0.4599066666666667,0.21522666666666668,0.4106666666666667,0.33652,0.20336,0.45412,0.15448,0.04414666666666667,0.35116
Proportional Approval Voting (PAV),0.14239000000000002,0.501,0.10516,0.3635333333333333,0.2802133333333333,0.10876,0.0,0.45682666666666666,0.12212,0.3950266666666667,0.33884,0.16041333333333332,0.44976,0.08305333333333334,0.08049333333333333,0.3559733333333333
Approval Chamberlin-Courant (CC),0.45233999999999996,0.5008266666666666,0.4634666666666667,0.5042266666666667,0.47154666666666667,0.4599066666666667,0.45682666666666666,0.0,0.4550533333333333,0.6936533333333333,0.22134666666666666,0.48976,0.0086,0.46616,0.45942666666666665,0.4843866666666667
Lexicographic Chamberlin-Courant (lex-CC),0.23235266666666668,0.50172,0.19744,0.4044933333333333,0.3297866666666667,0.21522666666666668,0.12212,0.4550533333333333,0.0,0.39865333333333336,0.3532666666666667,0.17404,0.44654666666666665,0.12162666666666666,0.19312,0.37518666666666667
Sequential Approval Chamberlin-Courant (seq-CC),0.4092973333333334,0.49945333333333336,0.38669333333333333,0.46185333333333334,0.44348,0.4106666666666667,0.3950266666666667,0.6936533333333333,0.39865333333333336,0.0,0.5956666666666667,0.3751333333333333,0.6866133333333333,0.3886133333333333,0.40092,0.43952
Monroe's Approval Rule (Monroe),0.33580266666666675,0.50096,0.34464,0.4239866666666667,0.37653333333333333,0.33652,0.33884,0.22134666666666666,0.3532666666666667,0.5956666666666667,0.0,0.3822,0.22044,0.35030666666666666,0.33848,0.424
Greedy Monroe,0.22047333333333335,0.49990666666666667,0.19328,0.39410666666666666,0.32392,0.20336,0.16041333333333332,0.48976,0.17404,0.3751333333333333,0.3822,0.0,0.48234666666666665,0.13972,0.18969333333333332,0.37212
Minimax Approval Voting (MAV),0.4474746666666667,0.50128,0.4573333333333333,0.5022266666666667,0.46797333333333335,0.45412,0.44976,0.0086,0.44654666666666665,0.6866133333333333,0.22044,0.48234666666666665,0.0,0.4587733333333333,0.4536266666666667,0.48141333333333336
Method of Equal Shares (aka Rule X) with Phragmén phase,0.17860800000000002,0.5004,0.14213333333333333,0.37688,0.2969733333333333,0.15448,0.08305333333333334,0.46616,0.12162666666666666,0.3886133333333333,0.35030666666666666,0.13972,0.4587733333333333,0.0,0.13334666666666667,0.36162666666666665
E Pluribus Hugo (EPH),0.11488533333333333,0.5004533333333333,0.09946666666666666,0.34912,0.27041333333333334,0.04414666666666667,0.08049333333333333,0.45942666666666665,0.19312,0.40092,0.33848,0.18969333333333332,0.4536266666666667,0.13334666666666667,0.0,0.35324
Random Serial Dictator,0.3567666666666666,0.5009733333333334,0.3579466666666667,0.43772,0.40589333333333333,0.35116,0.3559733333333333,0.4843866666666667,0.37518666666666667,0.43952,0.424,0.37212,0.48141333333333336,0.36162666666666665,0.35324,0.0
NN,,0.49963933333333327,0.08227533333333334,0.34023600000000004,0.2632486666666667,0.09397000000000003,0.14239000000000002,0.45233999999999996,0.23235266666666668,0.4092973333333334,0.33580266666666675,0.22047333333333335,0.4474746666666667,0.17860800000000002,0.11488533333333333,0.3567666666666666
