,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.40921428571428575,0.0,0.40866285714285716,0.4083542857142857,0.40824,0.40973714285714286,0.40910857142857143,0.4076571428571429,0.40893714285714283,0.4077142857142857,0.4076571428571429,0.40749714285714284,0.40766857142857144,0.4088,0.40966857142857144,0.40824
Borda ranking,0.09080571428571428,0.40866285714285716,0.0,0.2792685714285714,0.13824,0.09475428571428571,0.09475428571428571,0.41205714285714284,0.14594285714285715,0.40422857142857144,0.41205714285714284,0.20269714285714285,0.4118057142857143,0.11742857142857142,0.09475428571428571,0.25976
Plurality ranking,0.3436794285714286,0.4083542857142857,0.2792685714285714,0.0,0.28547428571428574,0.30329142857142855,0.2904342857142857,0.5714285714285714,0.2928342857142857,0.24646857142857143,0.5714285714285714,0.25536,0.5712,0.28093714285714283,0.30269714285714283,0.2859085714285714
STV,0.1564451428571429,0.40824,0.13824,0.28547428571428574,0.0,0.17066285714285714,0.16825142857142858,0.40793142857142856,0.18189714285714287,0.40874285714285713,0.40793142857142856,0.22530285714285714,0.4076342857142857,0.17161142857142858,0.17060571428571428,0.2679314285714286
Approval Voting (AV),0.11584285714285715,0.40973714285714286,0.09475428571428571,0.30329142857142855,0.17066285714285714,0.0,0.025782857142857142,0.39529142857142857,0.11809142857142857,0.42084571428571427,0.39529142857142857,0.19693714285714287,0.39502857142857145,0.08585142857142856,0.001062857142857143,0.25712
Proportional Approval Voting (PAV),0.12320171428571428,0.40910857142857143,0.09475428571428571,0.2904342857142857,0.16825142857142858,0.025782857142857142,0.0,0.4043771428571429,0.09534857142857144,0.4118057142857143,0.4043771428571429,0.19179428571428572,0.40410285714285715,0.06355428571428572,0.02496,0.2576342857142857
Approval Chamberlin-Courant (CC),0.370832,0.4076571428571429,0.41205714285714284,0.5714285714285714,0.40793142857142856,0.39529142857142857,0.4043771428571429,0.0,0.40233142857142856,0.5714285714285714,0.0,0.4304342857142857,0.00030857142857142856,0.4116,0.39578285714285716,0.40718857142857146
Lexicographic Chamberlin-Courant (lex-CC),0.16490742857142854,0.40893714285714283,0.14594285714285715,0.2928342857142857,0.18189714285714287,0.11809142857142857,0.09534857142857144,0.40233142857142856,0.0,0.41389714285714285,0.40233142857142856,0.1982057142857143,0.4020228571428571,0.060354285714285714,0.11753142857142858,0.2615657142857143
Sequential Approval Chamberlin-Courant (seq-CC),0.44556114285714293,0.4077142857142857,0.40422857142857144,0.24646857142857143,0.40874285714285713,0.42084571428571427,0.4118057142857143,0.5714285714285714,0.41389714285714285,0.0,0.5714285714285714,0.38829714285714284,0.5713028571428571,0.40522285714285716,0.42054857142857144,0.40938285714285716
Monroe's Approval Rule (Monroe),0.370832,0.4076571428571429,0.41205714285714284,0.5714285714285714,0.40793142857142856,0.39529142857142857,0.4043771428571429,0.0,0.40233142857142856,0.5714285714285714,0.0,0.4304342857142857,0.00030857142857142856,0.4116,0.39578285714285716,0.40718857142857146
Greedy Monroe,0.22078514285714287,0.40749714285714284,0.20269714285714285,0.25536,0.22530285714285714,0.19693714285714287,0.19179428571428572,0.4304342857142857,0.1982057142857143,0.38829714285714284,0.4304342857142857,0.0,0.4302057142857143,0.18957714285714286,0.19681142857142858,0.26957714285714285
Minimax Approval Voting (MAV),0.3705805714285715,0.40766857142857144,0.4118057142857143,0.5712,0.4076342857142857,0.39502857142857145,0.40410285714285715,0.00030857142857142856,0.4020228571428571,0.5713028571428571,0.00030857142857142856,0.4302057142857143,0.0,0.41130285714285714,0.39552,0.4070628571428571
Method of Equal Shares (aka Rule X) with Phragmén phase,0.14529085714285717,0.4088,0.11742857142857142,0.28093714285714283,0.17161142857142858,0.08585142857142856,0.06355428571428572,0.4116,0.060354285714285714,0.40522285714285716,0.4116,0.18957714285714286,0.41130285714285714,0.0,0.08542857142857142,0.2593942857142857
E Pluribus Hugo (EPH),0.11606171428571427,0.40966857142857144,0.09475428571428571,0.30269714285714283,0.17060571428571428,0.001062857142857143,0.02496,0.39578285714285716,0.11753142857142858,0.42054857142857144,0.39578285714285716,0.19681142857142858,0.39552,0.08542857142857142,0.0,0.2571657142857143
Random Serial Dictator,0.26190171428571435,0.40824,0.25976,0.2859085714285714,0.2679314285714286,0.25712,0.2576342857142857,0.40718857142857146,0.2615657142857143,0.40938285714285716,0.40718857142857146,0.26957714285714285,0.4070628571428571,0.2593942857142857,0.2571657142857143,0.0
NN,,0.40921428571428575,0.09080571428571428,0.3436794285714286,0.1564451428571429,0.11584285714285715,0.12320171428571428,0.370832,0.16490742857142854,0.44556114285714293,0.370832,0.22078514285714287,0.3705805714285715,0.14529085714285717,0.11606171428571427,0.26190171428571435
