,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.2444805714285714,0.0,0.24485714285714286,0.24550857142857144,0.24509714285714285,0.24420571428571428,0.24420571428571428,0.24418285714285715,0.24420571428571428,0.24490285714285714,0.24424,0.24590857142857142,0.24413714285714286,0.24437714285714285,0.24420571428571428,0.24529142857142858
Borda ranking,0.05620171428571429,0.24485714285714286,0.0,0.18310857142857143,0.11504,0.08266285714285715,0.08266285714285715,0.2451542857142857,0.08266285714285715,0.24286857142857143,0.22568,0.12964571428571428,0.22861714285714285,0.08214857142857143,0.08266285714285715,0.1586742857142857
Plurality ranking,0.2020222857142857,0.24550857142857144,0.18310857142857143,0.0,0.12742857142857142,0.21274285714285715,0.21274285714285715,0.26013714285714284,0.21274285714285715,0.20698285714285714,0.25614857142857145,0.2136,0.2568,0.20968,0.21274285714285715,0.22481142857142858
STV,0.13779428571428573,0.24509714285714285,0.11504,0.12742857142857142,0.0,0.16001142857142858,0.16001142857142858,0.24448,0.16001142857142858,0.24454857142857142,0.22504,0.17609142857142857,0.22794285714285714,0.1601942857142857,0.16001142857142858,0.18993142857142858
Approval Voting (AV),0.06552514285714285,0.24420571428571428,0.08266285714285715,0.21274285714285715,0.16001142857142858,0.0,0.0,0.24054857142857142,0.0,0.24691428571428573,0.22107428571428572,0.11514285714285714,0.22401142857142858,0.022605714285714285,0.0,0.15309714285714285
Proportional Approval Voting (PAV),0.06552514285714285,0.24420571428571428,0.08266285714285715,0.21274285714285715,0.16001142857142858,0.0,0.0,0.24054857142857142,0.0,0.24691428571428573,0.22107428571428572,0.11514285714285714,0.22401142857142858,0.022605714285714285,0.0,0.15309714285714285
Approval Chamberlin-Courant (CC),0.2329274285714286,0.24418285714285715,0.2451542857142857,0.26013714285714284,0.24448,0.24054857142857142,0.24054857142857142,0.0,0.24054857142857142,0.2857142857142857,0.019474285714285715,0.25384,0.016537142857142858,0.2472457142857143,0.24054857142857142,0.24392
Lexicographic Chamberlin-Courant (lex-CC),0.06552514285714285,0.24420571428571428,0.08266285714285715,0.21274285714285715,0.16001142857142858,0.0,0.0,0.24054857142857142,0.0,0.24691428571428573,0.22107428571428572,0.11514285714285714,0.22401142857142858,0.022605714285714285,0.0,0.15309714285714285
Sequential Approval Chamberlin-Courant (seq-CC),0.2496857142857143,0.24490285714285714,0.24286857142857143,0.20698285714285714,0.24454857142857142,0.24691428571428573,0.24691428571428573,0.2857142857142857,0.24691428571428573,0.0,0.2824,0.23246857142857144,0.28285714285714286,0.2396,0.24691428571428573,0.24406857142857144
Monroe's Approval Rule (Monroe),0.21345314285714284,0.24424,0.22568,0.25614857142857145,0.22504,0.22107428571428572,0.22107428571428572,0.019474285714285715,0.22107428571428572,0.2824,0.0,0.2343657142857143,0.0029371428571428574,0.22777142857142857,0.22107428571428572,0.22482285714285713
Greedy Monroe,0.12830285714285714,0.24590857142857142,0.12964571428571428,0.2136,0.17609142857142857,0.11514285714285714,0.11514285714285714,0.25384,0.11514285714285714,0.23246857142857144,0.2343657142857143,0.0,0.23730285714285715,0.11046857142857143,0.11514285714285714,0.1622057142857143
Minimax Approval Voting (MAV),0.2163902857142857,0.24413714285714286,0.22861714285714285,0.2568,0.22794285714285714,0.22401142857142858,0.22401142857142858,0.016537142857142858,0.22401142857142858,0.28285714285714286,0.0029371428571428574,0.23730285714285715,0.0,0.23070857142857143,0.22401142857142858,0.22738285714285714
Method of Equal Shares (aka Rule X) with Phragmén phase,0.07250685714285714,0.24437714285714285,0.08214857142857143,0.20968,0.1601942857142857,0.022605714285714285,0.022605714285714285,0.2472457142857143,0.022605714285714285,0.2396,0.22777142857142857,0.11046857142857143,0.23070857142857143,0.0,0.022605714285714285,0.15249142857142858
E Pluribus Hugo (EPH),0.06552514285714285,0.24420571428571428,0.08266285714285715,0.21274285714285715,0.16001142857142858,0.0,0.0,0.24054857142857142,0.0,0.24691428571428573,0.22107428571428572,0.11514285714285714,0.22401142857142858,0.022605714285714285,0.0,0.15309714285714285
Random Serial Dictator,0.15654914285714283,0.24529142857142858,0.1586742857142857,0.22481142857142858,0.18993142857142858,0.15309714285714285,0.15309714285714285,0.24392,0.15309714285714285,0.24406857142857144,0.22482285714285713,0.1622057142857143,0.22738285714285714,0.15249142857142858,0.15309714285714285,0.0
NN,,0.2444805714285714,0.05620171428571429,0.2020222857142857,0.13779428571428573,0.06552514285714285,0.06552514285714285,0.2329274285714286,0.06552514285714285,0.2496857142857143,0.21345314285714284,0.12830285714285714,0.2163902857142857,0.07250685714285714,0.06552514285714285,0.15654914285714283
