,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator,Anti-Plurality,Two-Approval,Three-Approval,Instant Runoff,Bottom-Two-Runoff Instant Runoff,Benham,PluralityWRunoff PUT,Coombs,Baldwin,Strict Nanson,Weak Nanson,Iterated Removal Condorcet Loser,Raynaud,Tideman Alternative Top Cycle,Knockout Voting,Banks,Condorcet,Copeland,Llull,Uncovered Set,Uncovered Set - Fishburn,Uncovered Set - Bordes,Uncovered Set - McKelvey,Slater,Top Cycle,GOCHA,Bipartisan Set,Minimax,Split Cycle,Ranked Pairs ZT,Ranked Pairs TB,Simple Stable Voting,Stable Voting,Loss-Trimmer Voting,Daunou,Blacks,Condorcet IRV,Condorcet IRV PUT,Smith IRV,Smith-Minimax,Condorcet Plurality,Copeland-Local-Borda,Copeland-Global-Borda,Borda-Minimax Faceoff,Bucklin,Simplified Bucklin,Weighted Bucklin,Bracket Voting,Superior Voting
Random Choice,0.32137599999999994,0.0,0.320592,0.320064,0.321168,0.32008,0.32008,0.32008,0.32008,0.320064,0.32008,0.320064,0.320608,0.320064,0.32008,0.31896,0.320944,0.320064,0.320688,0.32008,0.320224,0.320336,0.320256,0.32056,0.320384,0.32048,0.32048,0.320256,0.320432,0.320272,0.320768,0.320592,0.320704,0.320304,0.320256,0.320512,0.320256,0.320592,0.320576,0.320288,0.32064,0.320256,0.320944,0.320304,0.320288,0.320736,0.320736,0.320736,0.320736,0.320304,0.32048,0.32072,0.320416,0.320416,0.32032,0.320288,0.32096,0.320432,0.320336,0.320544,0.320528,0.320592,0.320128,0.321104,0.32088
Borda ranking,0.0633392,0.320592,0.0,0.2212,0.13048,0.220896,0.220896,0.220896,0.220896,0.2212,0.220896,0.2212,0.320256,0.2212,0.220896,0.285056,0.16968,0.093504,0.1092,0.134768,0.064112,0.067312,0.152528,0.063536,0.062816,0.0624,0.061744,0.137712,0.063184,0.06432,0.045984,0.063504,0.0728,0.061184,0.062288,0.06392,0.062416,0.063504,0.064048,0.062544,0.064864,0.062432,0.0636,0.062096,0.062144,0.07056,0.07056,0.055568,0.055568,0.062576,0.06608,0.042464,0.067984,0.067504,0.064448,0.062096,0.074432,0.061184,0.048768,0.060448,0.07928,0.125408,0.052752,0.08584,0.0692
Plurality ranking,0.18650239999999998,0.320064,0.2212,0.0,0.144448,0.028304,0.028304,0.028304,0.028304,0.0,0.028304,0.0,0.323456,0.0,0.028304,0.256656,0.309568,0.2324,0.286048,0.138496,0.1824,0.17912,0.1192,0.194096,0.184864,0.184912,0.18536,0.214,0.184944,0.183504,0.1924,0.185552,0.192016,0.18592,0.185152,0.185616,0.185104,0.185552,0.185728,0.184992,0.186352,0.185136,0.18624,0.185008,0.184992,0.189824,0.189824,0.189632,0.189632,0.18496,0.17768,0.193776,0.178208,0.178992,0.183424,0.184992,0.161808,0.185808,0.19144,0.185648,0.2292,0.223696,0.200352,0.16528,0.175104
STV,0.08827119999999997,0.321168,0.13048,0.144448,0.0,0.142032,0.142032,0.142032,0.142032,0.144448,0.142032,0.144448,0.311648,0.144448,0.142032,0.267328,0.247904,0.153264,0.20824,0.03488,0.0984,0.091584,0.07928,0.110416,0.101312,0.10112,0.100176,0.16424,0.10176,0.098736,0.097504,0.102304,0.107584,0.099984,0.101008,0.103296,0.10104,0.102304,0.1032,0.101008,0.10392,0.101152,0.095648,0.101008,0.101072,0.106464,0.106464,0.096528,0.096528,0.100944,0.097088,0.09872,0.090048,0.09128,0.098464,0.101008,0.09112,0.099984,0.09656,0.10152,0.145216,0.166688,0.11808,0.07616,0.088048
Approval Voting (AV),0.1851752,0.32008,0.220896,0.028304,0.142032,0.0,0.0,0.0,0.0,0.028304,0.0,0.028304,0.31176,0.028304,0.0,0.256896,0.312496,0.232944,0.285232,0.13952,0.182928,0.17952,0.12144,0.194224,0.185424,0.185392,0.185696,0.218496,0.185536,0.18408,0.19176,0.186352,0.192608,0.186192,0.18568,0.186464,0.185664,0.186352,0.186592,0.18552,0.187136,0.18568,0.186048,0.185488,0.185488,0.190608,0.190608,0.189216,0.189216,0.185408,0.178144,0.19312,0.178592,0.179696,0.183984,0.185472,0.164096,0.186,0.190816,0.186048,0.228992,0.228224,0.19984,0.165072,0.175168
Proportional Approval Voting (PAV),0.1851752,0.32008,0.220896,0.028304,0.142032,0.0,0.0,0.0,0.0,0.028304,0.0,0.028304,0.31176,0.028304,0.0,0.256896,0.312496,0.232944,0.285232,0.13952,0.182928,0.17952,0.12144,0.194224,0.185424,0.185392,0.185696,0.218496,0.185536,0.18408,0.19176,0.186352,0.192608,0.186192,0.18568,0.186464,0.185664,0.186352,0.186592,0.18552,0.187136,0.18568,0.186048,0.185488,0.185488,0.190608,0.190608,0.189216,0.189216,0.185408,0.178144,0.19312,0.178592,0.179696,0.183984,0.185472,0.164096,0.186,0.190816,0.186048,0.228992,0.228224,0.19984,0.165072,0.175168
Approval Chamberlin-Courant (CC),0.1851752,0.32008,0.220896,0.028304,0.142032,0.0,0.0,0.0,0.0,0.028304,0.0,0.028304,0.31176,0.028304,0.0,0.256896,0.312496,0.232944,0.285232,0.13952,0.182928,0.17952,0.12144,0.194224,0.185424,0.185392,0.185696,0.218496,0.185536,0.18408,0.19176,0.186352,0.192608,0.186192,0.18568,0.186464,0.185664,0.186352,0.186592,0.18552,0.187136,0.18568,0.186048,0.185488,0.185488,0.190608,0.190608,0.189216,0.189216,0.185408,0.178144,0.19312,0.178592,0.179696,0.183984,0.185472,0.164096,0.186,0.190816,0.186048,0.228992,0.228224,0.19984,0.165072,0.175168
Lexicographic Chamberlin-Courant (lex-CC),0.1851752,0.32008,0.220896,0.028304,0.142032,0.0,0.0,0.0,0.0,0.028304,0.0,0.028304,0.31176,0.028304,0.0,0.256896,0.312496,0.232944,0.285232,0.13952,0.182928,0.17952,0.12144,0.194224,0.185424,0.185392,0.185696,0.218496,0.185536,0.18408,0.19176,0.186352,0.192608,0.186192,0.18568,0.186464,0.185664,0.186352,0.186592,0.18552,0.187136,0.18568,0.186048,0.185488,0.185488,0.190608,0.190608,0.189216,0.189216,0.185408,0.178144,0.19312,0.178592,0.179696,0.183984,0.185472,0.164096,0.186,0.190816,0.186048,0.228992,0.228224,0.19984,0.165072,0.175168
Sequential Approval Chamberlin-Courant (seq-CC),0.18650239999999998,0.320064,0.2212,0.0,0.144448,0.028304,0.028304,0.028304,0.028304,0.0,0.028304,0.0,0.323456,0.0,0.028304,0.256656,0.309568,0.2324,0.286048,0.138496,0.1824,0.17912,0.1192,0.194096,0.184864,0.184912,0.18536,0.214,0.184944,0.183504,0.1924,0.185552,0.192016,0.18592,0.185152,0.185616,0.185104,0.185552,0.185728,0.184992,0.186352,0.185136,0.18624,0.185008,0.184992,0.189824,0.189824,0.189632,0.189632,0.18496,0.17768,0.193776,0.178208,0.178992,0.183424,0.184992,0.161808,0.185808,0.19144,0.185648,0.2292,0.223696,0.200352,0.16528,0.175104
Monroe's Approval Rule (Monroe),0.1851752,0.32008,0.220896,0.028304,0.142032,0.0,0.0,0.0,0.0,0.028304,0.0,0.028304,0.31176,0.028304,0.0,0.256896,0.312496,0.232944,0.285232,0.13952,0.182928,0.17952,0.12144,0.194224,0.185424,0.185392,0.185696,0.218496,0.185536,0.18408,0.19176,0.186352,0.192608,0.186192,0.18568,0.186464,0.185664,0.186352,0.186592,0.18552,0.187136,0.18568,0.186048,0.185488,0.185488,0.190608,0.190608,0.189216,0.189216,0.185408,0.178144,0.19312,0.178592,0.179696,0.183984,0.185472,0.164096,0.186,0.190816,0.186048,0.228992,0.228224,0.19984,0.165072,0.175168
