,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.3213712,0.0,0.321456,0.322432,0.322096,0.320464,0.320464,0.31928,0.320464,0.320992,0.319104,0.319584,0.31928,0.320064,0.320464,0.32048
Borda ranking,0.06442800000000001,0.321456,0.0,0.20248,0.1308,0.097744,0.097744,0.321232,0.097744,0.311744,0.318752,0.149344,0.321232,0.09872,0.097744,0.216576
Plurality ranking,0.2365016,0.322432,0.20248,0.0,0.123152,0.256848,0.256848,0.330368,0.256848,0.30736,0.328784,0.267104,0.330368,0.25664,0.256848,0.288192
STV,0.17198000000000002,0.322096,0.1308,0.123152,0.0,0.20392,0.20392,0.320912,0.20392,0.315632,0.318464,0.224208,0.320912,0.204752,0.20392,0.257872
Approval Voting (AV),0.06882959999999999,0.320464,0.097744,0.256848,0.20392,0.0,0.0,0.315872,0.0,0.317104,0.313392,0.124336,0.315872,0.017936,0.0,0.20536
Proportional Approval Voting (PAV),0.06882959999999999,0.320464,0.097744,0.256848,0.20392,0.0,0.0,0.315872,0.0,0.317104,0.313392,0.124336,0.315872,0.017936,0.0,0.20536
Approval Chamberlin-Courant (CC),0.3126768,0.31928,0.321232,0.330368,0.320912,0.315872,0.315872,0.0,0.315872,0.4,0.00248,0.32864,0.0,0.32368,0.315872,0.320336
Lexicographic Chamberlin-Courant (lex-CC),0.06882959999999999,0.320464,0.097744,0.256848,0.20392,0.0,0.0,0.315872,0.0,0.317104,0.313392,0.124336,0.315872,0.017936,0.0,0.20536
Sequential Approval Chamberlin-Courant (seq-CC),0.3200576,0.320992,0.311744,0.30736,0.315632,0.317104,0.317104,0.4,0.317104,0.0,0.399264,0.298768,0.4,0.308672,0.317104,0.312144
Monroe's Approval Rule (Monroe),0.31019679999999994,0.319104,0.318752,0.328784,0.318464,0.313392,0.313392,0.00248,0.313392,0.399264,0.0,0.32616,0.00248,0.3212,0.313392,0.318064
Greedy Monroe,0.14146079999999997,0.319584,0.149344,0.267104,0.224208,0.124336,0.124336,0.32864,0.124336,0.298768,0.32616,0.0,0.32864,0.120992,0.124336,0.218736
Minimax Approval Voting (MAV),0.3126768,0.31928,0.321232,0.330368,0.320912,0.315872,0.315872,0.0,0.315872,0.4,0.00248,0.32864,0.0,0.32368,0.315872,0.320336
Method of Equal Shares (aka Rule X) with Phragmén phase,0.07234160000000002,0.320064,0.09872,0.25664,0.204752,0.017936,0.017936,0.32368,0.017936,0.308672,0.3212,0.120992,0.32368,0.0,0.017936,0.205968
E Pluribus Hugo (EPH),0.06882959999999999,0.320464,0.097744,0.256848,0.20392,0.0,0.0,0.315872,0.0,0.317104,0.313392,0.124336,0.315872,0.017936,0.0,0.20536
Random Serial Dictator,0.21275919999999998,0.32048,0.216576,0.288192,0.257872,0.20536,0.20536,0.320336,0.20536,0.312144,0.318064,0.218736,0.320336,0.205968,0.20536,0.0
NN,,0.3213712,0.06442800000000001,0.2365016,0.17198000000000002,0.06882959999999999,0.06882959999999999,0.3126768,0.06882959999999999,0.3200576,0.31019679999999994,0.14146079999999997,0.3126768,0.07234160000000002,0.06882959999999999,0.21275919999999998
