,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.47963520000000004,0.0,0.480464,0.480352,0.479824,0.479344,0.48048,0.478624,0.479328,0.48056,0.477568,0.48064,0.477456,0.479232,0.480048,0.479984
Borda ranking,0.08534399999999999,0.480464,0.0,0.296064,0.210544,0.10824,0.114816,0.481888,0.263728,0.396128,0.400976,0.199984,0.330256,0.15608,0.107504,0.336112
Plurality ranking,0.31836480000000006,0.480352,0.296064,0.0,0.150096,0.332016,0.339056,0.499424,0.394992,0.434144,0.440624,0.369664,0.428304,0.351904,0.332272,0.42408
STV,0.23972960000000001,0.479824,0.210544,0.150096,0.0,0.257104,0.261248,0.475792,0.343952,0.42768,0.406336,0.307424,0.37864,0.279648,0.25568,0.387296
Approval Voting (AV),0.09214080000000002,0.479344,0.10824,0.332016,0.257104,0.0,0.104288,0.472512,0.280576,0.406832,0.383072,0.203344,0.346928,0.165616,0.021008,0.332032
Proportional Approval Voting (PAV),0.144056,0.48048,0.114816,0.339056,0.261248,0.104288,0.0,0.473168,0.194528,0.40152,0.396608,0.164512,0.295776,0.08928,0.08968,0.338496
Approval Chamberlin-Courant (CC),0.4620519999999999,0.478624,0.481888,0.499424,0.475792,0.472512,0.473168,0.0,0.463648,0.782784,0.124128,0.502912,0.304032,0.48176,0.475472,0.480656
Lexicographic Chamberlin-Courant (lex-CC),0.29012240000000006,0.479328,0.263728,0.394992,0.343952,0.280576,0.194528,0.463648,0.0,0.407536,0.421248,0.219856,0.168704,0.17952,0.2708,0.376256
Sequential Approval Chamberlin-Courant (seq-CC),0.41921520000000007,0.48056,0.396128,0.434144,0.42768,0.406832,0.40152,0.782784,0.407536,0.0,0.698224,0.373568,0.531808,0.39136,0.403776,0.420416
Monroe's Approval Rule (Monroe),0.37725200000000003,0.477568,0.400976,0.440624,0.406336,0.383072,0.396608,0.124128,0.421248,0.698224,0.0,0.438336,0.299344,0.412096,0.38864,0.436368
Greedy Monroe,0.22363599999999997,0.48064,0.199984,0.369664,0.307424,0.203344,0.164512,0.502912,0.219856,0.373568,0.438336,0.0,0.320512,0.157936,0.196832,0.35808
Minimax Approval Voting (MAV),0.34102479999999996,0.477456,0.330256,0.428304,0.37864,0.346928,0.295776,0.304032,0.168704,0.531808,0.299344,0.320512,0.0,0.290032,0.34432,0.402816
Method of Equal Shares (aka Rule X) with Phragmén phase,0.18996479999999996,0.479232,0.15608,0.351904,0.279648,0.165616,0.08928,0.48176,0.17952,0.39136,0.412096,0.157936,0.290032,0.0,0.153632,0.347232
E Pluribus Hugo (EPH),0.10454559999999997,0.480048,0.107504,0.332272,0.25568,0.021008,0.08968,0.475472,0.2708,0.403776,0.38864,0.196832,0.34432,0.153632,0.0,0.331072
Random Serial Dictator,0.3401295999999999,0.479984,0.336112,0.42408,0.387296,0.332032,0.338496,0.480656,0.376256,0.420416,0.436368,0.35808,0.402816,0.347232,0.331072,0.0
NN,,0.47963520000000004,0.08534399999999999,0.31836480000000006,0.23972960000000001,0.09214080000000002,0.144056,0.4620519999999999,0.29012240000000006,0.41921520000000007,0.37725200000000003,0.22363599999999997,0.34102479999999996,0.18996479999999996,0.10454559999999997,0.3401295999999999
