,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.4899165714285715,0.0,0.4903657142857143,0.4921942857142857,0.4915542857142857,0.48954285714285717,0.4902742857142857,0.48910857142857145,0.48979428571428574,0.4899314285714286,0.48929142857142854,0.48981714285714284,0.48930285714285715,0.48997714285714283,0.48952,0.49100571428571427
Borda ranking,0.08280285714285716,0.4903657142857143,0.0,0.34265142857142855,0.2713942857142857,0.10024,0.09970285714285715,0.4911885714285714,0.17384,0.4274171428571429,0.4511085714285714,0.18620571428571428,0.41682285714285716,0.14232,0.09547428571428572,0.33770285714285714
Plurality ranking,0.35209542857142867,0.4921942857142857,0.34265142857142855,0.0,0.15433142857142856,0.36208,0.37342857142857144,0.5134057142857142,0.39636571428571427,0.45509714285714287,0.48349714285714285,0.39632,0.4878742857142857,0.38509714285714286,0.36579428571428574,0.4357714285714286
STV,0.2872497142857143,0.4915542857142857,0.2713942857142857,0.15433142857142856,0.0,0.2974857142857143,0.30565714285714285,0.4852,0.33533714285714283,0.46344,0.45274285714285717,0.33952,0.45016,0.32085714285714284,0.29933714285714286,0.4068685714285714
Approval Voting (AV),0.09156857142857143,0.48954285714285717,0.10024,0.36208,0.2974857142857143,0.0,0.08156571428571428,0.4798514285714286,0.1756,0.43945142857142855,0.4369942857142857,0.18881142857142857,0.4181714285714286,0.14146285714285714,0.033234285714285716,0.33236571428571426
Proportional Approval Voting (PAV),0.12869199999999997,0.4902742857142857,0.09970285714285715,0.37342857142857144,0.30565714285714285,0.08156571428571428,0.0,0.4847542857142857,0.10766857142857143,0.43290285714285714,0.44446857142857144,0.16539428571428572,0.4116,0.08725714285714285,0.060457142857142855,0.33544
Approval Chamberlin-Courant (CC),0.4727234285714285,0.48910857142857145,0.4911885714285714,0.5134057142857142,0.4852,0.4798514285714286,0.4847542857142857,0.0,0.4833257142857143,0.8495771428571428,0.06386285714285714,0.5192457142857143,0.17928,0.4889257142857143,0.4828571428571429,0.4886628571428571
Lexicographic Chamberlin-Courant (lex-CC),0.20261200000000001,0.48979428571428574,0.17384,0.39636571428571427,0.33533714285714283,0.1756,0.10766857142857143,0.4833257142857143,0.0,0.43353142857142857,0.44821714285714287,0.18026285714285714,0.40593142857142855,0.09869714285714286,0.15965714285714286,0.35013714285714287
Sequential Approval Chamberlin-Courant (seq-CC),0.4472285714285715,0.4899314285714286,0.4274171428571429,0.45509714285714287,0.46344,0.43945142857142855,0.43290285714285714,0.8495771428571428,0.43353142857142857,0.0,0.8027657142857143,0.39864,0.7188228571428571,0.42797714285714283,0.43589714285714287,0.44289142857142855
Monroe's Approval Rule (Monroe),0.4308240000000001,0.48929142857142854,0.4511085714285714,0.48349714285714285,0.45274285714285717,0.4369942857142857,0.44446857142857144,0.06386285714285714,0.44821714285714287,0.8027657142857143,0.0,0.4839771428571429,0.17498285714285713,0.45178285714285715,0.44106285714285715,0.46368
Greedy Monroe,0.20694114285714288,0.48981714285714284,0.18620571428571428,0.39632,0.33952,0.18881142857142857,0.16539428571428572,0.5192457142857143,0.18026285714285714,0.39864,0.4839771428571429,0.0,0.4494057142857143,0.16105142857142857,0.18082285714285715,0.3523314285714286
Minimax Approval Voting (MAV),0.4116519999999999,0.48930285714285715,0.41682285714285716,0.4878742857142857,0.45016,0.4181714285714286,0.4116,0.17928,0.40593142857142855,0.7188228571428571,0.17498285714285713,0.4494057142857143,0.0,0.41412571428571426,0.41632,0.45387428571428573
Method of Equal Shares (aka Rule X) with Phragmén phase,0.17215200000000003,0.48997714285714283,0.14232,0.38509714285714286,0.32085714285714284,0.14146285714285714,0.08725714285714285,0.4889257142857143,0.09869714285714286,0.42797714285714283,0.45178285714285715,0.16105142857142857,0.41412571428571426,0.0,0.12576,0.34354285714285715
E Pluribus Hugo (EPH),0.10724742857142858,0.48952,0.09547428571428572,0.36579428571428574,0.29933714285714286,0.033234285714285716,0.060457142857142855,0.4828571428571429,0.15965714285714286,0.43589714285714287,0.44106285714285715,0.18082285714285715,0.41632,0.12576,0.0,0.33288
Random Serial Dictator,0.33794799999999997,0.49100571428571427,0.33770285714285714,0.4357714285714286,0.4068685714285714,0.33236571428571426,0.33544,0.4886628571428571,0.35013714285714287,0.44289142857142855,0.46368,0.3523314285714286,0.45387428571428573,0.34354285714285715,0.33288,0.0
NN,,0.4899165714285715,0.08280285714285716,0.35209542857142867,0.2872497142857143,0.09156857142857143,0.12869199999999997,0.4727234285714285,0.20261200000000001,0.4472285714285715,0.4308240000000001,0.20694114285714288,0.4116519999999999,0.17215200000000003,0.10724742857142858,0.33794799999999997
