,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator,Anti-Plurality,Two-Approval,Three-Approval,Instant Runoff,Bottom-Two-Runoff Instant Runoff,Benham,PluralityWRunoff PUT,Coombs,Baldwin,Strict Nanson,Weak Nanson,Iterated Removal Condorcet Loser,Raynaud,Tideman Alternative Top Cycle,Knockout Voting,Banks,Condorcet,Copeland,Llull,Uncovered Set,Uncovered Set - Fishburn,Uncovered Set - Bordes,Uncovered Set - McKelvey,Slater,Top Cycle,GOCHA,Bipartisan Set,Minimax,Split Cycle,Ranked Pairs ZT,Ranked Pairs TB,Simple Stable Voting,Stable Voting,Loss-Trimmer Voting,Daunou,Blacks,Condorcet IRV,Condorcet IRV PUT,Smith IRV,Smith-Minimax,Condorcet Plurality,Copeland-Local-Borda,Copeland-Global-Borda,Borda-Minimax Faceoff,Bucklin,Simplified Bucklin,Weighted Bucklin,Bracket Voting,Superior Voting
Random Choice,0.31986879999999995,0.0,0.321184,0.32008,0.320336,0.320416,0.320416,0.320416,0.320416,0.32008,0.320416,0.32008,0.321088,0.32008,0.320416,0.320576,0.319824,0.320304,0.32,0.319312,0.320144,0.320032,0.319904,0.320288,0.320208,0.320176,0.320016,0.319424,0.32024,0.319984,0.32024,0.32,0.320192,0.320128,0.319936,0.319888,0.319936,0.32,0.319872,0.32,0.319904,0.319984,0.319648,0.320016,0.320032,0.32032,0.32032,0.320064,0.320064,0.320096,0.32024,0.320304,0.319984,0.319888,0.319952,0.320016,0.320096,0.320016,0.320272,0.319968,0.320448,0.321392,0.320576,0.320384,0.320256
Borda ranking,0.05860399999999999,0.321184,0.0,0.199696,0.114976,0.200016,0.200016,0.200016,0.200016,0.199696,0.200016,0.199696,0.321472,0.199696,0.200016,0.277792,0.179472,0.085984,0.111584,0.11904,0.05784,0.060848,0.131648,0.058816,0.057712,0.05728,0.05624,0.120064,0.058016,0.058592,0.04224,0.058096,0.067168,0.056128,0.057072,0.05824,0.057184,0.058096,0.05856,0.0572,0.059328,0.057216,0.058448,0.056832,0.056864,0.065392,0.065392,0.050752,0.050752,0.057488,0.059712,0.039744,0.061376,0.060832,0.058688,0.056832,0.06728,0.055984,0.044576,0.055792,0.076592,0.123792,0.053312,0.075488,0.063776
Plurality ranking,0.166304,0.32008,0.199696,0.0,0.1304,0.025696,0.025696,0.025696,0.025696,0.0,0.025696,0.0,0.325024,0.0,0.025696,0.2492,0.294288,0.215104,0.271696,0.124992,0.162608,0.159552,0.110592,0.172096,0.164464,0.16456,0.165408,0.193056,0.164688,0.163808,0.171536,0.165616,0.172096,0.165712,0.164864,0.165408,0.164912,0.165616,0.165744,0.164816,0.166176,0.164976,0.165424,0.164624,0.16464,0.170352,0.170352,0.169856,0.169856,0.164624,0.159328,0.172272,0.159088,0.159984,0.163712,0.164624,0.144736,0.165616,0.170784,0.165072,0.209536,0.205888,0.182608,0.147792,0.155376
STV,0.0746552,0.320336,0.114976,0.1304,0.0,0.12944,0.12944,0.12944,0.12944,0.1304,0.12944,0.1304,0.312544,0.1304,0.12944,0.260768,0.242048,0.140704,0.198624,0.03272,0.085568,0.080128,0.069472,0.09488,0.087904,0.08768,0.08728,0.142,0.088256,0.086064,0.083792,0.08888,0.093392,0.087024,0.087856,0.08976,0.087856,0.08888,0.089728,0.08784,0.090192,0.087888,0.082112,0.08784,0.087888,0.092592,0.092592,0.083264,0.083264,0.087712,0.084448,0.084464,0.079344,0.08024,0.085904,0.08784,0.0784,0.087072,0.083184,0.088224,0.13168,0.157392,0.10592,0.066048,0.075488
Approval Voting (AV),0.165712,0.320416,0.200016,0.025696,0.12944,0.0,0.0,0.0,0.0,0.025696,0.0,0.025696,0.31416,0.025696,0.0,0.250208,0.298704,0.21568,0.272752,0.126816,0.16392,0.160896,0.113888,0.173104,0.165824,0.165872,0.166576,0.197456,0.166064,0.1652,0.171872,0.167104,0.173296,0.166976,0.166384,0.167088,0.166416,0.167104,0.167344,0.166288,0.167824,0.166464,0.166288,0.166,0.166,0.171776,0.171776,0.170464,0.170464,0.165984,0.160864,0.172464,0.160416,0.161472,0.165104,0.166,0.147648,0.166704,0.171136,0.16648,0.209872,0.211104,0.183088,0.148176,0.156368
Proportional Approval Voting (PAV),0.165712,0.320416,0.200016,0.025696,0.12944,0.0,0.0,0.0,0.0,0.025696,0.0,0.025696,0.31416,0.025696,0.0,0.250208,0.298704,0.21568,0.272752,0.126816,0.16392,0.160896,0.113888,0.173104,0.165824,0.165872,0.166576,0.197456,0.166064,0.1652,0.171872,0.167104,0.173296,0.166976,0.166384,0.167088,0.166416,0.167104,0.167344,0.166288,0.167824,0.166464,0.166288,0.166,0.166,0.171776,0.171776,0.170464,0.170464,0.165984,0.160864,0.172464,0.160416,0.161472,0.165104,0.166,0.147648,0.166704,0.171136,0.16648,0.209872,0.211104,0.183088,0.148176,0.156368
Approval Chamberlin-Courant (CC),0.165712,0.320416,0.200016,0.025696,0.12944,0.0,0.0,0.0,0.0,0.025696,0.0,0.025696,0.31416,0.025696,0.0,0.250208,0.298704,0.21568,0.272752,0.126816,0.16392,0.160896,0.113888,0.173104,0.165824,0.165872,0.166576,0.197456,0.166064,0.1652,0.171872,0.167104,0.173296,0.166976,0.166384,0.167088,0.166416,0.167104,0.167344,0.166288,0.167824,0.166464,0.166288,0.166,0.166,0.171776,0.171776,0.170464,0.170464,0.165984,0.160864,0.172464,0.160416,0.161472,0.165104,0.166,0.147648,0.166704,0.171136,0.16648,0.209872,0.211104,0.183088,0.148176,0.156368
Lexicographic Chamberlin-Courant (lex-CC),0.165712,0.320416,0.200016,0.025696,0.12944,0.0,0.0,0.0,0.0,0.025696,0.0,0.025696,0.31416,0.025696,0.0,0.250208,0.298704,0.21568,0.272752,0.126816,0.16392,0.160896,0.113888,0.173104,0.165824,0.165872,0.166576,0.197456,0.166064,0.1652,0.171872,0.167104,0.173296,0.166976,0.166384,0.167088,0.166416,0.167104,0.167344,0.166288,0.167824,0.166464,0.166288,0.166,0.166,0.171776,0.171776,0.170464,0.170464,0.165984,0.160864,0.172464,0.160416,0.161472,0.165104,0.166,0.147648,0.166704,0.171136,0.16648,0.209872,0.211104,0.183088,0.148176,0.156368
Sequential Approval Chamberlin-Courant (seq-CC),0.166304,0.32008,0.199696,0.0,0.1304,0.025696,0.025696,0.025696,0.025696,0.0,0.025696,0.0,0.325024,0.0,0.025696,0.2492,0.294288,0.215104,0.271696,0.124992,0.162608,0.159552,0.110592,0.172096,0.164464,0.16456,0.165408,0.193056,0.164688,0.163808,0.171536,0.165616,0.172096,0.165712,0.164864,0.165408,0.164912,0.165616,0.165744,0.164816,0.166176,0.164976,0.165424,0.164624,0.16464,0.170352,0.170352,0.169856,0.169856,0.164624,0.159328,0.172272,0.159088,0.159984,0.163712,0.164624,0.144736,0.165616,0.170784,0.165072,0.209536,0.205888,0.182608,0.147792,0.155376
Monroe's Approval Rule (Monroe),0.165712,0.320416,0.200016,0.025696,0.12944,0.0,0.0,0.0,0.0,0.025696,0.0,0.025696,0.31416,0.025696,0.0,0.250208,0.298704,0.21568,0.272752,0.126816,0.16392,0.160896,0.113888,0.173104,0.165824,0.165872,0.166576,0.197456,0.166064,0.1652,0.171872,0.167104,0.173296,0.166976,0.166384,0.167088,0.166416,0.167104,0.167344,0.166288,0.167824,0.166464,0.166288,0.166,0.166,0.171776,0.171776,0.170464,0.170464,0.165984,0.160864,0.172464,0.160416,0.161472,0.165104,0.166,0.147648,0.166704,0.171136,0.16648,0.209872,0.211104,0.183088,0.148176,0.156368
