,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.489274857142857,0.0,0.4902285714285714,0.4910514285714286,0.4893485714285714,0.48953142857142856,0.49072,0.4915657142857143,0.49070857142857144,0.4883657142857143,0.49182857142857145,0.4906285714285714,0.49104,0.4903314285714286,0.4903314285714286,0.48968
Borda ranking,0.10123142857142857,0.4902285714285714,0.0,0.3116,0.216,0.09353142857142857,0.09284571428571428,0.4943542857142857,0.15725714285714285,0.42769142857142856,0.38957714285714284,0.16938285714285714,0.3818057142857143,0.11801142857142857,0.09094857142857143,0.30014857142857143
Plurality ranking,0.3377565714285714,0.4910514285714286,0.3116,0.0,0.17929142857142857,0.3393942857142857,0.34475428571428574,0.5537142857142857,0.3629942857142857,0.4118857142857143,0.46677714285714283,0.3587657142857143,0.4693942857142857,0.3493942857142857,0.34184,0.40522285714285716
STV,0.2410662857142857,0.4893485714285714,0.216,0.17929142857142857,0.0,0.24668571428571429,0.2512114285714286,0.4865942857142857,0.2794628571428571,0.46052571428571426,0.38948571428571427,0.2832685714285714,0.3980228571428571,0.25929142857142856,0.2480342857142857,0.34786285714285714
Approval Voting (AV),0.10333371428571428,0.48953142857142856,0.09353142857142857,0.3393942857142857,0.24668571428571429,0.0,0.05733714285714286,0.4818514285714286,0.1482857142857143,0.4388114285714286,0.37525714285714284,0.16594285714285714,0.3762285714285714,0.10316571428571429,0.02048,0.29538285714285717
Proportional Approval Voting (PAV),0.12781085714285714,0.49072,0.09284571428571428,0.34475428571428574,0.2512114285714286,0.05733714285714286,0.0,0.48795428571428573,0.10393142857142858,0.43122285714285713,0.3824457142857143,0.15132571428571429,0.3741028571428571,0.06395428571428571,0.04411428571428572,0.2966057142857143
Approval Chamberlin-Courant (CC),0.43536857142857144,0.4915657142857143,0.4943542857142857,0.5537142857142857,0.4865942857142857,0.4818514285714286,0.48795428571428573,0.0,0.48493714285714284,0.8369714285714286,0.13115428571428572,0.5198971428571428,0.1942742857142857,0.49358857142857143,0.4844685714285714,0.49172571428571427
Lexicographic Chamberlin-Courant (lex-CC),0.18957200000000005,0.49070857142857144,0.15725714285714285,0.3629942857142857,0.2794628571428571,0.1482857142857143,0.10393142857142858,0.48493714285714284,0.0,0.43353142857142857,0.38704,0.17416,0.36202285714285715,0.09808,0.13877714285714285,0.31306285714285714
Sequential Approval Chamberlin-Courant (seq-CC),0.47701085714285707,0.4883657142857143,0.42769142857142856,0.4118857142857143,0.46052571428571426,0.4388114285714286,0.43122285714285713,0.8369714285714286,0.43353142857142857,0.0,0.736,0.4043085714285714,0.6981028571428571,0.4249257142857143,0.43576,0.4471542857142857
Monroe's Approval Rule (Monroe),0.332796,0.49182857142857145,0.38957714285714284,0.46677714285714283,0.38948571428571427,0.37525714285714284,0.3824457142857143,0.13115428571428572,0.38704,0.736,0.0,0.4196,0.16418285714285713,0.3899657142857143,0.37837714285714286,0.4062742857142857
Greedy Monroe,0.20081428571428572,0.4906285714285714,0.16938285714285714,0.3587657142857143,0.2832685714285714,0.16594285714285714,0.15132571428571429,0.5198971428571428,0.17416,0.4043085714285714,0.4196,0.0,0.40850285714285717,0.1491657142857143,0.16106285714285715,0.31128
Minimax Approval Voting (MAV),0.33840800000000004,0.49104,0.3818057142857143,0.4693942857142857,0.3980228571428571,0.3762285714285714,0.3741028571428571,0.1942742857142857,0.36202285714285715,0.6981028571428571,0.16418285714285713,0.40850285714285717,0.0,0.3782857142857143,0.3756457142857143,0.4059542857142857
Method of Equal Shares (aka Rule X) with Phragmén phase,0.1564897142857143,0.4903314285714286,0.11801142857142857,0.3493942857142857,0.25929142857142856,0.10316571428571429,0.06395428571428571,0.49358857142857143,0.09808,0.4249257142857143,0.3899657142857143,0.1491657142857143,0.3782857142857143,0.0,0.09363428571428571,0.30162285714285714
E Pluribus Hugo (EPH),0.112852,0.4903314285714286,0.09094857142857143,0.34184,0.2480342857142857,0.02048,0.04411428571428572,0.4844685714285714,0.13877714285714285,0.43576,0.37837714285714286,0.16106285714285715,0.3756457142857143,0.09363428571428571,0.0,0.2961485714285714
Random Serial Dictator,0.30410914285714286,0.48968,0.30014857142857143,0.40522285714285716,0.34786285714285714,0.29538285714285717,0.2966057142857143,0.49172571428571427,0.31306285714285714,0.4471542857142857,0.4062742857142857,0.31128,0.4059542857142857,0.30162285714285714,0.2961485714285714,0.0
NN,,0.489274857142857,0.10123142857142857,0.3377565714285714,0.2410662857142857,0.10333371428571428,0.12781085714285714,0.43536857142857144,0.18957200000000005,0.47701085714285707,0.332796,0.20081428571428572,0.33840800000000004,0.1564897142857143,0.112852,0.30410914285714286
