,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator,Anti-Plurality,Two-Approval,Three-Approval,Instant Runoff,Bottom-Two-Runoff Instant Runoff,Benham,PluralityWRunoff PUT,Coombs,Baldwin,Strict Nanson,Weak Nanson,Iterated Removal Condorcet Loser,Raynaud,Tideman Alternative Top Cycle,Knockout Voting,Banks,Condorcet,Copeland,Llull,Uncovered Set,Uncovered Set - Fishburn,Uncovered Set - Bordes,Uncovered Set - McKelvey,Slater,Top Cycle,GOCHA,Bipartisan Set,Minimax,Split Cycle,Ranked Pairs ZT,Ranked Pairs TB,Simple Stable Voting,Stable Voting,Loss-Trimmer Voting,Daunou,Blacks,Condorcet IRV,Condorcet IRV PUT,Smith IRV,Smith-Minimax,Condorcet Plurality,Copeland-Local-Borda,Copeland-Global-Borda,Borda-Minimax Faceoff,Bucklin,Simplified Bucklin,Weighted Bucklin,Bracket Voting,Superior Voting
Greedy Monroe,0.1848088,0.319728,0.22024,0.0,0.144096,0.0288,0.0288,0.0288,0.0288,0.0,0.0288,0.0,0.325456,0.0,0.0288,0.255568,0.307472,0.230944,0.2864,0.137728,0.180992,0.177408,0.118336,0.194176,0.18344,0.183568,0.183936,0.214512,0.183344,0.18216,0.190944,0.18472,0.190896,0.18432,0.183856,0.183856,0.183856,0.18472,0.184544,0.183712,0.184976,0.18392,0.184256,0.183648,0.1836,0.188592,0.188592,0.188848,0.188848,0.183504,0.175936,0.192064,0.176288,0.177264,0.182,0.183648,0.159376,0.184272,0.189904,0.184032,0.228416,0.223328,0.20088,0.163264,0.173184
Minimax Approval Voting (MAV),0.3125192,0.3216,0.322192,0.325456,0.311856,0.313328,0.313328,0.313328,0.313328,0.325456,0.313328,0.325456,0.0,0.325456,0.313328,0.321056,0.36104,0.325616,0.323888,0.323888,0.325904,0.323664,0.327984,0.324992,0.326464,0.326304,0.325648,0.349184,0.326784,0.326512,0.320832,0.328496,0.328496,0.32576,0.326816,0.328496,0.326816,0.328496,0.328496,0.326736,0.328496,0.326816,0.322048,0.32656,0.326624,0.328496,0.328496,0.320384,0.320384,0.326224,0.324352,0.320768,0.323808,0.3244,0.32648,0.32656,0.32096,0.325264,0.320784,0.326832,0.323632,0.351168,0.321456,0.319472,0.320416
Method of Equal Shares (aka Rule X) with Phragmén phase,0.1848088,0.319728,0.22024,0.0,0.144096,0.0288,0.0288,0.0288,0.0288,0.0,0.0288,0.0,0.325456,0.0,0.0288,0.255568,0.307472,0.230944,0.2864,0.137728,0.180992,0.177408,0.118336,0.194176,0.18344,0.183568,0.183936,0.214512,0.183344,0.18216,0.190944,0.18472,0.190896,0.18432,0.183856,0.183856,0.183856,0.18472,0.184544,0.183712,0.184976,0.18392,0.184256,0.183648,0.1836,0.188592,0.188592,0.188848,0.188848,0.183504,0.175936,0.192064,0.176288,0.177264,0.182,0.183648,0.159376,0.184272,0.189904,0.184032,0.228416,0.223328,0.20088,0.163264,0.173184
E Pluribus Hugo (EPH),0.18384720000000002,0.319776,0.220512,0.0288,0.1416,0.0,0.0,0.0,0.0,0.0288,0.0,0.0288,0.313328,0.0288,0.0,0.255808,0.311328,0.231968,0.2864,0.138272,0.181776,0.178112,0.121232,0.194448,0.184224,0.184256,0.184544,0.219392,0.184224,0.183232,0.190928,0.185824,0.192096,0.184928,0.184736,0.185072,0.184768,0.185824,0.185808,0.18456,0.186352,0.184816,0.1848,0.184432,0.184432,0.190048,0.190048,0.18864,0.18864,0.18424,0.17712,0.192096,0.177072,0.17824,0.183072,0.184432,0.162304,0.18472,0.189856,0.184896,0.229152,0.22824,0.201392,0.1628,0.173616
Random Serial Dictator,0.27764239999999996,0.31992,0.28592,0.255568,0.267552,0.255808,0.255808,0.255808,0.255808,0.255568,0.255808,0.255568,0.321056,0.255568,0.255808,0.0,0.315632,0.289152,0.308544,0.266608,0.276928,0.275792,0.263312,0.278848,0.27696,0.277008,0.27704,0.285584,0.277072,0.276752,0.27832,0.277408,0.279296,0.277232,0.277216,0.277216,0.277184,0.277408,0.277424,0.277152,0.277456,0.277184,0.277312,0.276944,0.276944,0.278368,0.278368,0.278032,0.278032,0.276928,0.276208,0.278848,0.275536,0.275664,0.276656,0.276944,0.274416,0.277088,0.27824,0.27712,0.287728,0.28624,0.281088,0.272528,0.275632
Anti-Plurality,0.2086688,0.320656,0.168784,0.307472,0.246096,0.311328,0.311328,0.311328,0.311328,0.307472,0.311328,0.307472,0.36104,0.307472,0.311328,0.315632,0.0,0.19792,0.151936,0.244624,0.201376,0.205824,0.260848,0.198848,0.19944,0.199568,0.199824,0.221952,0.199344,0.200816,0.195616,0.198432,0.205952,0.199728,0.199312,0.1992,0.199232,0.198432,0.198496,0.199376,0.199216,0.19928,0.203552,0.199296,0.199328,0.202832,0.202832,0.200624,0.200624,0.199472,0.203968,0.193568,0.20632,0.205504,0.200896,0.199296,0.213552,0.199904,0.197824,0.198288,0.191024,0.1948,0.192976,0.221216,0.209056
Two-Approval,0.101968,0.321056,0.096176,0.230944,0.154528,0.231968,0.231968,0.231968,0.231968,0.230944,0.231968,0.230944,0.325616,0.230944,0.231968,0.289152,0.19792,0.0,0.178336,0.157088,0.099728,0.1028,0.172832,0.102256,0.09896,0.098704,0.098224,0.162016,0.099216,0.099616,0.096848,0.098976,0.108784,0.098096,0.098688,0.099264,0.098832,0.098976,0.09928,0.098752,0.099648,0.098832,0.10048,0.098768,0.098784,0.10624,0.10624,0.095856,0.095856,0.098992,0.102304,0.097616,0.10296,0.102016,0.099616,0.098768,0.107808,0.09792,0.096512,0.09864,0.03424,0.082992,0.089264,0.118048,0.105328
Three-Approval,0.15134319999999998,0.320944,0.109824,0.2864,0.207904,0.2864,0.2864,0.2864,0.2864,0.2864,0.2864,0.2864,0.323888,0.2864,0.2864,0.308544,0.151936,0.178336,0.0,0.2124,0.152576,0.1564,0.233088,0.146368,0.150688,0.150592,0.150176,0.202224,0.150816,0.152768,0.141392,0.150608,0.159152,0.149856,0.150256,0.15112,0.150304,0.150608,0.151024,0.150368,0.15168,0.15032,0.150688,0.150288,0.150416,0.156944,0.156944,0.14584,0.14584,0.150416,0.155136,0.13976,0.157328,0.15664,0.152928,0.150288,0.163312,0.149984,0.143008,0.149664,0.15424,0.194096,0.1344,0.174992,0.158512
Instant Runoff,0.1069408,0.319808,0.134208,0.137728,0.03616,0.138272,0.138272,0.138272,0.138272,0.137728,0.138272,0.137728,0.323888,0.137728,0.138272,0.266608,0.244624,0.157088,0.2124,0.0,0.090672,0.081248,0.060368,0.10856,0.093936,0.094096,0.095312,0.152752,0.09376,0.089264,0.102816,0.095696,0.107552,0.095408,0.094304,0.094512,0.094336,0.095696,0.095568,0.09432,0.096528,0.094448,0.1008,0.09432,0.094336,0.104704,0.104704,0.10312,0.10312,0.093888,0.094432,0.103888,0.078608,0.081024,0.088752,0.09432,0.09552,0.095712,0.10208,0.094352,0.150544,0.162016,0.123744,0.081424,0.093808
Bottom-Two-Runoff Instant Runoff,0.031532,0.320032,0.063168,0.180992,0.100144,0.181776,0.181776,0.181776,0.181776,0.180992,0.181776,0.180992,0.325904,0.180992,0.181776,0.276928,0.201376,0.099728,0.152576,0.090672,0.0,0.010768,0.103664,0.025376,0.00632,0.006432,0.007856,0.095472,0.006272,0.006864,0.01944,0.009424,0.026736,0.00864,0.00704,0.008192,0.007168,0.009424,0.009552,0.006784,0.011344,0.007248,0.019952,0.006816,0.006736,0.022848,0.022848,0.018736,0.018736,0.006416,0.010544,0.021248,0.012064,0.011312,0.00696,0.006816,0.021616,0.008544,0.01848,0.00704,0.084032,0.113776,0.057632,0.035408,0.018832
Benham,0.027260799999999995,0.319824,0.06664,0.177408,0.093248,0.178112,0.178112,0.178112,0.178112,0.177408,0.178112,0.177408,0.323664,0.177408,0.178112,0.275792,0.205824,0.1028,0.1564,0.081248,0.010768,0.0,0.098864,0.031632,0.014192,0.014256,0.015392,0.10064,0.014144,0.009584,0.02344,0.015936,0.028992,0.01552,0.014544,0.015008,0.014592,0.015936,0.01592,0.014448,0.016992,0.01472,0.021232,0.014576,0.014576,0.025952,0.025952,0.023344,0.023344,0.014128,0.015328,0.02472,0.00264,0.004464,0.009792,0.014576,0.018032,0.015712,0.022512,0.01464,0.088016,0.117856,0.059872,0.03,0.012736
PluralityWRunoff PUT,0.11878640000000003,0.320608,0.15208,0.118336,0.081072,0.121232,0.121232,0.121232,0.121232,0.118336,0.121232,0.118336,0.327984,0.118336,0.121232,0.263312,0.260848,0.172832,0.233088,0.060368,0.103664,0.098864,0.0,0.12024,0.105952,0.106112,0.107024,0.155952,0.10584,0.103792,0.11664,0.107216,0.118752,0.107184,0.106224,0.106208,0.10624,0.107216,0.106944,0.106192,0.107904,0.106368,0.112704,0.106288,0.106224,0.11568,0.11568,0.1152,0.1152,0.105936,0.105904,0.117872,0.0984,0.098784,0.103696,0.106288,0.105488,0.10736,0.115488,0.10664,0.16752,0.175712,0.140688,0.092944,0.10328
Coombs,0.0413632,0.320416,0.063888,0.194176,0.112032,0.194448,0.194448,0.194448,0.194448,0.194176,0.194448,0.194176,0.324992,0.194176,0.194448,0.278848,0.198848,0.102256,0.146368,0.10856,0.025376,0.031632,0.12024,0.0,0.02144,0.02112,0.02064,0.104384,0.021776,0.025936,0.029424,0.022336,0.038864,0.020656,0.021024,0.022656,0.021136,0.022336,0.023136,0.020864,0.024384,0.021184,0.0324,0.02072,0.020688,0.035296,0.035296,0.02856,0.02856,0.021248,0.029744,0.029968,0.032528,0.031632,0.026048,0.02072,0.03952,0.020464,0.028256,0.02096,0.083808,0.115872,0.060608,0.052336,0.034704
Baldwin,0.0318144,0.320192,0.062336,0.18344,0.102368,0.184224,0.184224,0.184224,0.184224,0.18344,0.184224,0.18344,0.326464,0.18344,0.184224,0.27696,0.19944,0.09896,0.150688,0.093936,0.00632,0.014192,0.105952,0.02144,0.0,0.00096,0.003776,0.09392,0.001072,0.007056,0.017792,0.006512,0.025984,0.005296,0.002784,0.005184,0.002848,0.006512,0.007104,0.002448,0.009472,0.002928,0.018448,0.001904,0.001792,0.021744,0.021744,0.016064,0.016064,0.001344,0.01192,0.020416,0.015328,0.014128,0.007472,0.001904,0.024064,0.00504,0.016672,0.002512,0.082224,0.112272,0.056416,0.0368,0.019776
Strict Nanson,0.031271200000000006,0.32024,0.06184,0.183568,0.102112,0.184256,0.184256,0.184256,0.184256,0.183568,0.184256,0.183568,0.326304,0.183568,0.184256,0.277008,0.199568,0.098704,0.150592,0.094096,0.006432,0.014256,0.106112,0.02112,0.00096,0.0,0.002848,0.094208,0.001824,0.007392,0.017232,0.006256,0.026192,0.00464,0.00216,0.005744,0.002288,0.006256,0.00744,0.001696,0.00976,0.002352,0.018448,0.001264,0.001136,0.022016,0.022016,0.015328,0.015328,0.001024,0.012176,0.01992,0.015488,0.01432,0.007792,0.001264,0.024192,0.004272,0.016,0.001952,0.081888,0.112128,0.055984,0.036688,0.019584
Weak Nanson,0.029628800000000004,0.320128,0.061392,0.183936,0.101696,0.184544,0.184544,0.184544,0.184544,0.183936,0.184544,0.183936,0.325648,0.183936,0.184544,0.27704,0.199824,0.098224,0.150176,0.095312,0.007856,0.015392,0.107024,0.02064,0.003776,0.002848,0.0,0.095312,0.004528,0.008544,0.016656,0.007984,0.02688,0.002944,0.00392,0.00752,0.00408,0.007984,0.009216,0.003376,0.010896,0.004144,0.018656,0.002992,0.002832,0.022896,0.022896,0.0136,0.0136,0.003728,0.012992,0.019472,0.016704,0.015456,0.00896,0.002992,0.02456,0.001744,0.014176,0.00368,0.081008,0.11216,0.055248,0.036912,0.018656
Iterated Removal Condorcet Loser,0.11931840000000003,0.320048,0.138448,0.214512,0.167104,0.219392,0.219392,0.219392,0.219392,0.214512,0.219392,0.214512,0.349184,0.214512,0.219392,0.285584,0.221952,0.162016,0.202224,0.152752,0.095472,0.10064,0.155952,0.104384,0.09392,0.094208,0.095312,0.0,0.09336,0.09432,0.10584,0.089872,0.097792,0.094528,0.092896,0.09032,0.092672,0.089872,0.0876,0.093104,0.084512,0.092416,0.103632,0.09392,0.09384,0.09472,0.09472,0.10624,0.10624,0.09424,0.096912,0.106096,0.101392,0.09984,0.094432,0.09392,0.10808,0.095744,0.105952,0.093568,0.152896,0.155744,0.134336,0.117632,0.106272
Raynaud,0.032598400000000013,0.320224,0.062528,0.183344,0.102768,0.184224,0.184224,0.184224,0.184224,0.183344,0.184224,0.183344,0.326784,0.183344,0.184224,0.277072,0.199344,0.099216,0.150816,0.09376,0.006272,0.014144,0.10584,0.021776,0.001072,0.001824,0.004528,0.09336,0.0,0.006928,0.018144,0.006608,0.025552,0.006064,0.003552,0.004384,0.003584,0.006608,0.006528,0.003136,0.008896,0.003632,0.018464,0.002832,0.00272,0.021264,0.021264,0.017056,0.017056,0.002,0.011904,0.020608,0.015152,0.013952,0.007312,0.002832,0.023968,0.005968,0.01744,0.002928,0.082656,0.112256,0.056832,0.03712,0.020176
Tideman Alternative Top Cycle,0.03402880000000001,0.320368,0.06408,0.18216,0.100512,0.183232,0.183232,0.183232,0.183232,0.18216,0.183232,0.18216,0.326512,0.18216,0.183232,0.276752,0.200816,0.099616,0.152768,0.089264,0.006864,0.009584,0.103792,0.025936,0.007056,0.007392,0.008544,0.09432,0.006928,0.0,0.020896,0.009136,0.026208,0.009168,0.007808,0.00752,0.007872,0.009136,0.008688,0.007664,0.009936,0.008,0.020512,0.007808,0.007776,0.022288,0.022288,0.020672,0.020672,0.007408,0.010576,0.02216,0.010656,0.009792,0.00056,0.007808,0.022784,0.009216,0.020464,0.007664,0.08408,0.113296,0.058656,0.036784,0.019424
Knockout Voting,0.019809599999999997,0.319952,0.04512,0.190944,0.098448,0.190928,0.190928,0.190928,0.190928,0.190944,0.190928,0.190944,0.320832,0.190944,0.190928,0.27832,0.195616,0.096848,0.141392,0.102816,0.01944,0.02344,0.11664,0.029424,0.017792,0.017232,0.016656,0.10584,0.018144,0.020896,0.0,0.020528,0.03184,0.016608,0.017424,0.020032,0.017584,0.020528,0.0212,0.017296,0.022624,0.017664,0.0196,0.01712,0.017152,0.02928,0.02928,0.01088,0.01088,0.017408,0.023184,0.0032,0.024208,0.023488,0.021088,0.01712,0.031568,0.016352,0.004256,0.015856,0.077344,0.117744,0.049392,0.044576,0.026832
Banks,0.0361008,0.32032,0.063008,0.18472,0.103856,0.185824,0.185824,0.185824,0.185824,0.18472,0.185824,0.18472,0.328496,0.18472,0.185824,0.277408,0.198432,0.098976,0.150608,0.095696,0.009424,0.015936,0.107216,0.022336,0.006512,0.006256,0.007984,0.089872,0.006608,0.009136,0.020528,0.0,0.023152,0.007248,0.004768,0.005472,0.004512,0.0,0.002416,0.004928,0.005392,0.004736,0.019376,0.005952,0.00584,0.018416,0.018416,0.020688,0.020688,0.006144,0.013824,0.021088,0.017088,0.015632,0.00936,0.005952,0.025344,0.008672,0.02008,0.006256,0.082256,0.110352,0.05752,0.0392,0.020448
Condorcet,0.038519199999999996,0.320368,0.073792,0.190896,0.109568,0.192096,0.192096,0.192096,0.192096,0.190896,0.192096,0.190896,0.328496,0.190896,0.192096,0.279296,0.205952,0.108784,0.159152,0.107552,0.026736,0.028992,0.118752,0.038864,0.025984,0.026192,0.02688,0.097792,0.025552,0.026208,0.03184,0.023152,0.0,0.026512,0.025376,0.023344,0.025152,0.023152,0.021392,0.025584,0.018832,0.024912,0.030144,0.026016,0.025968,0.008384,0.008384,0.032,0.032,0.026208,0.02824,0.031872,0.028944,0.027936,0.026304,0.026016,0.03152,0.027376,0.032064,0.02576,0.09272,0.119392,0.067728,0.049376,0.032176
Copeland,0.029347199999999993,0.320192,0.06104,0.18432,0.10128,0.184928,0.184928,0.184928,0.184928,0.18432,0.184928,0.18432,0.32576,0.18432,0.184928,0.277232,0.199728,0.098096,0.149856,0.095408,0.00864,0.01552,0.107184,0.020656,0.005296,0.00464,0.002944,0.094528,0.006064,0.009168,0.016608,0.007248,0.026512,0.0,0.002784,0.007104,0.003088,0.007248,0.008608,0.003216,0.010096,0.003248,0.017408,0.004032,0.004112,0.022384,0.022384,0.013696,0.013696,0.00432,0.0136,0.01912,0.0168,0.015568,0.009344,0.004032,0.024944,0.001504,0.012992,0.004768,0.080816,0.11192,0.055376,0.037184,0.017728
Llull,0.031772,0.32032,0.061808,0.183856,0.10216,0.184736,0.184736,0.184736,0.184736,0.183856,0.184736,0.183856,0.326816,0.183856,0.184736,0.277216,0.199312,0.098688,0.150256,0.094304,0.00704,0.014544,0.106224,0.021024,0.002784,0.00216,0.00392,0.092896,0.003552,0.007808,0.017424,0.004768,0.025376,0.002784,0.0,0.004416,0.00032,0.004768,0.006,0.000672,0.008448,0.000496,0.016928,0.001472,0.001536,0.021056,0.021056,0.016208,0.016208,0.001776,0.01272,0.019888,0.015696,0.014432,0.008032,0.001472,0.02448,0.004112,0.015728,0.002352,0.081696,0.111776,0.056224,0.03696,0.019568
Uncovered Set,0.0358208,0.320256,0.06336,0.183856,0.104736,0.185072,0.185072,0.185072,0.185072,0.183856,0.185072,0.183856,0.328496,0.183856,0.185072,0.277216,0.1992,0.099264,0.15112,0.094512,0.008192,0.015008,0.106208,0.022656,0.005184,0.005744,0.00752,0.09032,0.004384,0.00752,0.020032,0.005472,0.023344,0.007104,0.004416,0.0,0.004096,0.005472,0.003088,0.004624,0.005856,0.004336,0.01656,0.005616,0.005472,0.018816,0.018816,0.0204,0.0204,0.005888,0.013072,0.02144,0.015904,0.014496,0.007776,0.005616,0.02448,0.008416,0.019872,0.005152,0.082912,0.111056,0.057952,0.03848,0.021968
Uncovered Set - Fishburn,0.031772800000000004,0.320288,0.061888,0.183856,0.10224,0.184768,0.184768,0.184768,0.184768,0.183856,0.184768,0.183856,0.326816,0.183856,0.184768,0.277184,0.199232,0.098832,0.150304,0.094336,0.007168,0.014592,0.10624,0.021136,0.002848,0.002288,0.00408,0.092672,0.003584,0.007872,0.017584,0.004512,0.025152,0.003088,0.00032,0.004096,0.0,0.004512,0.00568,0.000896,0.008224,0.000272,0.016624,0.001536,0.001632,0.020832,0.020832,0.016352,0.016352,0.001792,0.012752,0.019968,0.015728,0.01448,0.008064,0.001536,0.02448,0.004352,0.015888,0.002464,0.081824,0.111728,0.056288,0.036992,0.019696
Uncovered Set - Bordes,0.0361008,0.32032,0.063008,0.18472,0.103856,0.185824,0.185824,0.185824,0.185824,0.18472,0.185824,0.18472,0.328496,0.18472,0.185824,0.277408,0.198432,0.098976,0.150608,0.095696,0.009424,0.015936,0.107216,0.022336,0.006512,0.006256,0.007984,0.089872,0.006608,0.009136,0.020528,0.0,0.023152,0.007248,0.004768,0.005472,0.004512,0.0,0.002416,0.004928,0.005392,0.004736,0.019376,0.005952,0.00584,0.018416,0.018416,0.020688,0.020688,0.006144,0.013824,0.021088,0.017088,0.015632,0.00936,0.005952,0.025344,0.008672,0.02008,0.006256,0.082256,0.110352,0.05752,0.0392,0.020448
