,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.4433726666666667,0.0,0.4420133333333333,0.44412,0.44309333333333334,0.44466666666666665,0.4451866666666667,0.44344,0.44536,0.44498666666666664,0.44344,0.44306666666666666,0.44344,0.44528,0.44493333333333335,0.44805333333333336
Borda ranking,0.20027999999999999,0.4420133333333333,0.0,0.26936,0.24816,0.18710666666666667,0.18816,0.4522933333333333,0.22088,0.38665333333333335,0.4522933333333333,0.30208,0.4522933333333333,0.21181333333333333,0.18678666666666666,0.4060533333333333
Plurality ranking,0.33085866666666663,0.44412,0.26936,0.0,0.12433333333333334,0.3695733333333333,0.3668533333333333,0.47290666666666664,0.37156,0.39466666666666667,0.47290666666666664,0.38997333333333334,0.47290666666666664,0.36921333333333334,0.36912,0.43228
STV,0.2991993333333334,0.44309333333333334,0.24816,0.12433333333333334,0.0,0.34828,0.3489466666666667,0.4342933333333333,0.3555466666666667,0.4255466666666667,0.4342933333333333,0.38212,0.4342933333333333,0.353,0.34844,0.42901333333333336
Approval Voting (AV),0.2473026666666667,0.44466666666666665,0.18710666666666667,0.3695733333333333,0.34828,0.0,0.04668,0.42317333333333335,0.13862666666666668,0.4113466666666667,0.42317333333333335,0.2711866666666667,0.42317333333333335,0.12424,0.004613333333333333,0.40002666666666664
Proportional Approval Voting (PAV),0.2589473333333333,0.4451866666666667,0.18816,0.3668533333333333,0.3489466666666667,0.04668,0.0,0.4410133333333333,0.09621333333333333,0.39150666666666667,0.4410133333333333,0.26749333333333336,0.4410133333333333,0.08402666666666667,0.04376,0.39901333333333333
Approval Chamberlin-Courant (CC),0.29813933333333337,0.44344,0.4522933333333333,0.47290666666666664,0.4342933333333333,0.42317333333333335,0.4410133333333333,0.0,0.43993333333333334,0.6666666666666666,0.0,0.48888,0.0,0.4470266666666667,0.42544,0.4452
Lexicographic Chamberlin-Courant (lex-CC),0.285086,0.44536,0.22088,0.37156,0.3555466666666667,0.13862666666666668,0.09621333333333333,0.43993333333333334,0.0,0.3874666666666667,0.43993333333333334,0.2824,0.43993333333333334,0.05242666666666667,0.13632,0.4015066666666667
Sequential Approval Chamberlin-Courant (seq-CC),0.49054933333333334,0.44498666666666664,0.38665333333333335,0.39466666666666667,0.4255466666666667,0.4113466666666667,0.39150666666666667,0.6666666666666666,0.3874666666666667,0.0,0.6666666666666666,0.35385333333333335,0.6666666666666666,0.38177333333333335,0.4099333333333333,0.42936
Monroe's Approval Rule (Monroe),0.29813933333333337,0.44344,0.4522933333333333,0.47290666666666664,0.4342933333333333,0.42317333333333335,0.4410133333333333,0.0,0.43993333333333334,0.6666666666666666,0.0,0.48888,0.0,0.4470266666666667,0.42544,0.4452
Greedy Monroe,0.3581506666666666,0.44306666666666666,0.30208,0.38997333333333334,0.38212,0.2711866666666667,0.26749333333333336,0.48888,0.2824,0.35385333333333335,0.48888,0.0,0.48888,0.2754933333333333,0.27086666666666664,0.40930666666666665
Minimax Approval Voting (MAV),0.29813933333333337,0.44344,0.4522933333333333,0.47290666666666664,0.4342933333333333,0.42317333333333335,0.4410133333333333,0.0,0.43993333333333334,0.6666666666666666,0.0,0.48888,0.0,0.4470266666666667,0.42544,0.4452
Method of Equal Shares (aka Rule X) with Phragmén phase,0.2787306666666666,0.44528,0.21181333333333333,0.36921333333333334,0.353,0.12424,0.08402666666666667,0.4470266666666667,0.05242666666666667,0.38177333333333335,0.4470266666666667,0.2754933333333333,0.4470266666666667,0.0,0.12228,0.4012133333333333
E Pluribus Hugo (EPH),0.24839666666666665,0.44493333333333335,0.18678666666666666,0.36912,0.34844,0.004613333333333333,0.04376,0.42544,0.13632,0.4099333333333333,0.42544,0.27086666666666664,0.42544,0.12228,0.0,0.39912
Random Serial Dictator,0.41660466666666673,0.44805333333333336,0.4060533333333333,0.43228,0.42901333333333336,0.40002666666666664,0.39901333333333333,0.4452,0.4015066666666667,0.42936,0.4452,0.40930666666666665,0.4452,0.4012133333333333,0.39912,0.0
NN,,0.4433726666666667,0.20027999999999999,0.33085866666666663,0.2991993333333334,0.2473026666666667,0.2589473333333333,0.29813933333333337,0.285086,0.49054933333333334,0.29813933333333337,0.3581506666666666,0.29813933333333337,0.2787306666666666,0.24839666666666665,0.41660466666666673
