,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.27793133333333336,0.0,0.27674666666666664,0.2779466666666667,0.27770666666666666,0.27758666666666665,0.27758666666666665,0.2776666666666667,0.27758666666666665,0.2775066666666667,0.2776666666666667,0.27673333333333333,0.2776666666666667,0.2779066666666667,0.27758666666666665,0.27781333333333336
Borda ranking,0.10470266666666665,0.27674666666666664,0.0,0.18541333333333335,0.16569333333333333,0.17104,0.17104,0.2808,0.17104,0.26765333333333335,0.2808,0.22473333333333334,0.2808,0.16926666666666668,0.17104,0.26106666666666667
Plurality ranking,0.209098,0.2779466666666667,0.18541333333333335,0.0,0.056306666666666665,0.2551733333333333,0.2551733333333333,0.28942666666666667,0.2551733333333333,0.26124,0.28942666666666667,0.26112,0.28942666666666667,0.25232,0.2551733333333333,0.27232
STV,0.18703799999999998,0.27770666666666666,0.16569333333333333,0.056306666666666665,0.0,0.24662666666666666,0.24662666666666666,0.27752,0.24662666666666666,0.27504,0.27752,0.261,0.27752,0.24704,0.24662666666666666,0.2710666666666667
Approval Voting (AV),0.17678733333333332,0.27758666666666665,0.17104,0.2551733333333333,0.24662666666666666,0.0,0.0,0.26584,0.0,0.281,0.26584,0.19885333333333333,0.26584,0.05810666666666667,0.0,0.25256
Proportional Approval Voting (PAV),0.17678733333333332,0.27758666666666665,0.17104,0.2551733333333333,0.24662666666666666,0.0,0.0,0.26584,0.0,0.281,0.26584,0.19885333333333333,0.26584,0.05810666666666667,0.0,0.25256
Approval Chamberlin-Courant (CC),0.23613933333333334,0.2776666666666667,0.2808,0.28942666666666667,0.27752,0.26584,0.26584,0.0,0.26584,0.3333333333333333,0.0,0.29628,0.0,0.2878133333333333,0.26584,0.27830666666666665
Lexicographic Chamberlin-Courant (lex-CC),0.17678733333333332,0.27758666666666665,0.17104,0.2551733333333333,0.24662666666666666,0.0,0.0,0.26584,0.0,0.281,0.26584,0.19885333333333333,0.26584,0.05810666666666667,0.0,0.25256
Sequential Approval Chamberlin-Courant (seq-CC),0.2878213333333333,0.2775066666666667,0.26765333333333335,0.26124,0.27504,0.281,0.281,0.3333333333333333,0.281,0.0,0.3333333333333333,0.24173333333333333,0.3333333333333333,0.25706666666666667,0.281,0.2745066666666667
Monroe's Approval Rule (Monroe),0.23613933333333334,0.2776666666666667,0.2808,0.28942666666666667,0.27752,0.26584,0.26584,0.0,0.26584,0.3333333333333333,0.0,0.29628,0.0,0.2878133333333333,0.26584,0.27830666666666665
Greedy Monroe,0.2358566666666667,0.27673333333333333,0.22473333333333334,0.26112,0.261,0.19885333333333333,0.19885333333333333,0.29628,0.19885333333333333,0.24173333333333333,0.29628,0.0,0.29628,0.1902,0.19885333333333333,0.26206666666666667
Minimax Approval Voting (MAV),0.23613933333333334,0.2776666666666667,0.2808,0.28942666666666667,0.27752,0.26584,0.26584,0.0,0.26584,0.3333333333333333,0.0,0.29628,0.0,0.2878133333333333,0.26584,0.27830666666666665
Method of Equal Shares (aka Rule X) with Phragmén phase,0.18448266666666666,0.2779066666666667,0.16926666666666668,0.25232,0.24704,0.05810666666666667,0.05810666666666667,0.2878133333333333,0.05810666666666667,0.25706666666666667,0.2878133333333333,0.1902,0.2878133333333333,0.0,0.05810666666666667,0.25194666666666665
E Pluribus Hugo (EPH),0.17678733333333332,0.27758666666666665,0.17104,0.2551733333333333,0.24662666666666666,0.0,0.0,0.26584,0.0,0.281,0.26584,0.19885333333333333,0.26584,0.05810666666666667,0.0,0.25256
Random Serial Dictator,0.26168600000000003,0.27781333333333336,0.26106666666666667,0.27232,0.2710666666666667,0.25256,0.25256,0.27830666666666665,0.25256,0.2745066666666667,0.27830666666666665,0.26206666666666667,0.27830666666666665,0.25194666666666665,0.25256,0.0
NN,,0.27793133333333336,0.10470266666666665,0.209098,0.18703799999999998,0.17678733333333332,0.17678733333333332,0.23613933333333334,0.17678733333333332,0.2878213333333333,0.23613933333333334,0.2358566666666667,0.23613933333333334,0.18448266666666666,0.17678733333333332,0.26168600000000003
