,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.47907759999999994,0.0,0.479056,0.479504,0.479024,0.479072,0.47904,0.47872,0.479056,0.48136,0.477712,0.479152,0.47832,0.47904,0.479072,0.479024
Borda ranking,7.520000000000001e-05,0.479056,0.0,0.008304,8e-05,8e-05,1.6e-05,0.479136,0.0,0.400864,0.09952,0.001632,0.298992,1.6e-05,8e-05,0.199152
Plurality ranking,0.008341600000000001,0.479504,0.008304,0.0,0.008224,0.008336,0.008288,0.480816,0.008304,0.398784,0.104048,0.009632,0.302464,0.008288,0.008336,0.202176
STV,0.00012319999999999996,0.479024,8e-05,0.008224,0.0,0.000128,6.4e-05,0.479136,8e-05,0.400864,0.099536,0.001712,0.298992,6.4e-05,0.000128,0.199152
Approval Voting (AV),1.6e-05,0.479072,8e-05,0.008336,0.000128,0.0,6.4e-05,0.479168,8e-05,0.400832,0.099584,0.00168,0.299024,6.4e-05,0.0,0.199136
Proportional Approval Voting (PAV),5.9199999999999975e-05,0.47904,1.6e-05,0.008288,6.4e-05,6.4e-05,0.0,0.479136,1.6e-05,0.400864,0.099536,0.001648,0.298992,0.0,6.4e-05,0.199168
Approval Chamberlin-Courant (CC),0.4791784000000001,0.47872,0.479136,0.480816,0.479136,0.479168,0.479136,0.0,0.479136,0.8,0.399488,0.479728,0.280608,0.479136,0.479168,0.478896
Lexicographic Chamberlin-Courant (lex-CC),7.520000000000001e-05,0.479056,0.0,0.008304,8e-05,8e-05,1.6e-05,0.479136,0.0,0.400864,0.09952,0.001632,0.298992,1.6e-05,8e-05,0.199152
Sequential Approval Chamberlin-Courant (seq-CC),0.40081600000000006,0.48136,0.400864,0.398784,0.400864,0.400832,0.400864,0.8,0.400864,0.0,0.4676,0.40016,0.600704,0.400864,0.400832,0.40024
Monroe's Approval Rule (Monroe),0.09958400000000003,0.477712,0.09952,0.104048,0.099536,0.099584,0.099536,0.399488,0.09952,0.4676,0.0,0.100176,0.288464,0.099536,0.099584,0.246
Greedy Monroe,0.0016752000000000006,0.479152,0.001632,0.009632,0.001712,0.00168,0.001648,0.479728,0.001632,0.40016,0.100176,0.0,0.299792,0.001648,0.00168,0.199472
Minimax Approval Voting (MAV),0.2990296,0.47832,0.298992,0.302464,0.298992,0.299024,0.298992,0.280608,0.298992,0.600704,0.288464,0.299792,0.0,0.298992,0.299024,0.349952
Method of Equal Shares (aka Rule X) with Phragmén phase,5.9199999999999975e-05,0.47904,1.6e-05,0.008288,6.4e-05,6.4e-05,0.0,0.479136,1.6e-05,0.400864,0.099536,0.001648,0.298992,0.0,6.4e-05,0.199168
E Pluribus Hugo (EPH),1.6e-05,0.479072,8e-05,0.008336,0.000128,0.0,6.4e-05,0.479168,8e-05,0.400832,0.099584,0.00168,0.299024,6.4e-05,0.0,0.199136
Random Serial Dictator,0.19914079999999998,0.479024,0.199152,0.202176,0.199152,0.199136,0.199168,0.478896,0.199152,0.40024,0.246,0.199472,0.349952,0.199168,0.199136,0.0
NN,,0.47907759999999994,7.520000000000001e-05,0.008341600000000001,0.00012319999999999996,1.6e-05,5.9199999999999975e-05,0.4791784000000001,7.520000000000001e-05,0.40081600000000006,0.09958400000000003,0.0016752000000000006,0.2990296,5.9199999999999975e-05,1.6e-05,0.19914079999999998
