,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.3199296,0.0,0.31976,0.319552,0.31976,0.319408,0.319408,0.318736,0.319408,0.321296,0.31872,0.320416,0.318448,0.319936,0.319408,0.31936
Borda ranking,0.065156,0.31976,0.0,0.204864,0.117248,0.095776,0.095776,0.321232,0.095776,0.31024,0.290816,0.149104,0.299712,0.095008,0.095776,0.203984
Plurality ranking,0.23492000000000005,0.319552,0.204864,0.0,0.135248,0.255264,0.255264,0.343184,0.255264,0.276256,0.332848,0.262528,0.33664,0.251264,0.255264,0.281792
STV,0.1497888,0.31976,0.117248,0.135248,0.0,0.183184,0.183184,0.319616,0.183184,0.316,0.289392,0.205632,0.298096,0.182784,0.183184,0.235776
Approval Voting (AV),0.07140640000000001,0.319408,0.095776,0.255264,0.183184,0.0,0.0,0.31328,0.0,0.317696,0.282864,0.128848,0.29176,0.026912,0.0,0.194704
Proportional Approval Voting (PAV),0.07140640000000001,0.319408,0.095776,0.255264,0.183184,0.0,0.0,0.31328,0.0,0.317696,0.282864,0.128848,0.29176,0.026912,0.0,0.194704
Approval Chamberlin-Courant (CC),0.3060424,0.318736,0.321232,0.343184,0.319616,0.31328,0.31328,0.0,0.31328,0.4,0.030416,0.332608,0.02152,0.323824,0.31328,0.31776
Lexicographic Chamberlin-Courant (lex-CC),0.07140640000000001,0.319408,0.095776,0.255264,0.183184,0.0,0.0,0.31328,0.0,0.317696,0.282864,0.128848,0.29176,0.026912,0.0,0.194704
Sequential Approval Chamberlin-Courant (seq-CC),0.3228975999999999,0.321296,0.31024,0.276256,0.316,0.317696,0.317696,0.4,0.317696,0.0,0.392416,0.2948,0.394752,0.305152,0.317696,0.314
Monroe's Approval Rule (Monroe),0.2756264,0.31872,0.290816,0.332848,0.289392,0.282864,0.282864,0.030416,0.282864,0.392416,0.0,0.302192,0.008896,0.293408,0.282864,0.288672
Greedy Monroe,0.1447184,0.320416,0.149104,0.262528,0.205632,0.128848,0.128848,0.332608,0.128848,0.2948,0.302192,0.0,0.311088,0.124896,0.128848,0.207952
Minimax Approval Voting (MAV),0.2845224000000001,0.318448,0.299712,0.33664,0.298096,0.29176,0.29176,0.02152,0.29176,0.394752,0.008896,0.311088,0.0,0.302304,0.29176,0.29624
Method of Equal Shares (aka Rule X) with Phragmén phase,0.081624,0.319936,0.095008,0.251264,0.182784,0.026912,0.026912,0.323824,0.026912,0.305152,0.293408,0.124896,0.302304,0.0,0.026912,0.194784
E Pluribus Hugo (EPH),0.07140640000000001,0.319408,0.095776,0.255264,0.183184,0.0,0.0,0.31328,0.0,0.317696,0.282864,0.128848,0.29176,0.026912,0.0,0.194704
Random Serial Dictator,0.20135119999999998,0.31936,0.203984,0.281792,0.235776,0.194704,0.194704,0.31776,0.194704,0.314,0.288672,0.207952,0.29624,0.194784,0.194704,0.0
NN,,0.3199296,0.065156,0.23492000000000005,0.1497888,0.07140640000000001,0.07140640000000001,0.3060424,0.07140640000000001,0.3228975999999999,0.2756264,0.1447184,0.2845224000000001,0.081624,0.07140640000000001,0.20135119999999998
