,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.4886611428571428,0.0,0.48837714285714284,0.4896,0.49038857142857145,0.4879428571428571,0.48742857142857143,0.48998857142857144,0.4900342857142857,0.4897714285714286,0.48910857142857145,0.48838857142857145,0.49125714285714284,0.48844571428571426,0.48770285714285716,0.49117714285714287
Borda ranking,0.15040057142857147,0.48837714285714284,0.0,0.36025142857142856,0.1734857142857143,0.11985142857142857,0.12688,0.4942971428571429,0.2530742857142857,0.4330514285714286,0.31656,0.17395428571428573,0.38974857142857144,0.1457257142857143,0.12166857142857143,0.2638857142857143
Plurality ranking,0.39820971428571417,0.4896,0.36025142857142856,0.0,0.26536,0.41168,0.4098057142857143,0.5758742857142857,0.4220685714285714,0.39430857142857145,0.47802285714285714,0.40586285714285714,0.4900457142857143,0.4047085714285714,0.4108914285714286,0.4376
STV,0.22496171428571426,0.49038857142857145,0.1734857142857143,0.26536,0.0,0.23526857142857144,0.23873142857142857,0.4895771428571429,0.3159657142857143,0.45546285714285717,0.3264,0.25961142857142855,0.40475428571428573,0.24633142857142856,0.23660571428571428,0.30933714285714287
Approval Voting (AV),0.130128,0.4879428571428571,0.11985142857142857,0.41168,0.23526857142857144,0.0,0.05165714285714286,0.4850285714285714,0.23097142857142858,0.43932571428571426,0.30028571428571427,0.14077714285714285,0.38024,0.10202285714285714,0.017417142857142857,0.24622857142857144
Proportional Approval Voting (PAV),0.15197542857142854,0.48742857142857143,0.12688,0.4098057142857143,0.23873142857142857,0.05165714285714286,0.0,0.48642285714285716,0.19729142857142856,0.4355085714285714,0.30386285714285716,0.13166857142857144,0.3708914285714286,0.06699428571428571,0.038662857142857145,0.24997714285714287
Approval Chamberlin-Courant (CC),0.3967,0.48998857142857144,0.4942971428571429,0.5758742857142857,0.4895771428571429,0.4850285714285714,0.48642285714285716,0.0,0.46891428571428573,0.8331542857142857,0.20765714285714285,0.5218057142857143,0.24858285714285713,0.49637714285714285,0.4867885714285714,0.48984
Lexicographic Chamberlin-Courant (lex-CC),0.28485371428571427,0.4900342857142857,0.2530742857142857,0.4220685714285714,0.3159657142857143,0.23097142857142858,0.19729142857142856,0.46891428571428573,0.0,0.4495085714285714,0.3493942857142857,0.23347428571428572,0.29956571428571427,0.19316571428571427,0.22214857142857142,0.31689142857142855
Sequential Approval Chamberlin-Courant (seq-CC),0.5179811428571429,0.4897714285714286,0.4330514285714286,0.39430857142857145,0.45546285714285717,0.43932571428571426,0.4355085714285714,0.8331542857142857,0.4495085714285714,0.0,0.6677714285714286,0.4043085714285714,0.6514742857142857,0.42330285714285715,0.4369142857142857,0.45064
Monroe's Approval Rule (Monroe),0.2276537142857143,0.48910857142857145,0.31656,0.47802285714285714,0.3264,0.30028571428571427,0.30386285714285716,0.20765714285714285,0.3493942857142857,0.6677714285714286,0.0,0.3483542857142857,0.2457257142857143,0.3204914285714286,0.3026857142857143,0.33866285714285715
Greedy Monroe,0.2140125714285714,0.48838857142857145,0.17395428571428573,0.40586285714285714,0.25961142857142855,0.14077714285714285,0.13166857142857144,0.5218057142857143,0.23347428571428572,0.4043085714285714,0.3483542857142857,0.0,0.40475428571428573,0.11969142857142857,0.1368342857142857,0.26601142857142857
Minimax Approval Voting (MAV),0.34747314285714287,0.49125714285714284,0.38974857142857144,0.4900457142857143,0.40475428571428573,0.38024,0.3708914285714286,0.24858285714285713,0.29956571428571427,0.6514742857142857,0.2457257142857143,0.40475428571428573,0.0,0.3777714285714286,0.37821714285714286,0.4055657142857143
Method of Equal Shares (aka Rule X) with Phragmén phase,0.18402057142857142,0.48844571428571426,0.1457257142857143,0.4047085714285714,0.24633142857142856,0.10202285714285714,0.06699428571428571,0.49637714285714285,0.19316571428571427,0.42330285714285715,0.3204914285714286,0.11969142857142857,0.3777714285714286,0.0,0.09216,0.2571428571428571
E Pluribus Hugo (EPH),0.1379062857142857,0.48770285714285716,0.12166857142857143,0.4108914285714286,0.23660571428571428,0.017417142857142857,0.038662857142857145,0.4867885714285714,0.22214857142857142,0.4369142857142857,0.3026857142857143,0.1368342857142857,0.37821714285714286,0.09216,0.0,0.24694857142857143
Random Serial Dictator,0.2716028571428571,0.49117714285714287,0.2638857142857143,0.4376,0.30933714285714287,0.24622857142857144,0.24997714285714287,0.48984,0.31689142857142855,0.45064,0.33866285714285715,0.26601142857142857,0.4055657142857143,0.2571428571428571,0.24694857142857143,0.0
NN,,0.4886611428571428,0.15040057142857147,0.39820971428571417,0.22496171428571426,0.130128,0.15197542857142854,0.3967,0.28485371428571427,0.5179811428571429,0.2276537142857143,0.2140125714285714,0.34747314285714287,0.18402057142857142,0.1379062857142857,0.2716028571428571
