,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.47913760000000005,0.0,0.481488,0.481792,0.482992,0.480608,0.480624,0.481136,0.481552,0.480048,0.481104,0.480944,0.481136,0.479936,0.4808,0.480288
Borda ranking,0.1856632,0.481488,0.0,0.261728,0.234768,0.179104,0.185776,0.490048,0.235504,0.369648,0.490016,0.29736,0.490048,0.215216,0.179424,0.432752
Plurality ranking,0.32367999999999997,0.481792,0.261728,0.0,0.137712,0.367152,0.366512,0.515312,0.379136,0.411552,0.51528,0.395952,0.515312,0.373664,0.367248,0.457648
STV,0.2827208,0.482992,0.234768,0.137712,0.0,0.332624,0.334768,0.469584,0.348768,0.426304,0.469552,0.380992,0.469584,0.344464,0.332864,0.452672
Approval Voting (AV),0.2370168,0.480608,0.179104,0.367152,0.332624,0.0,0.068192,0.453008,0.169696,0.383312,0.452976,0.2712,0.453008,0.14408,0.006672,0.425744
Proportional Approval Voting (PAV),0.2515439999999999,0.480624,0.185776,0.366512,0.334768,0.068192,0.0,0.469392,0.109024,0.359584,0.46936,0.265488,0.469392,0.086816,0.063536,0.427056
Approval Chamberlin-Courant (CC),0.35285520000000004,0.481136,0.490048,0.515312,0.469584,0.453008,0.469392,0.0,0.473424,0.708832,3.2e-05,0.520144,0.0,0.481584,0.455712,0.479952
Lexicographic Chamberlin-Courant (lex-CC),0.29261200000000004,0.481552,0.235504,0.379136,0.348768,0.169696,0.109024,0.473424,0.0,0.347568,0.473408,0.279936,0.473424,0.068416,0.166496,0.43448
Sequential Approval Chamberlin-Courant (seq-CC),0.46587599999999996,0.480048,0.369648,0.411552,0.426304,0.383312,0.359584,0.708832,0.347568,0.0,0.7088,0.34128,0.708832,0.342864,0.3804,0.458192
Monroe's Approval Rule (Monroe),0.35282320000000006,0.481104,0.490016,0.51528,0.469552,0.452976,0.46936,3.2e-05,0.473408,0.7088,0.0,0.520112,3.2e-05,0.481568,0.45568,0.479952
Greedy Monroe,0.3508176,0.480944,0.29736,0.395952,0.380992,0.2712,0.265488,0.520144,0.279936,0.34128,0.520112,0.0,0.520144,0.268896,0.270288,0.4432
Minimax Approval Voting (MAV),0.35285520000000004,0.481136,0.490048,0.515312,0.469584,0.453008,0.469392,0.0,0.473424,0.708832,3.2e-05,0.520144,0.0,0.481584,0.455712,0.479952
Method of Equal Shares (aka Rule X) with Phragmén phase,0.27864880000000003,0.479936,0.215216,0.373664,0.344464,0.14408,0.086816,0.481584,0.068416,0.342864,0.481568,0.268896,0.481584,0.0,0.14024,0.43128
E Pluribus Hugo (EPH),0.2385056,0.4808,0.179424,0.367248,0.332864,0.006672,0.063536,0.455712,0.166496,0.3804,0.45568,0.270288,0.455712,0.14024,0.0,0.426144
Random Serial Dictator,0.4417024,0.480288,0.432752,0.457648,0.452672,0.425744,0.427056,0.479952,0.43448,0.458192,0.479952,0.4432,0.479952,0.43128,0.426144,0.0
NN,,0.47913760000000005,0.1856632,0.32367999999999997,0.2827208,0.2370168,0.2515439999999999,0.35285520000000004,0.29261200000000004,0.46587599999999996,0.35282320000000006,0.3508176,0.35285520000000004,0.27864880000000003,0.2385056,0.4417024
