,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.40801942857142853,0.0,0.40829714285714286,0.4071314285714286,0.40621714285714283,0.40826285714285715,0.4090285714285714,0.40881142857142855,0.40881142857142855,0.40930285714285713,0.40875428571428574,0.40930285714285713,0.40813714285714287,0.40946285714285713,0.4090057142857143,0.40537142857142855
Borda ranking,0.04174,0.40829714285714286,0.0,0.3639657142857143,0.3350057142857143,0.3934742857142857,0.44472,0.44718857142857144,0.44718857142857144,0.44696,0.44712,0.4469485714285714,0.41048,0.4450514285714286,0.426,0.4
Plurality ranking,0.37040685714285715,0.4071314285714286,0.3639657142857143,0.0,0.22648,0.30165714285714285,0.34712,0.3507657142857143,0.3507657142857143,0.3492914285714286,0.35074285714285713,0.34926857142857143,0.43158857142857143,0.3463428571428571,0.32434285714285715,0.3828457142857143
STV,0.33783257142857137,0.40621714285714283,0.3350057142857143,0.22648,0.0,0.2791542857142857,0.28930285714285714,0.29186285714285715,0.29186285714285715,0.2961485714285714,0.29189714285714286,0.29612571428571427,0.39377142857142855,0.2938857142857143,0.2899771428571429,0.37922285714285714
Approval Voting (AV),0.38803200000000004,0.40826285714285715,0.3934742857142857,0.30165714285714285,0.2791542857142857,0.0,0.11669714285714286,0.12300571428571429,0.12300571428571429,0.13995428571428573,0.12298285714285714,0.13993142857142857,0.39229714285714284,0.1348457142857143,0.05819428571428571,0.3532457142857143
Proportional Approval Voting (PAV),0.44035542857142856,0.4090285714285714,0.44472,0.34712,0.28930285714285714,0.11669714285714286,0.0,0.0064685714285714286,0.0064685714285714286,0.061245714285714285,0.0064457142857142855,0.06122285714285714,0.3962742857142857,0.05604571428571429,0.08488,0.35746285714285714
Approval Chamberlin-Courant (CC),0.4434297142857143,0.40881142857142855,0.44718857142857144,0.3507657142857143,0.29186285714285715,0.12300571428571429,0.0064685714285714286,0.0,0.0,0.05837714285714286,0.00034285714285714285,0.05837714285714286,0.39650285714285716,0.0576,0.09122285714285715,0.35828571428571426
Lexicographic Chamberlin-Courant (lex-CC),0.4434297142857143,0.40881142857142855,0.44718857142857144,0.3507657142857143,0.29186285714285715,0.12300571428571429,0.0064685714285714286,0.0,0.0,0.05837714285714286,0.00034285714285714285,0.05837714285714286,0.39650285714285716,0.0576,0.09122285714285715,0.35828571428571426
Sequential Approval Chamberlin-Courant (seq-CC),0.44437942857142854,0.40930285714285713,0.44696,0.3492914285714286,0.2961485714285714,0.13995428571428573,0.061245714285714285,0.05837714285714286,0.05837714285714286,0.0,0.05869714285714286,2.2857142857142858e-05,0.41809142857142856,0.005862857142857143,0.10894857142857142,0.35874285714285714
Monroe's Approval Rule (Monroe),0.44336114285714284,0.40875428571428574,0.44712,0.35074285714285713,0.29189714285714286,0.12298285714285714,0.0064457142857142855,0.00034285714285714285,0.00034285714285714285,0.05869714285714286,0.0,0.058674285714285714,0.39642285714285713,0.057531428571428574,0.09118857142857142,0.3583085714285714
Greedy Monroe,0.444368,0.40930285714285713,0.4469485714285714,0.34926857142857143,0.29612571428571427,0.13993142857142857,0.06122285714285714,0.05837714285714286,0.05837714285714286,2.2857142857142858e-05,0.058674285714285714,0.0,0.41809142857142856,0.00584,0.10892571428571429,0.35874285714285714
Minimax Approval Voting (MAV),0.39839085714285716,0.40813714285714287,0.41048,0.43158857142857143,0.39377142857142855,0.39229714285714284,0.3962742857142857,0.39650285714285716,0.39650285714285716,0.41809142857142856,0.39642285714285713,0.41809142857142856,0.0,0.41746285714285714,0.39936,0.40896
Method of Equal Shares (aka Rule X) with Phragmén phase,0.44196799999999997,0.40946285714285713,0.4450514285714286,0.3463428571428571,0.2938857142857143,0.1348457142857143,0.05604571428571429,0.0576,0.0576,0.005862857142857143,0.057531428571428574,0.00584,0.41746285714285714,0.0,0.10346285714285715,0.35793142857142857
E Pluribus Hugo (EPH),0.4206011428571429,0.4090057142857143,0.426,0.32434285714285715,0.2899771428571429,0.05819428571428571,0.08488,0.09122285714285715,0.09122285714285715,0.10894857142857142,0.09118857142857142,0.10892571428571429,0.39936,0.10346285714285715,0.0,0.3550628571428571
Random Serial Dictator,0.3976822857142857,0.40537142857142855,0.4,0.3828457142857143,0.37922285714285714,0.3532457142857143,0.35746285714285714,0.35828571428571426,0.35828571428571426,0.35874285714285714,0.3583085714285714,0.35874285714285714,0.40896,0.35793142857142857,0.3550628571428571,0.0
NN,,0.40801942857142853,0.04174,0.37040685714285715,0.33783257142857137,0.38803200000000004,0.44035542857142856,0.4434297142857143,0.4434297142857143,0.44437942857142854,0.44336114285714284,0.444368,0.39839085714285716,0.44196799999999997,0.4206011428571429,0.3976822857142857
