,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.3200608,0.0,0.318928,0.31888,0.31768,0.320064,0.320064,0.319984,0.320064,0.320896,0.319984,0.318896,0.319984,0.319472,0.320064,0.318416
Borda ranking,0.053926399999999985,0.318928,0.0,0.260736,0.198448,0.053936,0.053936,0.320608,0.053936,0.318896,0.320576,0.140576,0.320608,0.051472,0.053936,0.179104
Plurality ranking,0.27924079999999996,0.31888,0.260736,0.0,0.118448,0.279248,0.279248,0.334832,0.279248,0.303008,0.334816,0.29928,0.334832,0.277696,0.279248,0.3128
STV,0.2210168,0.31768,0.198448,0.118448,0.0,0.221024,0.221024,0.316336,0.221024,0.325296,0.316304,0.259152,0.316336,0.221808,0.221024,0.27864
Approval Voting (AV),1.1199999999999998e-05,0.320064,0.053936,0.279248,0.221024,0.0,0.0,0.31016,0.0,0.329424,0.310128,0.141616,0.31016,0.045152,0.0,0.17672
Proportional Approval Voting (PAV),1.1199999999999998e-05,0.320064,0.053936,0.279248,0.221024,0.0,0.0,0.31016,0.0,0.329424,0.310128,0.141616,0.31016,0.045152,0.0,0.17672
Approval Chamberlin-Courant (CC),0.31016,0.319984,0.320608,0.334832,0.316336,0.31016,0.31016,0.0,0.31016,0.4,3.2e-05,0.336048,0.0,0.328336,0.31016,0.317552
Lexicographic Chamberlin-Courant (lex-CC),1.1199999999999998e-05,0.320064,0.053936,0.279248,0.221024,0.0,0.0,0.31016,0.0,0.329424,0.310128,0.141616,0.31016,0.045152,0.0,0.17672
Sequential Approval Chamberlin-Courant (seq-CC),0.3294168,0.320896,0.318896,0.303008,0.325296,0.329424,0.329424,0.4,0.329424,0.0,0.4,0.302272,0.4,0.310688,0.329424,0.320256
Monroe's Approval Rule (Monroe),0.31012799999999996,0.319984,0.320576,0.334816,0.316304,0.310128,0.310128,3.2e-05,0.310128,0.4,0.0,0.336016,3.2e-05,0.328304,0.310128,0.317536
Greedy Monroe,0.14160640000000002,0.318896,0.140576,0.29928,0.259152,0.141616,0.141616,0.336048,0.141616,0.302272,0.336016,0.0,0.336048,0.13048,0.141616,0.188448
Minimax Approval Voting (MAV),0.31016,0.319984,0.320608,0.334832,0.316336,0.31016,0.31016,0.0,0.31016,0.4,3.2e-05,0.336048,0.0,0.328336,0.31016,0.317552
Method of Equal Shares (aka Rule X) with Phragmén phase,0.0451424,0.319472,0.051472,0.277696,0.221808,0.045152,0.045152,0.328336,0.045152,0.310688,0.328304,0.13048,0.328336,0.0,0.045152,0.176976
E Pluribus Hugo (EPH),1.1199999999999998e-05,0.320064,0.053936,0.279248,0.221024,0.0,0.0,0.31016,0.0,0.329424,0.310128,0.141616,0.31016,0.045152,0.0,0.17672
Random Serial Dictator,0.17672640000000006,0.318416,0.179104,0.3128,0.27864,0.17672,0.17672,0.317552,0.17672,0.320256,0.317536,0.188448,0.317552,0.176976,0.17672,0.0
NN,,0.3200608,0.053926399999999985,0.27924079999999996,0.2210168,1.1199999999999998e-05,1.1199999999999998e-05,0.31016,1.1199999999999998e-05,0.3294168,0.31012799999999996,0.14160640000000002,0.31016,0.0451424,1.1199999999999998e-05,0.17672640000000006
