,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.2449514285714286,0.0,0.24446857142857142,0.24546285714285715,0.24441142857142859,0.24421714285714285,0.24421714285714285,0.24629714285714285,0.24421714285714285,0.24492571428571427,0.24628571428571427,0.24502857142857143,0.24629714285714285,0.24422857142857143,0.24421714285714285,0.24506285714285714
Borda ranking,0.05604628571428572,0.24446857142857142,0.0,0.18058285714285716,0.12761142857142857,0.08098285714285715,0.08098285714285715,0.24582857142857142,0.08098285714285715,0.24307428571428571,0.24577142857142859,0.12885714285714286,0.24582857142857142,0.08101714285714286,0.08098285714285715,0.16774857142857144
Plurality ranking,0.20003028571428572,0.24546285714285715,0.18058285714285716,0.0,0.11772571428571428,0.21062857142857142,0.21062857142857142,0.2537028571428571,0.21062857142857142,0.23470857142857143,0.2536685714285714,0.2185257142857143,0.2537028571428571,0.21019428571428572,0.21062857142857142,0.22909714285714286
STV,0.15648285714285717,0.24441142857142859,0.12761142857142857,0.11772571428571428,0.0,0.17629714285714285,0.17629714285714285,0.24464,0.17629714285714285,0.24499428571428572,0.24458285714285713,0.19187428571428572,0.24464,0.17683428571428572,0.17629714285714285,0.20739428571428573
Approval Voting (AV),0.06086914285714286,0.24421714285714285,0.08098285714285715,0.21062857142857142,0.17629714285714285,0.0,0.0,0.24426285714285714,0.0,0.24634285714285714,0.24420571428571428,0.11194285714285715,0.24426285714285714,0.01496,0.0,0.15874285714285713
Proportional Approval Voting (PAV),0.06086914285714286,0.24421714285714285,0.08098285714285715,0.21062857142857142,0.17629714285714285,0.0,0.0,0.24426285714285714,0.0,0.24634285714285714,0.24420571428571428,0.11194285714285715,0.24426285714285714,0.01496,0.0,0.15874285714285713
Approval Chamberlin-Courant (CC),0.2418485714285714,0.24629714285714285,0.24582857142857142,0.2537028571428571,0.24464,0.24426285714285714,0.24426285714285714,0.0,0.24426285714285714,0.2857142857142857,5.714285714285714e-05,0.2536,0.0,0.24848,0.24426285714285714,0.24529142857142858
Lexicographic Chamberlin-Courant (lex-CC),0.06086914285714286,0.24421714285714285,0.08098285714285715,0.21062857142857142,0.17629714285714285,0.0,0.0,0.24426285714285714,0.0,0.24634285714285714,0.24420571428571428,0.11194285714285715,0.24426285714285714,0.01496,0.0,0.15874285714285713
Sequential Approval Chamberlin-Courant (seq-CC),0.2482017142857143,0.24492571428571427,0.24307428571428571,0.23470857142857143,0.24499428571428572,0.24634285714285714,0.24634285714285714,0.2857142857142857,0.24634285714285714,0.0,0.2857142857142857,0.23450285714285715,0.2857142857142857,0.24193142857142858,0.24634285714285714,0.24370285714285714
Monroe's Approval Rule (Monroe),0.24179142857142857,0.24628571428571427,0.24577142857142859,0.2536685714285714,0.24458285714285713,0.24420571428571428,0.24420571428571428,5.714285714285714e-05,0.24420571428571428,0.2857142857142857,0.0,0.2535428571428571,5.714285714285714e-05,0.24842285714285714,0.24420571428571428,0.2452342857142857
Greedy Monroe,0.12387657142857143,0.24502857142857143,0.12885714285714286,0.2185257142857143,0.19187428571428572,0.11194285714285715,0.11194285714285715,0.2536,0.11194285714285715,0.23450285714285715,0.2535428571428571,0.0,0.2536,0.10934857142857143,0.11194285714285715,0.17197714285714286
Minimax Approval Voting (MAV),0.2418485714285714,0.24629714285714285,0.24582857142857142,0.2537028571428571,0.24464,0.24426285714285714,0.24426285714285714,0.0,0.24426285714285714,0.2857142857142857,5.714285714285714e-05,0.2536,0.0,0.24848,0.24426285714285714,0.24529142857142858
Method of Equal Shares (aka Rule X) with Phragmén phase,0.06312285714285715,0.24422857142857143,0.08101714285714286,0.21019428571428572,0.17683428571428572,0.01496,0.01496,0.24848,0.01496,0.24193142857142858,0.24842285714285714,0.10934857142857143,0.24848,0.0,0.01496,0.15858285714285714
E Pluribus Hugo (EPH),0.06086914285714286,0.24421714285714285,0.08098285714285715,0.21062857142857142,0.17629714285714285,0.0,0.0,0.24426285714285714,0.0,0.24634285714285714,0.24420571428571428,0.11194285714285715,0.24426285714285714,0.01496,0.0,0.15874285714285713
Random Serial Dictator,0.16417885714285718,0.24506285714285714,0.16774857142857144,0.22909714285714286,0.20739428571428573,0.15874285714285713,0.15874285714285713,0.24529142857142858,0.15874285714285713,0.24370285714285714,0.2452342857142857,0.17197714285714286,0.24529142857142858,0.15858285714285714,0.15874285714285713,0.0
NN,,0.2449514285714286,0.05604628571428572,0.20003028571428572,0.15648285714285717,0.06086914285714286,0.06086914285714286,0.2418485714285714,0.06086914285714286,0.2482017142857143,0.24179142857142857,0.12387657142857143,0.2418485714285714,0.06312285714285715,0.06086914285714286,0.16417885714285718
