,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.4792152,0.0,0.478624,0.480016,0.477152,0.479792,0.479904,0.480528,0.480608,0.48064,0.480832,0.480304,0.483424,0.479248,0.47904,0.48128
Borda ranking,0.0800688,0.478624,0.0,0.248144,0.166224,0.12016,0.141584,0.300976,0.235744,0.280032,0.198736,0.180608,0.373232,0.141456,0.11856,0.307536
Plurality ranking,0.2571848,0.480016,0.248144,0.0,0.15504,0.244048,0.278432,0.398192,0.345376,0.360688,0.307888,0.302848,0.422352,0.274608,0.247584,0.354736
STV,0.17901599999999998,0.477152,0.166224,0.15504,0.0,0.17408,0.187952,0.329712,0.267984,0.322352,0.222912,0.222128,0.372016,0.187376,0.172288,0.320704
Approval Voting (AV),0.11786399999999998,0.479792,0.12016,0.244048,0.17408,0.0,0.107344,0.283728,0.217664,0.2672,0.174192,0.162272,0.349648,0.108416,0.023616,0.299488
Proportional Approval Voting (PAV),0.16698880000000002,0.479904,0.141584,0.278432,0.187952,0.107344,0.0,0.193536,0.123312,0.193712,0.097328,0.087616,0.325856,0.03608,0.092496,0.305664
Approval Chamberlin-Courant (CC),0.3249424,0.480528,0.300976,0.398192,0.329712,0.283728,0.193536,0.0,0.076176,0.238624,0.1544,0.190864,0.31328,0.20704,0.271632,0.389984
Lexicographic Chamberlin-Courant (lex-CC),0.2633312,0.480608,0.235744,0.345376,0.267984,0.217664,0.123312,0.076176,0.0,0.167632,0.10144,0.121408,0.285056,0.137136,0.205008,0.335376
Sequential Approval Chamberlin-Courant (seq-CC),0.31086479999999994,0.48064,0.280032,0.360688,0.322352,0.2672,0.193712,0.238624,0.167632,0.0,0.241152,0.127216,0.401696,0.170064,0.253632,0.385136
Monroe's Approval Rule (Monroe),0.22192640000000002,0.480832,0.198736,0.307888,0.222912,0.174192,0.097328,0.1544,0.10144,0.241152,0.0,0.134224,0.30168,0.110704,0.163024,0.32136
Greedy Monroe,0.21039280000000002,0.480304,0.180608,0.302848,0.222128,0.162272,0.087616,0.190864,0.121408,0.127216,0.134224,0.0,0.3408,0.06528,0.148144,0.31424
Minimax Approval Voting (MAV),0.34925439999999996,0.483424,0.373232,0.422352,0.372016,0.349648,0.325856,0.31328,0.285056,0.401696,0.30168,0.3408,0.0,0.337792,0.348096,0.387104
Method of Equal Shares (aka Rule X) with Phragmén phase,0.16734079999999998,0.479248,0.141456,0.274608,0.187376,0.108416,0.03608,0.20704,0.137136,0.170064,0.110704,0.06528,0.337792,0.0,0.093008,0.304704
E Pluribus Hugo (EPH),0.12668000000000001,0.47904,0.11856,0.247584,0.172288,0.023616,0.092496,0.271632,0.205008,0.253632,0.163024,0.148144,0.348096,0.093008,0.0,0.30136
Random Serial Dictator,0.30892959999999997,0.48128,0.307536,0.354736,0.320704,0.299488,0.305664,0.389984,0.335376,0.385136,0.32136,0.31424,0.387104,0.304704,0.30136,0.0
NN,,0.4792152,0.0800688,0.2571848,0.17901599999999998,0.11786399999999998,0.16698880000000002,0.3249424,0.2633312,0.31086479999999994,0.22192640000000002,0.21039280000000002,0.34925439999999996,0.16734079999999998,0.12668000000000001,0.30892959999999997
