,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.1825611428571428,0.0,0.8149828571428571,0.49042285714285716,0.04172571428571428,0.44958857142857145,0.36070857142857143,2.2857142857142858e-05,0.0256,0.47969142857142855,0.05448,0.4396685714285714,0.43014857142857144,0.11725714285714285,0.4351771428571429,0.052148571428571426,0.010194285714285715,0.3299657142857143
Max Violations Committee,0.6964114285714285,0.8149828571428571,0.0,0.48769142857142855,0.8054857142857142,0.5477942857142857,0.6024,0.8149942857142857,0.8168,0.4568114285714286,0.7885371428571428,0.59944,0.49386285714285716,0.7481942857142857,0.4970057142857143,0.7951657142857143,0.8109485714285715,0.6340114285714286
Random Choice,0.49033257142857145,0.49042285714285716,0.48769142857142855,0.0,0.4906628571428571,0.48917714285714287,0.4899314285714286,0.49041142857142855,0.4900457142857143,0.48869714285714283,0.4901714285714286,0.49097142857142856,0.4897714285714286,0.49064,0.4902057142857143,0.49021714285714285,0.4902742857142857,0.48953142857142856
Borda ranking,0.18133714285714284,0.04172571428571428,0.8054857142857142,0.4906628571428571,0.0,0.44338285714285713,0.356,0.04172571428571428,0.022114285714285715,0.4924342857142857,0.03211428571428571,0.42628571428571427,0.4417142857142857,0.10321142857142857,0.44257142857142856,0.027405714285714287,0.031714285714285716,0.33178285714285716
Plurality ranking,0.46992457142857136,0.44958857142857145,0.5477942857142857,0.48917714285714287,0.44338285714285713,0.0,0.21181714285714287,0.4496,0.45374857142857145,0.5282742857142857,0.4535542857142857,0.45808,0.5143657142857143,0.4545485714285714,0.5244,0.4526857142857143,0.45565714285714287,0.47363428571428573
STV,0.40092457142857146,0.36070857142857143,0.6024,0.4899314285714286,0.356,0.21181714285714287,0.0,0.36072,0.36385142857142855,0.4735885714285714,0.3643657142857143,0.4918057142857143,0.45699428571428574,0.38232,0.45633142857142855,0.36356571428571427,0.3639428571428571,0.4390742857142857
Approval Voting (AV),0.1825565714285714,2.2857142857142858e-05,0.8149942857142857,0.49041142857142855,0.04172571428571428,0.4496,0.36072,0.0,0.025577142857142857,0.47969142857142855,0.05445714285714286,0.43968,0.4301371428571429,0.11728,0.43516571428571427,0.05217142857142857,0.010194285714285715,0.3299657142857143
Proportional Approval Voting (PAV),0.17902228571428572,0.0256,0.8168,0.4900457142857143,0.022114285714285715,0.45374857142857145,0.36385142857142855,0.025577142857142857,0.0,0.4901028571428571,0.02888,0.4288342857142857,0.4397942857142857,0.10397714285714285,0.44097142857142857,0.026617142857142857,0.01545142857142857,0.3304457142857143
Approval Chamberlin-Courant (CC),0.4733405714285714,0.47969142857142855,0.4568114285714286,0.48869714285714283,0.4924342857142857,0.5282742857142857,0.4735885714285714,0.47969142857142855,0.4901028571428571,0.0,0.4902057142857143,0.8571428571428571,0.09674285714285714,0.52664,0.10540571428571428,0.4918742857142857,0.48235428571428574,0.49074285714285715
Lexicographic Chamberlin-Courant (lex-CC),0.18508171428571427,0.05448,0.7885371428571428,0.4901714285714286,0.03211428571428571,0.4535542857142857,0.3643657142857143,0.05445714285714286,0.02888,0.4902057142857143,0.0,0.4283085714285714,0.4415657142857143,0.10029714285714286,0.4409942857142857,0.009851428571428572,0.04433142857142857,0.3328114285714286
Sequential Approval Chamberlin-Courant (seq-CC),0.4652925714285714,0.4396685714285714,0.59944,0.49097142857142856,0.42628571428571427,0.45808,0.4918057142857143,0.43968,0.4288342857142857,0.8571428571428571,0.4283085714285714,0.0,0.79784,0.39062857142857144,0.7892457142857143,0.42672,0.4369942857142857,0.42693714285714285
Monroe's Approval Rule (Monroe),0.4423668571428571,0.43014857142857144,0.49386285714285716,0.4897714285714286,0.4417142857142857,0.5143657142857143,0.45699428571428574,0.4301371428571429,0.4397942857142857,0.09674285714285714,0.4415657142857143,0.79784,0.0,0.4829942857142857,0.07905142857142858,0.4418971428571429,0.43298285714285717,0.4669142857142857
Greedy Monroe,0.2263097142857143,0.11725714285714285,0.7481942857142857,0.49064,0.10321142857142857,0.4545485714285714,0.38232,0.11728,0.10397714285714285,0.52664,0.10029714285714286,0.39062857142857144,0.4829942857142857,0.0,0.4817485714285714,0.10019428571428571,0.11061714285714286,0.3402514285714286
Minimax Approval Voting (MAV),0.4430508571428571,0.4351771428571429,0.4970057142857143,0.4902057142857143,0.44257142857142856,0.5244,0.45633142857142855,0.43516571428571427,0.44097142857142857,0.10540571428571428,0.4409942857142857,0.7892457142857143,0.07905142857142858,0.4817485714285714,0.0,0.442,0.43549714285714286,0.46813714285714286
Method of Equal Shares (aka Rule X) with Phragmén phase,0.18385314285714285,0.052148571428571426,0.7951657142857143,0.49021714285714285,0.027405714285714287,0.4526857142857143,0.36356571428571427,0.05217142857142857,0.026617142857142857,0.4918742857142857,0.009851428571428572,0.42672,0.4418971428571429,0.10019428571428571,0.442,0.0,0.042,0.3320342857142857
E Pluribus Hugo (EPH),0.177888,0.010194285714285715,0.8109485714285715,0.4902742857142857,0.031714285714285716,0.45565714285714287,0.3639428571428571,0.010194285714285715,0.01545142857142857,0.48235428571428574,0.04433142857142857,0.4369942857142857,0.43298285714285717,0.11061714285714286,0.43549714285714286,0.042,0.0,0.3308114285714286
Random Serial Dictator,0.37439942857142855,0.3299657142857143,0.6340114285714286,0.48953142857142856,0.33178285714285716,0.47363428571428573,0.4390742857142857,0.3299657142857143,0.3304457142857143,0.49074285714285715,0.3328114285714286,0.42693714285714285,0.4669142857142857,0.3402514285714286,0.46813714285714286,0.3320342857142857,0.3308114285714286,0.0
NN,,0.1825611428571428,0.6964114285714285,0.49033257142857145,0.18133714285714284,0.46992457142857136,0.40092457142857146,0.1825565714285714,0.17902228571428572,0.4733405714285714,0.18508171428571427,0.4652925714285714,0.4423668571428571,0.2263097142857143,0.4430508571428571,0.18385314285714285,0.177888,0.37439942857142855
