,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.1377469961278991,0.0,0.2857142857142857,0.2451342119219649,0.054255034016320994,0.13706895076900266,0.07149985458236625,0.0,0.0,0.2395570179690574,0.0,0.2504604891735146,0.2395570179690574,0.11217117081154444,0.2395570179690574,0.03275603483180027,0.0,0.12650763870276066
Max Violations Committee,0.25257446238245407,0.2857142857142857,0.0,0.24473502626071386,0.2798177432323774,0.27249553767457246,0.27654442081011876,0.2857142857142857,0.2857142857142857,0.046157267745228305,0.2857142857142857,0.2857142857142857,0.046157267745228305,0.2748564357282572,0.046157267745228305,0.2857142857142857,0.2857142857142857,0.26837822271138306
Random Choice,0.2451421956351899,0.2451342119219649,0.24473502626071386,0.0,0.24548777636478727,0.24617209464121764,0.24587555672143113,0.2451342119219649,0.2451342119219649,0.24506578009432187,0.2451342119219649,0.24582993550300244,0.24506578009432187,0.2451798331403936,0.24506578009432187,0.24531669679567966,0.2451342119219649,0.24478064747914255
Borda ranking,0.1468330320432033,0.054255034016320994,0.2798177432323774,0.24548777636478727,0.0,0.10856709455567784,0.06266074351180734,0.054255034016320994,0.054255034016320994,0.2445069201685704,0.054255034016320994,0.24556761349703748,0.2445069201685704,0.11371088693351278,0.2445069201685704,0.05329698842931847,0.054255034016320994,0.12708930923772646
Plurality ranking,0.18916267956226443,0.13706895076900266,0.27249553767457246,0.24617209464121764,0.10856709455567784,0.0,0.11620864864248362,0.13706895076900266,0.13706895076900266,0.25487434205649045,0.13706895076900266,0.22956597113317403,0.25487434205649045,0.1305109006198783,0.25487434205649045,0.12759114264044208,0.13706895076900266,0.14330765238912618
STV,0.14995580444464723,0.07149985458236625,0.27654442081011876,0.24587555672143113,0.06266074351180734,0.11620864864248362,0.0,0.07149985458236625,0.07149985458236625,0.24473502626071386,0.07149985458236625,0.24620631055503914,0.24473502626071386,0.11567259932594649,0.24473502626071386,0.07275443808915527,0.07149985458236625,0.1304652794014496
Approval Voting (AV),0.1377469961278991,0.0,0.2857142857142857,0.2451342119219649,0.054255034016320994,0.13706895076900266,0.07149985458236625,0.0,0.0,0.2395570179690574,0.0,0.2504604891735146,0.2395570179690574,0.11217117081154444,0.2395570179690574,0.03275603483180027,0.0,0.12650763870276066
Proportional Approval Voting (PAV),0.1377469961278991,0.0,0.2857142857142857,0.2451342119219649,0.054255034016320994,0.13706895076900266,0.07149985458236625,0.0,0.0,0.2395570179690574,0.0,0.2504604891735146,0.2395570179690574,0.11217117081154444,0.2395570179690574,0.03275603483180027,0.0,0.12650763870276066
Approval Chamberlin-Courant (CC),0.20916872437370615,0.2395570179690574,0.046157267745228305,0.24506578009432187,0.2445069201685704,0.25487434205649045,0.24473502626071386,0.2395570179690574,0.2395570179690574,0.0,0.2395570179690574,0.2857142857142857,0.0,0.25551303911449214,0.0,0.24905763670683234,0.2395570179690574,0.2452596702726438
Lexicographic Chamberlin-Courant (lex-CC),0.1377469961278991,0.0,0.2857142857142857,0.2451342119219649,0.054255034016320994,0.13706895076900266,0.07149985458236625,0.0,0.0,0.2395570179690574,0.0,0.2504604891735146,0.2395570179690574,0.11217117081154444,0.2395570179690574,0.03275603483180027,0.0,0.12650763870276066
Sequential Approval Chamberlin-Courant (seq-CC),0.28231379414565716,0.2504604891735146,0.2857142857142857,0.24582993550300244,0.24556761349703748,0.22956597113317403,0.24620631055503914,0.2504604891735146,0.2504604891735146,0.2857142857142857,0.2504604891735146,0.0,0.2857142857142857,0.23451587333268703,0.2857142857142857,0.24168980993059871,0.2504604891735146,0.24586415141682397
Monroe's Approval Rule (Monroe),0.20916872437370615,0.2395570179690574,0.046157267745228305,0.24506578009432187,0.2445069201685704,0.25487434205649045,0.24473502626071386,0.2395570179690574,0.2395570179690574,0.0,0.2395570179690574,0.2857142857142857,0.0,0.25551303911449214,0.0,0.24905763670683234,0.2395570179690574,0.2452596702726438
Greedy Monroe,0.18279966012192272,0.11217117081154444,0.2748564357282572,0.2451798331403936,0.11371088693351278,0.1305109006198783,0.11567259932594649,0.11217117081154444,0.11217117081154444,0.25551303911449214,0.11217117081154444,0.23451587333268703,0.25551303911449214,0.0,0.25551303911449214,0.1028416316428771,0.11217117081154444,0.13562047708389172
Minimax Approval Voting (MAV),0.20916872437370615,0.2395570179690574,0.046157267745228305,0.24506578009432187,0.2445069201685704,0.25487434205649045,0.24473502626071386,0.2395570179690574,0.2395570179690574,0.0,0.2395570179690574,0.2857142857142857,0.0,0.25551303911449214,0.0,0.24905763670683234,0.2395570179690574,0.2452596702726438
Method of Equal Shares (aka Rule X) with Phragmén phase,0.15858562817566452,0.03275603483180027,0.2857142857142857,0.24531669679567966,0.05329698842931847,0.12759114264044208,0.07275443808915527,0.03275603483180027,0.03275603483180027,0.24905763670683234,0.03275603483180027,0.24168980993059871,0.24905763670683234,0.1028416316428771,0.24905763670683234,0.0,0.03275603483180027,0.12500213849461383
E Pluribus Hugo (EPH),0.1377469961278991,0.0,0.2857142857142857,0.2451342119219649,0.054255034016320994,0.13706895076900266,0.07149985458236625,0.0,0.0,0.2395570179690574,0.0,0.2504604891735146,0.2395570179690574,0.11217117081154444,0.2395570179690574,0.03275603483180027,0.0,0.12650763870276066
Random Serial Dictator,0.16341634494203255,0.12650763870276066,0.26837822271138306,0.24478064747914255,0.12708930923772646,0.14330765238912618,0.1304652794014496,0.12650763870276066,0.12650763870276066,0.2452596702726438,0.12650763870276066,0.24586415141682397,0.2452596702726438,0.13562047708389172,0.2452596702726438,0.12500213849461383,0.12650763870276066,0.0
NN,,0.1377469961278991,0.25257446238245407,0.2451421956351899,0.1468330320432033,0.18916267956226443,0.14995580444464723,0.1377469961278991,0.1377469961278991,0.20916872437370615,0.1377469961278991,0.28231379414565716,0.20916872437370615,0.18279966012192272,0.20916872437370615,0.15858562817566452,0.1377469961278991,0.16341634494203255
