,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
Random Choice,0.26446707070707065,0.10968,0.8539333333333334,4.444444444444445e-06,0.21157777777777778,0.7659288888888889,0.31372,0.022875555555555555,0.19334666666666667,0.18029777777777778,0.25777333333333335,0.0
Borda ranking,0.028598383838383794,0.0,0.12942222222222222,0.0,0.025720000000000003,0.11104,0.023057777777777774,0.0017022222222222222,0.006,0.016773333333333335,0.0008666666666666667,0.0
Plurality ranking,0.12360202020202017,0.013640000000000003,0.5883377777777778,0.0,0.001177777777777778,0.5286044444444443,0.003417777777777778,0.0,0.08658666666666666,0.0,0.13785777777777777,0.0
Approval Voting (AV),0.05456202020202018,0.0035555555555555557,0.23208444444444445,0.0,0.056195555555555554,0.20325777777777781,0.06036444444444444,4.888888888888889e-05,0.0018711111111111107,0.04280444444444445,0.0,0.0
Proportional Approval Voting (PAV),0.06564727272727268,0.003551111111111111,0.2953733333333333,0.0,0.06207555555555555,0.25773333333333337,0.05360888888888889,0.0003733333333333334,0.0019200000000000005,0.04748444444444445,0.0,0.0
Approval Chamberlin-Courant (CC),0.22274666666666665,0.05626222222222223,0.7381733333333333,4.444444444444445e-06,0.20637333333333333,0.6617555555555555,0.2220888888888889,0.012204444444444443,0.14849333333333334,0.17565333333333333,0.22920444444444443,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.11298464646464643,0.003551111111111111,0.4925555555555555,0.0,0.10732888888888889,0.4418133333333333,0.08953333333333334,0.007022222222222223,0.014422222222222222,0.08660444444444443,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.20324080808080802,0.037795555555555554,0.7094711111111112,0.0,0.19012,0.6381066666666667,0.1970177777777778,0.008977777777777777,0.1391555555555556,0.16156444444444445,0.15344000000000002,0.0
Monroe's Approval Rule (Monroe),0.19520282828282828,0.04830666666666667,0.671111111111111,4.444444444444445e-06,0.18147999999999997,0.5998488888888889,0.18353777777777777,0.0077377777777777774,0.10798222222222223,0.1540933333333333,0.1931288888888889,0.0
Greedy Monroe,0.1019434343434343,0.0041466666666666666,0.44533333333333336,0.0,0.08894222222222223,0.39844888888888896,0.07885777777777776,0.0014888888888888888,0.024915555555555555,0.07074222222222222,0.008502222222222224,0.0
Minimax Approval Voting (MAV),0.2375313131313131,0.09346222222222222,0.8164666666666667,4.444444444444445e-06,0.18941333333333332,0.7340044444444445,0.26085333333333327,0.02148,0.15646666666666667,0.16086222222222218,0.17983111111111114,0.0
NN,9.77592592592589e-05,3.971193415637862e-07,3.3043209876543216e-05,0.0,0.00037470781893004113,0.0,0.00038779012345679,5.967078189300414e-08,1.2901234567901218e-06,0.000266977366255144,1.1086419753086417e-05,0.0
