Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,core-mean,dummetts_condition-mean,ejr-mean,fixed_majority-mean,jr-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-6,3.692307692307692e-05,0.0,0.00048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-7,7.384615384615384e-05,0.0,0.00096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-8,3.692307692307692e-05,0.0,0.00048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-12,3.692307692307692e-05,0.0,0.00048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-14,1.5384615384615384e-05,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-18,3.076923076923077e-05,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.23673846153846156,0.04996,0.885,0.20508,0.02332,0.20508,0.01472,0.20508,0.65092,0.00996,0.00552,0.02332,0.79964,0.0
Borda ranking,0.003978461538461538,0.0,0.05172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.016384615384615383,0.0,0.211,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STV,0.012615384615384615,0.0,0.16324,0.0,0.0,0.0,0.00076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.012689230769230769,0.0,0.16276,0.0,0.00068,0.0,0.0,0.0,0.00068,0.00016,0.0,0.00068,0.0,0.0
Proportional Approval Voting (PAV),0.012689230769230769,0.0,0.16276,0.0,0.00068,0.0,0.0,0.0,0.00068,0.00016,0.0,0.00068,0.0,0.0
Approval Chamberlin-Courant (CC),0.04968615384615385,0.0,0.59304,0.0,0.01224,0.0,0.01052,0.0,0.01224,0.00564,0.0,0.01224,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.012689230769230769,0.0,0.16276,0.0,0.00068,0.0,0.0,0.0,0.00068,0.00016,0.0,0.00068,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.03640923076923076,0.0,0.45624,0.0,0.00264,0.0,0.00836,0.0,0.00264,0.0008,0.0,0.00264,0.0,0.0
Monroe's Approval Rule (Monroe),0.047923076923076915,0.0,0.58252,0.0,0.01172,0.0,0.0,0.0,0.01172,0.00532,0.0,0.01172,0.0,0.0
Greedy Monroe,0.025969230769230762,0.0,0.3316,0.0,0.00164,0.0,0.00064,0.0,0.00164,0.00044,0.0,0.00164,0.0,0.0
Minimax Approval Voting (MAV),0.04968615384615385,0.0,0.59304,0.0,0.01224,0.0,0.01052,0.0,0.01224,0.00564,0.0,0.01224,0.0,0.0
Method of Equal Shares (aka Rule X) with Phragmén phase,0.012827692307692309,0.0,0.16404,0.0,0.00084,0.0,0.0,0.0,0.00084,0.0002,0.0,0.00084,0.0,0.0
E Pluribus Hugo (EPH),0.012689230769230769,0.0,0.16276,0.0,0.00068,0.0,0.0,0.0,0.00068,0.00016,0.0,0.00068,0.0,0.0
Random Serial Dictator,0.04319076923076923,0.0,0.52672,0.0,0.008,0.0,0.00744,0.0,0.008,0.00332,0.0,0.008,0.0,0.0
