Method,Mean,Maj W,Maj L,Pareto,Mean,Cond W,Cond L,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.08076923076923073,0.07053571428571426,0.01785714285714285,0.11249999999999996,0.08076923076923073,0.4276785714285714,0.01785714285714285,0.08928571428571425,0.0,0.15357142857142853,0.0,0.0,0.0,0.0714285714285714,0.08928571428571425
Borda,0.01510989010989005,0.0,0.0,0.01785714285714285,0.01510989010989005,0.05357142857142855,0.0,0.0,0.0,0.05357142857142855,0.0,0.0,0.0,0.0357142857142857,0.0357142857142857
EPH,0.03846153846153842,0.0,0.0,0.0,0.03846153846153842,0.1071428571428571,0.0,0.0,0.0,0.17857142857142855,0.0,0.0,0.0,0.10714285714285712,0.10714285714285712
SNTV,0.054945054945054875,0.0,0.08928571428571427,0.12499999999999997,0.054945054945054875,0.33928571428571425,0.0,0.12499999999999997,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0
STV,0.019230769230769176,0.0,0.01785714285714285,0.0357142857142857,0.019230769230769176,0.16071428571428567,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bloc,0.03846153846153842,0.0,0.0,0.0,0.03846153846153842,0.1071428571428571,0.0,0.0,0.0,0.17857142857142855,0.0,0.0,0.0,0.10714285714285712,0.10714285714285712
CC,0.13598901098901095,0.0714285714285714,0.12499999999999994,0.16071428571428567,0.13598901098901095,0.4464285714285714,0.01785714285714285,0.1964285714285714,0.0,0.30357142857142855,0.0,0.0,0.0,0.21428571428571425,0.2321428571428571
lex-CC,0.06318681318681318,0.0,0.0357142857142857,0.0,0.06318681318681318,0.1964285714285714,0.0,0.05357142857142855,0.0,0.21428571428571427,0.0,0.0,0.0,0.1607142857142857,0.1607142857142857
seq-CC,0.14560439560439553,0.01785714285714285,0.12499999999999997,0.23214285714285712,0.14560439560439553,0.5535714285714286,0.01785714285714285,0.1964285714285714,0.0,0.3392857142857143,0.0,0.0,0.0,0.1964285714285714,0.21428571428571427
Monroe,0.07692307692307687,0.0357142857142857,0.05357142857142855,0.0714285714285714,0.07692307692307687,0.2857142857142857,0.01785714285714285,0.0714285714285714,0.0,0.1964285714285714,0.0,0.0,0.0,0.12499999999999997,0.14285714285714285
Greedy M.,0.05906593406593402,0.0,0.01785714285714285,0.01785714285714285,0.05906593406593402,0.2321428571428571,0.0,0.0357142857142857,0.0,0.19642857142857137,0.0,0.0,0.0,0.12499999999999994,0.14285714285714282
PAV,0.043956043956043925,0.0,0.0,0.0,0.043956043956043925,0.14285714285714282,0.0,0.0,0.0,0.17857142857142855,0.0,0.0,0.0,0.12499999999999997,0.12499999999999997
MES,0.04532967032967027,0.0,0.0,0.0,0.04532967032967027,0.16071428571428567,0.0,0.0,0.0,0.17857142857142852,0.0,0.0,0.0,0.12499999999999994,0.12499999999999994
MAV,0.16208791208791207,0.12499999999999997,0.1428571428571428,0.17857142857142852,0.16208791208791207,0.6071428571428571,0.05357142857142855,0.24999999999999994,0.0,0.2678571428571428,0.0,0.0,0.0,0.19642857142857137,0.2857142857142857
RSD,0.10439560439560434,0.08928571428571425,0.0357142857142857,0.0,0.10439560439560434,0.3214285714285714,0.01785714285714285,0.1071428571428571,0.0,0.21428571428571425,0.05357142857142855,0.05357142857142855,0.05357142857142855,0.16071428571428567,0.24999999999999994
Random,0.2554945054945055,0.1964285714285714,0.21428571428571425,0.3571428571428571,0.2554945054945055,0.7321428571428571,0.1071428571428571,0.2857142857142857,0.0,0.4642857142857143,0.07142857142857142,0.08928571428571427,0.08928571428571427,0.30357142857142855,0.41071428571428564
