Method,Mean,Maj W,Maj L,Pareto,Mean,Cond W,Cond L,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,0.1024475524475524,0.015530303030303024,0.03939393939393936,0.10795454545454541,0.1024475524475524,0.45681818181818173,0.015151515151515133,0.04053030303030298,0.0,0.20037878787878785,0.03484848484848483,0.0424242424242424,0.046212121212121184,0.1098484848484848,0.2227272727272727
Borda,0.030303030303030234,0.007575757575757566,0.0,0.0,0.030303030303030234,0.13636363636363633,0.0,0.015151515151515133,0.0,0.1212121212121212,0.0,0.0,0.0,0.045454545454545414,0.06818181818181815
EPH,0.033216783216783154,0.0,0.0,0.0,0.033216783216783154,0.15151515151515146,0.0,0.0,0.0,0.13636363636363633,0.0,0.0,0.0,0.06060606060606057,0.0833333333333333
SNTV,0.08566433566433562,0.0,0.0606060606060606,0.1666666666666666,0.08566433566433562,0.5984848484848485,0.0,0.12878787878787876,0.022727272727272717,0.07575757575757572,0.0,0.0303030303030303,0.0303030303030303,0.0,0.0
STV,0.02680652680652673,0.0,0.01515151515151515,0.022727272727272717,0.02680652680652673,0.2575757575757575,0.0,0.030303030303030287,0.0,0.022727272727272717,0.0,0.0,0.0,0.0,0.0
Bloc,0.03263403263403256,0.0,0.0,0.0,0.03263403263403256,0.1439393939393939,0.0,0.0,0.0,0.12878787878787876,0.0,0.0,0.0,0.06060606060606057,0.09090909090909088
CC,0.17715617715617712,0.05303030303030302,0.1742424242424242,0.3181818181818182,0.17715617715617712,0.6742424242424243,0.007575757575757566,0.15909090909090906,0.03787878787878785,0.34848484848484845,0.0,0.09090909090909087,0.09848484848484844,0.15909090909090906,0.18181818181818177
lex-CC,0.054195804195804144,0.0,0.0,0.0,0.054195804195804144,0.32575757575757575,0.0,0.022727272727272697,0.0,0.18181818181818177,0.0,0.0,0.0,0.07575757575757572,0.09848484848484845
seq-CC,0.18414918414918405,0.037878787878787866,0.06818181818181816,0.2424242424242424,0.18414918414918405,0.712121212121212,0.01515151515151515,0.15151515151515146,0.030303030303030287,0.4166666666666667,0.0,0.06818181818181816,0.07575757575757573,0.2575757575757575,0.3181818181818182
Monroe,0.09731934731934727,0.007575757575757566,0.06818181818181816,0.1515151515151515,0.09731934731934727,0.5454545454545454,0.0,0.07575757575757572,0.0,0.23484848484848483,0.0,0.0,0.0,0.07575757575757573,0.10606060606060602
Greedy M.,0.08799533799533793,0.007575757575757566,0.015151515151515133,0.015151515151515133,0.08799533799533793,0.4772727272727273,0.007575757575757566,0.06060606060606057,0.0,0.22727272727272727,0.0,0.0,0.0,0.1439393939393939,0.18939393939393936
PAV,0.03379953379953373,0.0,0.0,0.0,0.03379953379953373,0.15151515151515146,0.0,0.0,0.0,0.14393939393939392,0.0,0.0,0.0,0.06060606060606058,0.08333333333333329
MES,0.04603729603729598,0.0,0.0,0.0,0.04603729603729598,0.2575757575757575,0.0,0.0,0.0,0.1590909090909091,0.0,0.0,0.0,0.07575757575757572,0.10606060606060604
MAV,0.1491841491841491,0.06818181818181816,0.10606060606060604,0.23484848484848483,0.1491841491841491,0.712121212121212,0.037878787878787866,0.16666666666666666,0.0,0.25,0.0,0.022727272727272717,0.022727272727272717,0.1136363636363636,0.2045454545454545
RSD,0.09149184149184142,0.030303030303030287,0.0303030303030303,0.0,0.09149184149184142,0.5227272727272727,0.0,0.01515151515151515,0.0,0.2196969696969697,0.007575757575757566,0.015151515151515133,0.015151515151515133,0.1439393939393939,0.18939393939393936
Random,0.3030303030303029,0.19696969696969693,0.1515151515151515,0.5227272727272727,0.3030303030303029,0.8409090909090908,0.05303030303030302,0.22727272727272727,0.06060606060606057,0.49999999999999994,0.10606060606060604,0.17424242424242423,0.2196969696969697,0.37121212121212116,0.5151515151515151
