Unnamed: 0,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0,0.3333333333333333,0.2770933333333333,0.06036,0.2083733333333333,0.147,0.0884133333333333,0.0884133333333333,0.2705866666666666,0.0884133333333333,0.2810533333333333,0.27028,0.1431733333333333,0.2705866666666666,0.0904933333333333,0.0884133333333333,0.1882133333333333
Max Violations Committee,0.3333333333333333,0.0,0.2782,0.3330666666666667,0.32992,0.3324266666666666,0.3302533333333333,0.3302533333333333,0.2917333333333333,0.3302533333333333,0.26096,0.2917733333333333,0.32528,0.2917333333333333,0.3297333333333333,0.3302533333333333,0.3200266666666667
Random Choice,0.2770933333333333,0.2782,0.0,0.2769733333333333,0.2772533333333333,0.2768266666666666,0.27792,0.27792,0.2778933333333333,0.27792,0.2776933333333333,0.27792,0.2774533333333333,0.2778933333333333,0.2775866666666666,0.27792,0.27776
Borda ranking,0.06036,0.3330666666666667,0.2769733333333333,0.0,0.19036,0.1241333333333333,0.09204,0.09204,0.2783866666666666,0.09204,0.2739466666666666,0.27808,0.1401733333333333,0.2783866666666666,0.0915733333333333,0.09204,0.1873733333333333
Plurality ranking,0.2083733333333333,0.32992,0.2772533333333333,0.19036,0.0,0.12728,0.2324133333333333,0.2324133333333333,0.28692,0.2324133333333333,0.2671333333333333,0.2866933333333333,0.23976,0.28692,0.2318666666666666,0.2324133333333333,0.2545066666666666
STV,0.147,0.3324266666666666,0.2768266666666666,0.1241333333333333,0.12728,0.0,0.1870933333333333,0.1870933333333333,0.2784,0.1870933333333333,0.27628,0.2780933333333333,0.20288,0.2784,0.1869733333333333,0.1870933333333333,0.2259733333333333
Approval Voting (AV),0.0884133333333333,0.3302533333333333,0.27792,0.09204,0.2324133333333333,0.1870933333333333,0.0,0.0,0.27576,0.0,0.2782133333333333,0.2754533333333333,0.1184,0.27576,0.0156933333333333,0.0,0.1778266666666666
Proportional Approval Voting (PAV),0.0884133333333333,0.3302533333333333,0.27792,0.09204,0.2324133333333333,0.1870933333333333,0.0,0.0,0.27576,0.0,0.2782133333333333,0.2754533333333333,0.1184,0.27576,0.0156933333333333,0.0,0.1778266666666666
Approval Chamberlin-Courant (CC),0.2705866666666666,0.2917333333333333,0.2778933333333333,0.2783866666666666,0.28692,0.2784,0.27576,0.27576,0.0,0.27576,0.3333333333333333,0.0003066666666666,0.2877866666666667,0.0,0.28104,0.27576,0.27804
Lexicographic Chamberlin-Courant (lex-CC),0.0884133333333333,0.3302533333333333,0.27792,0.09204,0.2324133333333333,0.1870933333333333,0.0,0.0,0.27576,0.0,0.2782133333333333,0.2754533333333333,0.1184,0.27576,0.0156933333333333,0.0,0.1778266666666666
Sequential Approval Chamberlin-Courant (seq-CC),0.2810533333333333,0.26096,0.2776933333333333,0.2739466666666666,0.2671333333333333,0.27628,0.2782133333333333,0.2782133333333333,0.3333333333333333,0.2782133333333333,0.0,0.3332533333333333,0.2651066666666666,0.3333333333333333,0.2728,0.2782133333333333,0.2763066666666666
Monroe's Approval Rule (Monroe),0.27028,0.2917733333333333,0.27792,0.27808,0.2866933333333333,0.2780933333333333,0.2754533333333333,0.2754533333333333,0.0003066666666666,0.2754533333333333,0.3332533333333333,0.0,0.28748,0.0003066666666666,0.2807333333333333,0.2754533333333333,0.2777866666666667
Greedy Monroe,0.1431733333333333,0.32528,0.2774533333333333,0.1401733333333333,0.23976,0.20288,0.1184,0.1184,0.2877866666666667,0.1184,0.2651066666666666,0.28748,0.0,0.2877866666666667,0.1161333333333333,0.1184,0.1912533333333333
Minimax Approval Voting (MAV),0.2705866666666666,0.2917333333333333,0.2778933333333333,0.2783866666666666,0.28692,0.2784,0.27576,0.27576,0.0,0.27576,0.3333333333333333,0.0003066666666666,0.2877866666666667,0.0,0.28104,0.27576,0.27804
Method of Equal Shares (aka Rule X) with Phragmén phase,0.0904933333333333,0.3297333333333333,0.2775866666666666,0.0915733333333333,0.2318666666666666,0.1869733333333333,0.0156933333333333,0.0156933333333333,0.28104,0.0156933333333333,0.2728,0.2807333333333333,0.1161333333333333,0.28104,0.0,0.0156933333333333,0.17756
E Pluribus Hugo (EPH),0.0884133333333333,0.3302533333333333,0.27792,0.09204,0.2324133333333333,0.1870933333333333,0.0,0.0,0.27576,0.0,0.2782133333333333,0.2754533333333333,0.1184,0.27576,0.0156933333333333,0.0,0.1778266666666666
Random Serial Dictator,0.1882133333333333,0.3200266666666667,0.27776,0.1873733333333333,0.2545066666666666,0.2259733333333333,0.1778266666666666,0.1778266666666666,0.27804,0.1778266666666666,0.2763066666666666,0.2777866666666667,0.1912533333333333,0.27804,0.17756,0.1778266666666666,0.0
NN-all,0.0301626666666666,0.3332386666666666,0.2769813333333333,0.06247,0.2171053333333333,0.1603659999999999,0.0671566666666666,0.0671566666666666,0.2724026666666667,0.0671566666666666,0.279812,0.272096,0.132984,0.2724026666666667,0.0701633333333333,0.0671566666666666,0.1829339999999999
