Unnamed: 0,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0,0.3333333333333333,0.2766666666666666,0.0561466666666666,0.1976933333333333,0.14068,0.0732533333333333,0.0732533333333333,0.2714,0.0732533333333333,0.28188,0.2711066666666666,0.1325866666666666,0.2714,0.0755333333333333,0.0732533333333333,0.1819466666666666
Max Violations Committee,0.3333333333333333,0.0,0.27856,0.3331066666666666,0.3310666666666667,0.33268,0.3316933333333333,0.3316933333333333,0.2901866666666666,0.3316933333333333,0.26552,0.2902266666666667,0.3283066666666667,0.2901866666666666,0.3313866666666666,0.3316933333333333,0.32368
Random Choice,0.2766666666666666,0.27856,0.0,0.2771866666666667,0.2789333333333333,0.27756,0.27688,0.27688,0.27548,0.27688,0.2781866666666667,0.2754266666666666,0.27732,0.27548,0.2771466666666666,0.27688,0.2770933333333333
Borda ranking,0.0561466666666666,0.3331066666666666,0.2771866666666667,0.0,0.17592,0.1139066666666666,0.0835333333333333,0.0835333333333333,0.2793066666666666,0.0835333333333333,0.2750133333333333,0.2790133333333333,0.1309733333333333,0.2793066666666666,0.08268,0.0835333333333333,0.1826
Plurality ranking,0.1976933333333333,0.3310666666666667,0.2789333333333333,0.17592,0.0,0.1233866666666666,0.2174,0.2174,0.2875866666666666,0.2174,0.2658,0.28736,0.22764,0.2875866666666666,0.21656,0.2174,0.2446933333333333
STV,0.14068,0.33268,0.27756,0.1139066666666666,0.1233866666666666,0.0,0.17276,0.17276,0.2792533333333333,0.17276,0.2758133333333333,0.27896,0.1916666666666666,0.2792533333333333,0.17256,0.17276,0.21608
Approval Voting (AV),0.0732533333333333,0.3316933333333333,0.27688,0.0835333333333333,0.2174,0.17276,0.0,0.0,0.27508,0.0,0.27968,0.2747866666666667,0.1115066666666666,0.27508,0.0147866666666666,0.0,0.1741466666666666
Proportional Approval Voting (PAV),0.0732533333333333,0.3316933333333333,0.27688,0.0835333333333333,0.2174,0.17276,0.0,0.0,0.27508,0.0,0.27968,0.2747866666666667,0.1115066666666666,0.27508,0.0147866666666666,0.0,0.1741466666666666
Approval Chamberlin-Courant (CC),0.2714,0.2901866666666666,0.27548,0.2793066666666666,0.2875866666666666,0.2792533333333333,0.27508,0.27508,0.0,0.27508,0.3333333333333333,0.0002933333333333,0.287,0.0,0.27996,0.27508,0.2779066666666667
Lexicographic Chamberlin-Courant (lex-CC),0.0732533333333333,0.3316933333333333,0.27688,0.0835333333333333,0.2174,0.17276,0.0,0.0,0.27508,0.0,0.27968,0.2747866666666667,0.1115066666666666,0.27508,0.0147866666666666,0.0,0.1741466666666666
Sequential Approval Chamberlin-Courant (seq-CC),0.28188,0.26552,0.2781866666666667,0.2750133333333333,0.2658,0.2758133333333333,0.27968,0.27968,0.3333333333333333,0.27968,0.0,0.3332533333333333,0.2669466666666666,0.3333333333333333,0.2744933333333333,0.27968,0.2762
Monroe's Approval Rule (Monroe),0.2711066666666666,0.2902266666666667,0.2754266666666666,0.2790133333333333,0.28736,0.27896,0.2747866666666667,0.2747866666666667,0.0002933333333333,0.2747866666666667,0.3332533333333333,0.0,0.2867066666666666,0.0002933333333333,0.2796666666666667,0.2747866666666667,0.2776533333333333
Greedy Monroe,0.1325866666666666,0.3283066666666667,0.27732,0.1309733333333333,0.22764,0.1916666666666666,0.1115066666666666,0.1115066666666666,0.287,0.1115066666666666,0.2669466666666666,0.2867066666666666,0.0,0.287,0.10984,0.1115066666666666,0.1869733333333333
Minimax Approval Voting (MAV),0.2714,0.2901866666666666,0.27548,0.2793066666666666,0.2875866666666666,0.2792533333333333,0.27508,0.27508,0.0,0.27508,0.3333333333333333,0.0002933333333333,0.287,0.0,0.27996,0.27508,0.2779066666666667
Method of Equal Shares (aka Rule X) with Phragmén phase,0.0755333333333333,0.3313866666666666,0.2771466666666666,0.08268,0.21656,0.17256,0.0147866666666666,0.0147866666666666,0.27996,0.0147866666666666,0.2744933333333333,0.2796666666666667,0.10984,0.27996,0.0,0.0147866666666666,0.1742666666666666
E Pluribus Hugo (EPH),0.0732533333333333,0.3316933333333333,0.27688,0.0835333333333333,0.2174,0.17276,0.0,0.0,0.27508,0.0,0.27968,0.2747866666666667,0.1115066666666666,0.27508,0.0147866666666666,0.0,0.1741466666666666
Random Serial Dictator,0.1819466666666666,0.32368,0.2770933333333333,0.1826,0.2446933333333333,0.21608,0.1741466666666666,0.1741466666666666,0.2779066666666667,0.1741466666666666,0.2762,0.2776533333333333,0.1869733333333333,0.2779066666666667,0.1742666666666666,0.1741466666666666,0.0
NN-all,0.021372,0.333286,0.2765933333333333,0.0580353333333333,0.2040966666666666,0.149846,0.057304,0.057304,0.2724606666666667,0.057304,0.281184,0.2721673333333333,0.1247413333333333,0.2724606666666667,0.0604133333333333,0.057304,0.1784306666666666
NN-root,0.2702846193764719,0.2590282490386279,0.2775837291924474,0.2687916650033931,0.2696066690617806,0.2704083669314598,0.2703724402219472,0.2703724402219472,0.2409045547083948,0.2703724402219472,0.2150266789083602,0.2409018934706532,0.2696552366505662,0.2409045547083948,0.2697250941412851,0.2703724402219472,0.2733989328436656
