Unnamed: 0,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0,0.3333333333333333,0.27736,0.02496,0.1631866666666666,0.0484666666666666,0.0427466666666666,0.0427466666666666,0.2726666666666666,0.0427466666666666,0.2742266666666667,0.2303466666666666,0.0952533333333333,0.2692266666666666,0.04412,0.0427466666666666,0.1598666666666666
Max Violations Committee,0.3333333333333333,0.0,0.2780133333333333,0.3328533333333333,0.3332533333333333,0.3333066666666666,0.33084,0.33084,0.2829866666666666,0.33084,0.2897066666666666,0.2918,0.3276133333333333,0.2837866666666667,0.3302266666666666,0.33084,0.32028
Random Choice,0.27736,0.2780133333333333,0.0,0.2774933333333333,0.2778,0.2775066666666667,0.27708,0.27708,0.2772133333333333,0.27708,0.2771466666666666,0.27768,0.2770666666666667,0.27724,0.2773866666666666,0.27708,0.2781866666666667
Borda ranking,0.02496,0.3328533333333333,0.2774933333333333,0.0,0.15568,0.0413333333333333,0.0417866666666666,0.0417866666666666,0.2784,0.0417866666666666,0.2696,0.23608,0.0923066666666666,0.27496,0.0418666666666666,0.0417866666666666,0.1595733333333333
Plurality ranking,0.1631866666666666,0.3332533333333333,0.2778,0.15568,0.0,0.1261733333333333,0.17584,0.17584,0.3028,0.17584,0.2255866666666666,0.2877466666666666,0.1914533333333333,0.30176,0.1748133333333333,0.17584,0.2238666666666666
STV,0.0484666666666666,0.3333066666666666,0.2775066666666667,0.0413333333333333,0.1261733333333333,0.0,0.0670933333333333,0.0670933333333333,0.2778266666666666,0.0670933333333333,0.27184,0.2355066666666666,0.10316,0.2743866666666666,0.0671733333333333,0.0670933333333333,0.16332
Approval Voting (AV),0.0427466666666666,0.33084,0.27708,0.0417866666666666,0.17584,0.0670933333333333,0.0,0.0,0.27552,0.0,0.2734533333333333,0.2332,0.08828,0.27208,0.0150266666666666,0.0,0.15772
Proportional Approval Voting (PAV),0.0427466666666666,0.33084,0.27708,0.0417866666666666,0.17584,0.0670933333333333,0.0,0.0,0.27552,0.0,0.2734533333333333,0.2332,0.08828,0.27208,0.0150266666666666,0.0,0.15772
Approval Chamberlin-Courant (CC),0.2726666666666666,0.2829866666666666,0.2772133333333333,0.2784,0.3028,0.2778266666666666,0.27552,0.27552,0.0,0.27552,0.3333333333333333,0.04232,0.2866933333333333,0.00344,0.2806,0.27552,0.2781066666666666
Lexicographic Chamberlin-Courant (lex-CC),0.0427466666666666,0.33084,0.27708,0.0417866666666666,0.17584,0.0670933333333333,0.0,0.0,0.27552,0.0,0.2734533333333333,0.2332,0.08828,0.27208,0.0150266666666666,0.0,0.15772
Sequential Approval Chamberlin-Courant (seq-CC),0.2742266666666667,0.2897066666666666,0.2771466666666666,0.2696,0.2255866666666666,0.27184,0.2734533333333333,0.2734533333333333,0.3333333333333333,0.2734533333333333,0.0,0.3246533333333333,0.2594,0.3325466666666666,0.2669466666666666,0.2734533333333333,0.2723733333333333
Monroe's Approval Rule (Monroe),0.2303466666666666,0.2918,0.27768,0.23608,0.2877466666666666,0.2355066666666666,0.2332,0.2332,0.04232,0.2332,0.3246533333333333,0.0,0.2443733333333333,0.03888,0.23828,0.2332,0.2407066666666666
Greedy Monroe,0.0952533333333333,0.3276133333333333,0.2770666666666667,0.0923066666666666,0.1914533333333333,0.10316,0.08828,0.08828,0.2866933333333333,0.08828,0.2594,0.2443733333333333,0.0,0.2832533333333333,0.08548,0.08828,0.1705733333333333
Minimax Approval Voting (MAV),0.2692266666666666,0.2837866666666667,0.27724,0.27496,0.30176,0.2743866666666666,0.27208,0.27208,0.00344,0.27208,0.3325466666666666,0.03888,0.2832533333333333,0.0,0.27716,0.27208,0.2746666666666666
Method of Equal Shares (aka Rule X) with Phragmén phase,0.04412,0.3302266666666666,0.2773866666666666,0.0418666666666666,0.1748133333333333,0.0671733333333333,0.0150266666666666,0.0150266666666666,0.2806,0.0150266666666666,0.2669466666666666,0.23828,0.08548,0.27716,0.0,0.0150266666666666,0.15804
E Pluribus Hugo (EPH),0.0427466666666666,0.33084,0.27708,0.0417866666666666,0.17584,0.0670933333333333,0.0,0.0,0.27552,0.0,0.2734533333333333,0.2332,0.08828,0.27208,0.0150266666666666,0.0,0.15772
Random Serial Dictator,0.1598666666666666,0.32028,0.2781866666666667,0.1595733333333333,0.2238666666666666,0.16332,0.15772,0.15772,0.2781066666666666,0.15772,0.2723733333333333,0.2407066666666666,0.1705733333333333,0.2746666666666666,0.15804,0.15772,0.0
NN-all,0.0037946666666666,0.3328733333333333,0.2772353333333334,0.0245333333333333,0.1637339999999999,0.04918,0.0413846666666666,0.0413846666666666,0.2721326666666667,0.0413846666666666,0.2740873333333333,0.2298126666666667,0.0946253333333333,0.2686926666666667,0.0429913333333333,0.0413846666666666,0.1594759999999999
NN-root,0.0403190824052266,0.3246317512274959,0.2788478171197424,0.037869413064016,0.1718474312402698,0.0596064029380064,0.0378195148563596,0.0378195148563596,0.2731940175375567,0.0378195148563596,0.2787446941572525,0.2316254840126143,0.0977386132290128,0.2694656234614719,0.0407102843532527,0.0378195148563596,0.1632476414780514
