Unnamed: 0,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0,0.3333333333333333,0.2782666666666666,0.0602533333333333,0.2107466666666666,0.13188,0.0819333333333333,0.0819333333333333,0.2661333333333333,0.0819333333333333,0.2808533333333333,0.2435466666666666,0.1424533333333333,0.2486533333333333,0.08688,0.0819333333333333,0.17808
Max Violations Committee,0.3333333333333333,0.0,0.27788,0.3325066666666667,0.3314666666666667,0.3329066666666667,0.32816,0.32816,0.2906,0.32816,0.2642133333333333,0.2946933333333333,0.3234,0.2937866666666666,0.3276666666666666,0.32816,0.3181466666666667
Random Choice,0.2782666666666666,0.27788,0.0,0.27796,0.27932,0.2787866666666667,0.278,0.278,0.2775733333333333,0.278,0.2787466666666666,0.27728,0.2793066666666666,0.2773466666666667,0.27844,0.278,0.2786533333333333
Borda ranking,0.0602533333333333,0.3325066666666667,0.27796,0.0,0.1927066666666666,0.11164,0.09032,0.09032,0.27904,0.09032,0.2727066666666666,0.2564533333333333,0.1392933333333333,0.26156,0.0889866666666666,0.09032,0.17852
Plurality ranking,0.2107466666666666,0.3314666666666667,0.27932,0.1927066666666666,0.0,0.1363333333333333,0.2320133333333333,0.2320133333333333,0.29564,0.2320133333333333,0.2398933333333333,0.2898533333333333,0.2352133333333333,0.2914,0.2282933333333333,0.2320133333333333,0.24944
STV,0.13188,0.3329066666666667,0.2787866666666667,0.11164,0.1363333333333333,0.0,0.1670266666666666,0.1670266666666666,0.2770533333333333,0.1670266666666666,0.27508,0.2544933333333333,0.1865066666666666,0.2595733333333333,0.16652,0.1670266666666666,0.2061066666666666
Approval Voting (AV),0.0819333333333333,0.32816,0.278,0.09032,0.2320133333333333,0.1670266666666666,0.0,0.0,0.27332,0.0,0.27784,0.2507333333333333,0.11968,0.25584,0.0240133333333333,0.0,0.17104
Proportional Approval Voting (PAV),0.0819333333333333,0.32816,0.278,0.09032,0.2320133333333333,0.1670266666666666,0.0,0.0,0.27332,0.0,0.27784,0.2507333333333333,0.11968,0.25584,0.0240133333333333,0.0,0.17104
Approval Chamberlin-Courant (CC),0.2661333333333333,0.2906,0.2775733333333333,0.27904,0.29564,0.2770533333333333,0.27332,0.27332,0.0,0.27332,0.3333333333333333,0.0225866666666666,0.2877866666666667,0.01748,0.2813066666666666,0.27332,0.27604
Lexicographic Chamberlin-Courant (lex-CC),0.0819333333333333,0.32816,0.278,0.09032,0.2320133333333333,0.1670266666666666,0.0,0.0,0.27332,0.0,0.27784,0.2507333333333333,0.11968,0.25584,0.0240133333333333,0.0,0.17104
Sequential Approval Chamberlin-Courant (seq-CC),0.2808533333333333,0.2642133333333333,0.2787466666666666,0.2727066666666666,0.2398933333333333,0.27508,0.27784,0.27784,0.3333333333333333,0.27784,0.0,0.32876,0.2624666666666667,0.32984,0.2688933333333333,0.27784,0.2769333333333333
Monroe's Approval Rule (Monroe),0.2435466666666666,0.2946933333333333,0.27728,0.2564533333333333,0.2898533333333333,0.2544933333333333,0.2507333333333333,0.2507333333333333,0.0225866666666666,0.2507333333333333,0.32876,0.0,0.2652,0.0051066666666666,0.25872,0.2507333333333333,0.2541466666666667
Greedy Monroe,0.1424533333333333,0.3234,0.2793066666666666,0.1392933333333333,0.2352133333333333,0.1865066666666666,0.11968,0.11968,0.2877866666666667,0.11968,0.2624666666666667,0.2652,0.0,0.2703066666666666,0.1158933333333333,0.11968,0.1834133333333333
Minimax Approval Voting (MAV),0.2486533333333333,0.2937866666666666,0.2773466666666667,0.26156,0.2914,0.2595733333333333,0.25584,0.25584,0.01748,0.25584,0.32984,0.0051066666666666,0.2703066666666666,0.0,0.2638266666666666,0.25584,0.25856
Method of Equal Shares (aka Rule X) with Phragmén phase,0.08688,0.3276666666666666,0.27844,0.0889866666666666,0.2282933333333333,0.16652,0.0240133333333333,0.0240133333333333,0.2813066666666666,0.0240133333333333,0.2688933333333333,0.25872,0.1158933333333333,0.2638266666666666,0.0,0.0240133333333333,0.171
E Pluribus Hugo (EPH),0.0819333333333333,0.32816,0.278,0.09032,0.2320133333333333,0.1670266666666666,0.0,0.0,0.27332,0.0,0.27784,0.2507333333333333,0.11968,0.25584,0.0240133333333333,0.0,0.17104
Random Serial Dictator,0.17808,0.3181466666666667,0.2786533333333333,0.17852,0.24944,0.2061066666666666,0.17104,0.17104,0.27604,0.17104,0.2769333333333333,0.2541466666666667,0.1834133333333333,0.25856,0.171,0.17104,0.0
NN-all,0.0212613333333333,0.332756,0.2780713333333333,0.0620546666666666,0.2162219999999999,0.1395953333333333,0.068792,0.068792,0.2665286666666667,0.068792,0.2803966666666667,0.243942,0.1359993333333333,0.2490486666666666,0.0759666666666666,0.068792,0.1753266666666667
