Unnamed: 0,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0,0.5714285714285714,0.4082171428571428,9.142857142857145e-05,0.0337142857142857,0.0003314285714285,0.0,4.571428571428571e-05,0.4085942857142857,9.142857142857145e-05,0.4094171428571428,0.3512457142857142,0.00768,0.2136228571428571,9.142857142857145e-05,0.0,0.1406857142857142
Max Violations Committee,0.5714285714285714,0.0,0.4082285714285714,0.5714285714285714,0.57112,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.4237257142857142,0.5714285714285714,0.3948457142857143,0.4440114285714285,0.5714285714285714,0.5703542857142857,0.5714285714285714,0.5714285714285714,0.5704457142857143
Random Choice,0.4082171428571428,0.4082285714285714,0.0,0.4082171428571428,0.4081257142857142,0.40824,0.4082171428571428,0.4081942857142857,0.4088914285714286,0.4082171428571428,0.4061485714285714,0.4082971428571428,0.4079885714285714,0.4085371428571429,0.4082171428571428,0.4082171428571428,0.4082628571428571
Borda ranking,9.142857142857145e-05,0.5714285714285714,0.4082171428571428,0.0,0.03368,0.0002628571428571,9.142857142857145e-05,4.571428571428571e-05,0.4086057142857143,0.0,0.4094171428571428,0.3512571428571429,0.0076571428571428,0.2136,0.0,9.142857142857145e-05,0.1407085714285714
Plurality ranking,0.0337142857142857,0.57112,0.4081257142857142,0.03368,0.0,0.0335771428571428,0.0337142857142857,0.0336914285714285,0.4164685714285714,0.03368,0.4009828571428571,0.3613257142857143,0.0397257142857142,0.2302514285714285,0.03368,0.0337142857142857,0.1563314285714285
STV,0.0003314285714285,0.5714285714285714,0.40824,0.0002628571428571,0.0335771428571428,0.0,0.0003314285714285,0.0002857142857142,0.4086171428571428,0.0002628571428571,0.4094628571428571,0.3512457142857142,0.0077828571428571,0.2136914285714285,0.0002628571428571,0.0003314285714285,0.1407885714285714
Approval Voting (AV),0.0,0.5714285714285714,0.4082171428571428,9.142857142857145e-05,0.0337142857142857,0.0003314285714285,0.0,4.571428571428571e-05,0.4085942857142857,9.142857142857145e-05,0.4094171428571428,0.3512457142857142,0.00768,0.2136228571428571,9.142857142857145e-05,0.0,0.1406857142857142
Proportional Approval Voting (PAV),4.571428571428571e-05,0.5714285714285714,0.4081942857142857,4.571428571428571e-05,0.0336914285714285,0.0002857142857142,4.571428571428571e-05,0.0,0.4085942857142857,4.571428571428571e-05,0.4094057142857142,0.3512457142857142,0.0076571428571428,0.2136114285714285,4.571428571428571e-05,4.571428571428571e-05,0.1406857142857142
Approval Chamberlin-Courant (CC),0.4085942857142857,0.4237257142857142,0.4088914285714286,0.4086057142857143,0.4164685714285714,0.4086171428571428,0.4085942857142857,0.4085942857142857,0.0,0.4086057142857143,0.5714285714285714,0.0675771428571428,0.4113257142857143,0.2860342857142857,0.4086057142857143,0.4085942857142857,0.4077485714285714
Lexicographic Chamberlin-Courant (lex-CC),9.142857142857145e-05,0.5714285714285714,0.4082171428571428,0.0,0.03368,0.0002628571428571,9.142857142857145e-05,4.571428571428571e-05,0.4086057142857143,0.0,0.4094171428571428,0.3512571428571429,0.0076571428571428,0.2136,0.0,9.142857142857145e-05,0.1407085714285714
Sequential Approval Chamberlin-Courant (seq-CC),0.4094171428571428,0.3948457142857143,0.4061485714285714,0.4094171428571428,0.4009828571428571,0.4094628571428571,0.4094171428571428,0.4094057142857142,0.5714285714285714,0.4094171428571428,0.0,0.5444114285714285,0.4066285714285714,0.5035542857142857,0.4094171428571428,0.4094171428571428,0.4088228571428571
Monroe's Approval Rule (Monroe),0.3512457142857142,0.4440114285714285,0.4082971428571428,0.3512571428571429,0.3613257142857143,0.3512457142857142,0.3512457142857142,0.3512457142857142,0.0675771428571428,0.3512571428571429,0.5444114285714285,0.0,0.3536114285714286,0.2768228571428571,0.3512571428571429,0.3512457142857142,0.3634514285714286
