Unnamed: 0,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator,Anti-Plurality,Two-Approval,Three-Approval,Instant Runoff,Bottom-Two-Runoff Instant Runoff,Benham,PluralityWRunoff PUT,Coombs,Baldwin,Strict Nanson,Weak Nanson,Iterated Removal Condorcet Loser,Raynaud,Tideman Alternative Top Cycle,Knockout Voting,Banks,Condorcet,Copeland,Llull,Uncovered Set,Uncovered Set - Fishburn,Uncovered Set - Bordes,Uncovered Set - McKelvey,Slater,Top Cycle,GOCHA,Bipartisan Set,Minimax,Split Cycle,Ranked Pairs ZT,Ranked Pairs TB,Simple Stable Voting,Stable Voting,Loss-Trimmer Voting,Daunou,Blacks,Condorcet IRV,Condorcet IRV PUT,Smith IRV,Smith-Minimax,Condorcet Plurality,Copeland-Local-Borda,Copeland-Global-Borda,Borda-Minimax Faceoff,Bucklin,Simplified Bucklin,Weighted Bucklin,Bracket Voting,Superior Voting
Min Violations Committee,0.0,0.4,0.319136,0.109408,0.186784,0.096,0.17984,0.17984,0.17984,0.17984,0.186784,0.17984,0.186784,0.268832,0.186784,0.17984,0.29448,0.227088,0.157856,0.177344,0.12424,0.094992,0.099968,0.141792,0.121376,0.093344,0.09016,0.086256,0.254672,0.09912,0.103792,0.07248,0.133664,0.148672,0.087744,0.095904,0.130448,0.096672,0.133696,0.141024,0.096976,0.14568,0.096752,0.095712,0.089408,0.094624,0.144192,0.144192,0.067984,0.067984,0.08616,0.110304,0.087824,0.101488,0.10752,0.104544,0.089344,0.107552,0.077632,0.070368,0.090784,0.15496,0.231648,0.114912,0.086144,0.083968
Max Violations Committee,0.4,0.0,0.320016,0.389024,0.373664,0.39072,0.381728,0.381728,0.381728,0.381728,0.373664,0.381728,0.373664,0.352016,0.373664,0.381728,0.338288,0.371008,0.381792,0.380336,0.38536,0.390016,0.388848,0.380512,0.387216,0.391296,0.391904,0.392064,0.265392,0.390048,0.388976,0.392528,0.368464,0.318016,0.388912,0.385056,0.3708,0.378768,0.368224,0.3616,0.386288,0.339392,0.371456,0.377376,0.389744,0.388048,0.348304,0.348304,0.393152,0.393152,0.392064,0.386032,0.390304,0.388256,0.385904,0.388544,0.389872,0.384656,0.393344,0.392512,0.390144,0.382832,0.307728,0.38872,0.391072,0.391232
Random Choice,0.319136,0.320016,0.0,0.319232,0.320464,0.319088,0.321056,0.321056,0.321056,0.321056,0.320464,0.321056,0.320464,0.320864,0.320464,0.321056,0.320816,0.320192,0.319296,0.318544,0.318752,0.318416,0.318928,0.319184,0.319088,0.318976,0.318688,0.318912,0.319904,0.318848,0.318528,0.319024,0.31928,0.32008,0.319872,0.319488,0.319792,0.319424,0.31928,0.31984,0.319072,0.320208,0.319456,0.319776,0.319408,0.318928,0.320016,0.320016,0.319008,0.319008,0.318944,0.31952,0.318976,0.31896,0.318896,0.318656,0.31936,0.3196,0.319584,0.319584,0.31952,0.319456,0.320592,0.319008,0.318656,0.319776
Borda ranking,0.109408,0.389024,0.319232,0.0,0.173248,0.127824,0.175408,0.175408,0.175408,0.175408,0.173248,0.175408,0.173248,0.321648,0.173248,0.175408,0.292848,0.196144,0.1228,0.132416,0.12832,0.101408,0.110144,0.137984,0.115248,0.10328,0.097248,0.091536,0.237152,0.110768,0.110016,0.052288,0.11552,0.148144,0.0812,0.091536,0.119056,0.09744,0.11552,0.123184,0.097888,0.135424,0.100592,0.109648,0.0872,0.0896,0.136272,0.136272,0.068928,0.068928,0.101584,0.111104,0.021584,0.11096,0.11216,0.110576,0.08704,0.113952,0.081152,0.050752,0.075072,0.110848,0.19792,0.034352,0.105248,0.087392
Plurality ranking,0.186784,0.373664,0.320464,0.173248,0.0,0.161216,0.053616,0.053616,0.053616,0.053616,0.0,0.053616,0.0,0.330848,0.0,0.053616,0.284144,0.284048,0.206192,0.250816,0.146912,0.1544,0.159008,0.12616,0.209664,0.174752,0.173104,0.172864,0.251072,0.1776,0.162944,0.172128,0.181904,0.202528,0.172544,0.174208,0.183312,0.175888,0.181936,0.184928,0.174048,0.191792,0.177648,0.18104,0.171888,0.172016,0.192928,0.192928,0.171232,0.171232,0.175136,0.107904,0.1716,0.156768,0.162048,0.160656,0.171856,0.079232,0.171936,0.171296,0.170544,0.23064,0.240064,0.177776,0.144128,0.1556
STV,0.096,0.39072,0.319088,0.127824,0.161216,0.0,0.1564,0.1564,0.1564,0.1564,0.161216,0.1564,0.161216,0.3052,0.161216,0.1564,0.28944,0.2484,0.166464,0.201696,0.065168,0.100032,0.077696,0.111392,0.154112,0.112304,0.109712,0.108752,0.252,0.116544,0.086032,0.099472,0.138944,0.159632,0.10928,0.11576,0.143536,0.118368,0.139024,0.146416,0.115184,0.153856,0.120704,0.119264,0.111696,0.113648,0.152896,0.152896,0.096528,0.096528,0.10584,0.109856,0.110672,0.075408,0.083104,0.0824,0.111568,0.108112,0.104928,0.10072,0.1116,0.178576,0.232144,0.132608,0.0884,0.08888
Approval Voting (AV),0.17984,0.381728,0.321056,0.175408,0.053616,0.1564,0.0,0.0,0.0,0.0,0.053616,0.0,0.053616,0.30736,0.053616,0.0,0.284768,0.285968,0.209584,0.254128,0.1532,0.159616,0.164784,0.138576,0.213472,0.180256,0.17784,0.176672,0.272112,0.183552,0.169072,0.173872,0.195504,0.21456,0.178816,0.1824,0.195936,0.18488,0.195536,0.199088,0.181488,0.20584,0.186656,0.18864,0.177424,0.178272,0.206496,0.206496,0.172144,0.172144,0.179696,0.12472,0.17352,0.16272,0.17056,0.166832,0.177376,0.106352,0.174624,0.172944,0.176352,0.232704,0.255456,0.179984,0.145232,0.158784
Proportional Approval Voting (PAV),0.17984,0.381728,0.321056,0.175408,0.053616,0.1564,0.0,0.0,0.0,0.0,0.053616,0.0,0.053616,0.30736,0.053616,0.0,0.284768,0.285968,0.209584,0.254128,0.1532,0.159616,0.164784,0.138576,0.213472,0.180256,0.17784,0.176672,0.272112,0.183552,0.169072,0.173872,0.195504,0.21456,0.178816,0.1824,0.195936,0.18488,0.195536,0.199088,0.181488,0.20584,0.186656,0.18864,0.177424,0.178272,0.206496,0.206496,0.172144,0.172144,0.179696,0.12472,0.17352,0.16272,0.17056,0.166832,0.177376,0.106352,0.174624,0.172944,0.176352,0.232704,0.255456,0.179984,0.145232,0.158784
Approval Chamberlin-Courant (CC),0.17984,0.381728,0.321056,0.175408,0.053616,0.1564,0.0,0.0,0.0,0.0,0.053616,0.0,0.053616,0.30736,0.053616,0.0,0.284768,0.285968,0.209584,0.254128,0.1532,0.159616,0.164784,0.138576,0.213472,0.180256,0.17784,0.176672,0.272112,0.183552,0.169072,0.173872,0.195504,0.21456,0.178816,0.1824,0.195936,0.18488,0.195536,0.199088,0.181488,0.20584,0.186656,0.18864,0.177424,0.178272,0.206496,0.206496,0.172144,0.172144,0.179696,0.12472,0.17352,0.16272,0.17056,0.166832,0.177376,0.106352,0.174624,0.172944,0.176352,0.232704,0.255456,0.179984,0.145232,0.158784
Lexicographic Chamberlin-Courant (lex-CC),0.17984,0.381728,0.321056,0.175408,0.053616,0.1564,0.0,0.0,0.0,0.0,0.053616,0.0,0.053616,0.30736,0.053616,0.0,0.284768,0.285968,0.209584,0.254128,0.1532,0.159616,0.164784,0.138576,0.213472,0.180256,0.17784,0.176672,0.272112,0.183552,0.169072,0.173872,0.195504,0.21456,0.178816,0.1824,0.195936,0.18488,0.195536,0.199088,0.181488,0.20584,0.186656,0.18864,0.177424,0.178272,0.206496,0.206496,0.172144,0.172144,0.179696,0.12472,0.17352,0.16272,0.17056,0.166832,0.177376,0.106352,0.174624,0.172944,0.176352,0.232704,0.255456,0.179984,0.145232,0.158784
Sequential Approval Chamberlin-Courant (seq-CC),0.186784,0.373664,0.320464,0.173248,0.0,0.161216,0.053616,0.053616,0.053616,0.053616,0.0,0.053616,0.0,0.330848,0.0,0.053616,0.284144,0.284048,0.206192,0.250816,0.146912,0.1544,0.159008,0.12616,0.209664,0.174752,0.173104,0.172864,0.251072,0.1776,0.162944,0.172128,0.181904,0.202528,0.172544,0.174208,0.183312,0.175888,0.181936,0.184928,0.174048,0.191792,0.177648,0.18104,0.171888,0.172016,0.192928,0.192928,0.171232,0.171232,0.175136,0.107904,0.1716,0.156768,0.162048,0.160656,0.171856,0.079232,0.171936,0.171296,0.170544,0.23064,0.240064,0.177776,0.144128,0.1556
Monroe's Approval Rule (Monroe),0.17984,0.381728,0.321056,0.175408,0.053616,0.1564,0.0,0.0,0.0,0.0,0.053616,0.0,0.053616,0.30736,0.053616,0.0,0.284768,0.285968,0.209584,0.254128,0.1532,0.159616,0.164784,0.138576,0.213472,0.180256,0.17784,0.176672,0.272112,0.183552,0.169072,0.173872,0.195504,0.21456,0.178816,0.1824,0.195936,0.18488,0.195536,0.199088,0.181488,0.20584,0.186656,0.18864,0.177424,0.178272,0.206496,0.206496,0.172144,0.172144,0.179696,0.12472,0.17352,0.16272,0.17056,0.166832,0.177376,0.106352,0.174624,0.172944,0.176352,0.232704,0.255456,0.179984,0.145232,0.158784
Greedy Monroe,0.186784,0.373664,0.320464,0.173248,0.0,0.161216,0.053616,0.053616,0.053616,0.053616,0.0,0.053616,0.0,0.330848,0.0,0.053616,0.284144,0.284048,0.206192,0.250816,0.146912,0.1544,0.159008,0.12616,0.209664,0.174752,0.173104,0.172864,0.251072,0.1776,0.162944,0.172128,0.181904,0.202528,0.172544,0.174208,0.183312,0.175888,0.181936,0.184928,0.174048,0.191792,0.177648,0.18104,0.171888,0.172016,0.192928,0.192928,0.171232,0.171232,0.175136,0.107904,0.1716,0.156768,0.162048,0.160656,0.171856,0.079232,0.171936,0.171296,0.170544,0.23064,0.240064,0.177776,0.144128,0.1556
