Unnamed: 0,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0,0.2857142857142857,0.2448228571428571,0.0335428571428571,0.2234742857142857,0.18488,0.0109371428571428,0.0109371428571428,0.2424457142857143,0.0109371428571428,0.24552,0.2424457142857143,0.1098857142857142,0.2424457142857143,0.0216228571428571,0.0109371428571428,0.1254628571428571
Max Violations Committee,0.2857142857142857,0.0,0.2445371428571428,0.2853828571428571,0.2842857142857143,0.2834742857142857,0.2857142857142857,0.2857142857142857,0.2584571428571428,0.2857142857142857,0.2278971428571428,0.2584571428571428,0.2834057142857142,0.2584571428571428,0.2857142857142857,0.2857142857142857,0.2834285714285714
Random Choice,0.2448228571428571,0.2445371428571428,0.0,0.2444342857142857,0.2448914285714285,0.2445942857142857,0.2448685714285714,0.2448685714285714,0.24488,0.2448685714285714,0.2449714285714285,0.24488,0.2444914285714285,0.24488,0.2447885714285714,0.2448685714285714,0.2450514285714285
Borda ranking,0.0335428571428571,0.2853828571428571,0.2444342857142857,0.0,0.2169028571428571,0.1755542857142857,0.0405485714285714,0.0405485714285714,0.2470057142857142,0.0405485714285714,0.2429028571428571,0.2470057142857142,0.1099428571428571,0.2470057142857142,0.0384114285714285,0.0405485714285714,0.1273028571428571
Plurality ranking,0.2234742857142857,0.2842857142857143,0.2448914285714285,0.2169028571428571,0.0,0.1051314285714285,0.22592,0.22592,0.2553942857142857,0.22592,0.2313028571428571,0.2553942857142857,0.2350057142857143,0.2553942857142857,0.22368,0.22592,0.2409371428571428
STV,0.18488,0.2834742857142857,0.2445942857142857,0.1755542857142857,0.1051314285714285,0.0,0.1877714285714285,0.1877714285714285,0.2437485714285714,0.1877714285714285,0.24768,0.2437485714285714,0.21088,0.2437485714285714,0.1884228571428571,0.1877714285714285,0.21936
Approval Voting (AV),0.0109371428571428,0.2857142857142857,0.2448685714285714,0.0405485714285714,0.22592,0.1877714285714285,0.0,0.0,0.2413371428571428,0.0,0.2484114285714285,0.2413371428571428,0.1114971428571428,0.2413371428571428,0.0308,0.0,0.1254514285714285
Proportional Approval Voting (PAV),0.0109371428571428,0.2857142857142857,0.2448685714285714,0.0405485714285714,0.22592,0.1877714285714285,0.0,0.0,0.2413371428571428,0.0,0.2484114285714285,0.2413371428571428,0.1114971428571428,0.2413371428571428,0.0308,0.0,0.1254514285714285
Approval Chamberlin-Courant (CC),0.2424457142857143,0.2584571428571428,0.24488,0.2470057142857142,0.2553942857142857,0.2437485714285714,0.2413371428571428,0.2413371428571428,0.0,0.2413371428571428,0.2857142857142857,0.0,0.2557828571428571,0.0,0.2500342857142857,0.2413371428571428,0.2447085714285714
Lexicographic Chamberlin-Courant (lex-CC),0.0109371428571428,0.2857142857142857,0.2448685714285714,0.0405485714285714,0.22592,0.1877714285714285,0.0,0.0,0.2413371428571428,0.0,0.2484114285714285,0.2413371428571428,0.1114971428571428,0.2413371428571428,0.0308,0.0,0.1254514285714285
