Unnamed: 0,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0,0.8571428571428571,0.4908228571428571,0.0625942857142857,0.2310057142857143,0.1060114285714285,0.1088114285714285,0.1088114285714285,0.4687428571428571,0.1088114285714285,0.5069028571428571,0.3036342857142857,0.1779314285714285,0.1889942857142857,0.1145142857142857,0.1088114285714285,0.2021942857142857
Max Violations Committee,0.8571428571428571,0.0,0.49,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.4865714285714286,0.8571428571428571,0.4998857142857142,0.6306628571428572,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
Random Choice,0.4908228571428571,0.49,0.0,0.4908685714285714,0.4891771428571428,0.4898971428571428,0.4895657142857142,0.4895657142857142,0.4912571428571428,0.4895657142857142,0.48944,0.4898628571428571,0.4899542857142857,0.4898742857142857,0.4895542857142857,0.4895657142857142,0.4893942857142857
Borda ranking,0.0625942857142857,0.8571428571428571,0.4908685714285714,0.0,0.2128571428571428,0.1050742857142857,0.1050285714285714,0.1050285714285714,0.4937942857142857,0.1050285714285714,0.4789828571428571,0.3130971428571428,0.1702857142857143,0.2187657142857142,0.1020914285714285,0.1050285714285714,0.1987885714285714
Plurality ranking,0.2310057142857143,0.8571428571428571,0.4891771428571428,0.2128571428571428,0.0,0.2154742857142857,0.2257371428571428,0.2257371428571428,0.64872,0.2257371428571428,0.3572571428571429,0.4669828571428571,0.19448,0.2857142857142857,0.2041257142857143,0.2257371428571428,0.2161142857142857
STV,0.1060114285714285,0.8571428571428571,0.4898971428571428,0.1050742857142857,0.2154742857142857,0.0,0.1190971428571428,0.1190971428571428,0.4898742857142857,0.1190971428571428,0.48408,0.3146057142857142,0.1762628571428571,0.2156914285714285,0.1168228571428571,0.1190971428571428,0.1992342857142857
Approval Voting (AV),0.1088114285714285,0.8571428571428571,0.4895657142857142,0.1050285714285714,0.2257371428571428,0.1190971428571428,0.0,0.0,0.4778628571428571,0.0,0.49488,0.2884342857142857,0.1590057142857142,0.2039771428571428,0.0408457142857142,0.0,0.1951428571428571
Proportional Approval Voting (PAV),0.1088114285714285,0.8571428571428571,0.4895657142857142,0.1050285714285714,0.2257371428571428,0.1190971428571428,0.0,0.0,0.4778628571428571,0.0,0.49488,0.2884342857142857,0.1590057142857142,0.2039771428571428,0.0408457142857142,0.0,0.1951428571428571
Approval Chamberlin-Courant (CC),0.4687428571428571,0.4865714285714286,0.4912571428571428,0.4937942857142857,0.64872,0.4898742857142857,0.4778628571428571,0.4778628571428571,0.0,0.4778628571428571,0.8571428571428571,0.2466171428571428,0.51192,0.3705714285714285,0.5035542857142857,0.4778628571428571,0.4913371428571428
Lexicographic Chamberlin-Courant (lex-CC),0.1088114285714285,0.8571428571428571,0.4895657142857142,0.1050285714285714,0.2257371428571428,0.1190971428571428,0.0,0.0,0.4778628571428571,0.0,0.49488,0.2884342857142857,0.1590057142857142,0.2039771428571428,0.0408457142857142,0.0,0.1951428571428571
Sequential Approval Chamberlin-Courant (seq-CC),0.5069028571428571,0.4998857142857142,0.48944,0.4789828571428571,0.3572571428571429,0.48408,0.49488,0.49488,0.8571428571428571,0.49488,0.0,0.6676571428571428,0.4621371428571428,0.6429714285714285,0.4702057142857143,0.49488,0.4836914285714285
Monroe's Approval Rule (Monroe),0.3036342857142857,0.6306628571428572,0.4898628571428571,0.3130971428571428,0.4669828571428571,0.3146057142857142,0.2884342857142857,0.2884342857142857,0.2466171428571428,0.2884342857142857,0.6676571428571428,0.0,0.3470971428571429,0.33536,0.3110171428571429,0.2884342857142857,0.3630971428571428
Greedy Monroe,0.1779314285714285,0.8571428571428571,0.4899542857142857,0.1702857142857143,0.19448,0.1762628571428571,0.1590057142857142,0.1590057142857142,0.51192,0.1590057142857142,0.4621371428571428,0.3470971428571429,0.0,0.2313371428571428,0.1540457142857142,0.1590057142857142,0.2060914285714285
Minimax Approval Voting (MAV),0.1889942857142857,0.8571428571428571,0.4898742857142857,0.2187657142857142,0.2857142857142857,0.2156914285714285,0.2039771428571428,0.2039771428571428,0.3705714285714285,0.2039771428571428,0.6429714285714285,0.33536,0.2313371428571428,0.0,0.2247885714285714,0.2039771428571428,0.2150628571428571
Method of Equal Shares (aka Rule X) with Phragmén phase,0.1145142857142857,0.8571428571428571,0.4895542857142857,0.1020914285714285,0.2041257142857143,0.1168228571428571,0.0408457142857142,0.0408457142857142,0.5035542857142857,0.0408457142857142,0.4702057142857143,0.3110171428571429,0.1540457142857142,0.2247885714285714,0.0,0.0408457142857142,0.1942742857142857
E Pluribus Hugo (EPH),0.1088114285714285,0.8571428571428571,0.4895657142857142,0.1050285714285714,0.2257371428571428,0.1190971428571428,0.0,0.0,0.4778628571428571,0.0,0.49488,0.2884342857142857,0.1590057142857142,0.2039771428571428,0.0408457142857142,0.0,0.1951428571428571
Random Serial Dictator,0.2021942857142857,0.8571428571428571,0.4893942857142857,0.1987885714285714,0.2161142857142857,0.1992342857142857,0.1951428571428571,0.1951428571428571,0.4913371428571428,0.1951428571428571,0.4836914285714285,0.3630971428571428,0.2060914285714285,0.2150628571428571,0.1942742857142857,0.1951428571428571,0.0
