Unnamed: 0,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Min Violations Committee,0.0,0.6379333333333334,0.44452,0.0787733333333333,0.2974266666666667,0.2283733333333333,0.1484,0.1953466666666666,0.2826,0.2745466666666666,0.2727866666666667,0.2510933333333333,0.2495066666666666,0.4233733333333333,0.19828,0.1565066666666666,0.3483333333333333
Max Violations Committee,0.6379333333333334,0.0,0.4449733333333333,0.63084,0.5832,0.6033866666666666,0.6340133333333333,0.6004266666666667,0.5574933333333333,0.56164,0.5440533333333334,0.5852133333333334,0.5599466666666667,0.4842266666666667,0.5953066666666667,0.6302133333333333,0.5214533333333333
Random Choice,0.44452,0.4449733333333333,0.0,0.4458933333333333,0.4427733333333333,0.4429866666666666,0.4437866666666666,0.4429733333333333,0.4440533333333333,0.4442533333333333,0.4441333333333333,0.4434933333333333,0.4439466666666666,0.4434933333333333,0.44308,0.4439733333333333,0.4461733333333333
Borda ranking,0.0787733333333333,0.63084,0.4458933333333333,0.0,0.3130266666666667,0.2296133333333333,0.1661066666666666,0.1809866666666666,0.26,0.24996,0.24752,0.2293466666666666,0.22536,0.4421733333333333,0.18352,0.16232,0.3503066666666666
Plurality ranking,0.2974266666666667,0.5832,0.4427733333333333,0.3130266666666667,0.0,0.1693066666666666,0.2583466666666666,0.30528,0.3659066666666666,0.36072,0.3621066666666667,0.3341733333333333,0.3418533333333333,0.45656,0.3028266666666667,0.2661333333333333,0.3743866666666666
STV,0.2283733333333333,0.6033866666666666,0.4429866666666666,0.2296133333333333,0.1693066666666666,0.0,0.2147333333333333,0.2303066666666666,0.2990533333333333,0.2922266666666667,0.2975066666666666,0.2648,0.27408,0.43624,0.2318,0.2127866666666666,0.3629333333333333
Approval Voting (AV),0.1484,0.6340133333333333,0.4437866666666666,0.1661066666666666,0.2583466666666666,0.2147333333333333,0.0,0.1385466666666666,0.2413733333333333,0.2329066666666666,0.2338533333333333,0.20764,0.2081733333333333,0.4329866666666667,0.1419866666666666,0.0419733333333333,0.3341866666666667
Proportional Approval Voting (PAV),0.1953466666666666,0.6004266666666667,0.4429733333333333,0.1809866666666666,0.30528,0.2303066666666666,0.1385466666666666,0.0,0.1220933333333333,0.1085466666666666,0.1410666666666666,0.0932666666666666,0.1129066666666666,0.4319066666666666,0.0484933333333333,0.1128,0.3454
Approval Chamberlin-Courant (CC),0.2826,0.5574933333333333,0.4440533333333333,0.26,0.3659066666666666,0.2990533333333333,0.2413733333333333,0.1220933333333333,0.0,0.0192533333333333,0.1060666666666666,0.0804666666666666,0.1161333333333333,0.4249066666666666,0.14316,0.2206266666666666,0.3664
Lexicographic Chamberlin-Courant (lex-CC),0.2745466666666666,0.56164,0.4442533333333333,0.24996,0.36072,0.2922266666666667,0.2329066666666666,0.1085466666666666,0.0192533333333333,0.0,0.08944,0.0818533333333333,0.1010533333333333,0.43424,0.1298933333333333,0.21076,0.3645733333333333
Sequential Approval Chamberlin-Courant (seq-CC),0.2727866666666667,0.5440533333333334,0.4441333333333333,0.24752,0.3621066666666667,0.2975066666666666,0.2338533333333333,0.1410666666666666,0.1060666666666666,0.08944,0.0,0.1623733333333333,0.0371066666666666,0.4524133333333333,0.1067866666666666,0.2101866666666666,0.3657466666666666
Monroe's Approval Rule (Monroe),0.2510933333333333,0.5852133333333334,0.4434933333333333,0.2293466666666666,0.3341733333333333,0.2648,0.20764,0.0932666666666666,0.0804666666666666,0.0818533333333333,0.1623733333333333,0.0,0.1340933333333333,0.42576,0.11304,0.18712,0.35916
Greedy Monroe,0.2495066666666666,0.5599466666666667,0.4439466666666666,0.22536,0.3418533333333333,0.27408,0.2081733333333333,0.1129066666666666,0.1161333333333333,0.1010533333333333,0.0371066666666666,0.1340933333333333,0.0,0.4517333333333333,0.07876,0.1839866666666666,0.35788
Minimax Approval Voting (MAV),0.4233733333333333,0.4842266666666667,0.4434933333333333,0.4421733333333333,0.45656,0.43624,0.4329866666666667,0.4319066666666666,0.4249066666666666,0.43424,0.4524133333333333,0.42576,0.4517333333333333,0.0,0.4433066666666667,0.4362666666666667,0.4427066666666667
Method of Equal Shares (aka Rule X) with Phragmén phase,0.19828,0.5953066666666667,0.44308,0.18352,0.3028266666666667,0.2318,0.1419866666666666,0.0484933333333333,0.14316,0.1298933333333333,0.1067866666666666,0.11304,0.07876,0.4433066666666667,0.0,0.11464,0.34508
E Pluribus Hugo (EPH),0.1565066666666666,0.6302133333333333,0.4439733333333333,0.16232,0.2661333333333333,0.2127866666666666,0.0419733333333333,0.1128,0.2206266666666666,0.21076,0.2101866666666666,0.18712,0.1839866666666666,0.4362666666666667,0.11464,0.0,0.33648
Random Serial Dictator,0.3483333333333333,0.5214533333333333,0.4461733333333333,0.3503066666666666,0.3743866666666666,0.3629333333333333,0.3341866666666667,0.3454,0.3664,0.3645733333333333,0.3657466666666666,0.35916,0.35788,0.4427066666666667,0.34508,0.33648,0.0
NN-all,0.0090913333333333,0.6387326666666667,0.44456,0.0763546666666666,0.2958719999999999,0.2267766666666666,0.1465593333333333,0.1937326666666666,0.2813259999999999,0.2732213333333333,0.2713893333333333,0.2497933333333333,0.2481253333333333,0.4246566666666667,0.1966793333333333,0.1545386666666666,0.347538
