Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.001337272727272727,0.02759239235458809,0.00024200000000000003,0.014627030878187147,0.0005119999999999999,0.022035440440082054,9.600000000000002e-05,0.009717385745873027,0.00074,0.02719038690645085,0.0,0.0,0.007172,0.08438242355021759,0.00056,0.02365769219513721,0.0015,0.038698179475550834,0.00074,0.02719038690645085,0.003148,0.05601738980251939,0.0,0.0
Random Choice,0.27300727272727277,0.34557812081284023,0.08056,0.2721582010522981,0.84732,0.3596787700156915,0.00616,0.07824355820130417,0.16928,0.37499904213204566,0.73636,0.4406063440305664,0.35972,0.4799182447041874,0.12232,0.32765502834532345,0.17156,0.3769975681618435,0.13864,0.3455704709607766,0.26996,0.4439387327098325,0.1012,0.30159336862737257
Borda ranking,0.01645090909090909,0.06736578634989586,0.0,0.0,0.09808,0.2974227859461566,0.0,0.0,0.00116,0.03403901291166303,0.07604,0.2650621029118001,0.00256,0.050531637614477036,0.00044,0.02097156169673646,0.0,0.0,0.00116,0.03403901291166303,0.00152,0.03895753585635825,0.0,0.0
Plurality ranking,0.11265454545454544,0.195101986147246,0.00996,0.09930155285792783,0.51732,0.49969992755656745,0.0,0.0,0.04304,0.2029471813059093,0.44716,0.4972000949315576,0.009,0.0944404574321638,0.0,0.0,0.05936,0.23629725008986385,0.0,0.0,0.11032,0.31328820213980685,0.04304,0.2029471813059093
Approval Voting (AV),0.03548,0.08835570738737811,0.00016,0.01264809867133982,0.21464,0.4105723692602305,8e-05,0.008943914131970331,0.00044,0.020971561696736633,0.16676,0.3727614550889601,0.00632,0.07924681444700876,8e-05,0.008943914131967188,0.00136,0.036853092136209326,0.00044,0.020971561696736633,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.05619636363636364,0.11355444600502022,0.00032,0.01788568142397295,0.33208,0.4709595243756065,8e-05,0.008943914131970331,0.0042,0.06467116822819369,0.2662,0.44197008948572536,0.00512,0.071370761520373,0.00248,0.04973780855646288,0.00348,0.05888879010472405,0.0042,0.06467116822819369,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.18453818181818182,0.277415082539947,0.00032,0.01788568142397295,0.72212,0.4479539101290698,0.00604,0.07748237477002523,0.13972,0.3466962959133024,0.63264,0.48208570856234734,0.09656,0.29535769229871356,0.07864,0.2691760583707052,0.04212,0.20086290249824681,0.09336,0.2909362651853648,0.11808,0.3227028255221273,0.10032,0.30042619326554226
Lexicographic Chamberlin-Courant (lex-CC),0.11108363636363636,0.16744333616724244,0.00032,0.01788568142397295,0.58344,0.49298860676490375,8e-05,0.008943914131970331,0.032,0.17600000000000296,0.49716,0.49999193433493927,0.03468,0.18296802343574842,0.02348,0.15142222293971375,0.01876,0.1356763148084123,0.032,0.17600000000000296,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.17684363636363637,0.2787112360320784,0.00016,0.01264809867133982,0.67864,0.4669986620966844,0.00616,0.07824355820130409,0.12668,0.33261415724535104,0.59652,0.4905954439250963,0.08136,0.27338718038711923,0.06704,0.25009126014324196,0.05664,0.23115343475711378,0.07852,0.2689881216707974,0.15196,0.3589821143177363,0.1016,0.30212156493707865
Monroe's Approval Rule (Monroe),0.08608727272727272,0.1552218667523166,0.0004,0.01999599959991836,0.47228,0.49923101025487643,8e-05,0.008943914131970331,0.0178,0.13222390101640139,0.38956,0.4876504961548665,0.0216,0.1453734501207287,0.01228,0.11013265455803715,0.00544,0.0735554647867972,0.0178,0.13222390101640139,0.00972,0.09810974263548498,0.0,0.0
Greedy Monroe,0.07615272727272727,0.13605149488550428,0.00016,0.01264809867133982,0.43288,0.4954744247688156,8e-05,0.008943914131970664,0.00816,0.08996340589371388,0.36052,0.4801513611352006,0.01016,0.10028347022312924,0.00524,0.0721979390287475,0.01012,0.10008788937730088,0.00816,0.08996340589371388,0.0022,0.04685253461661492,0.0,0.0
Minimax Approval Voting (MAV),0.1676690909090909,0.24020657548257338,0.0448,0.2068645933938255,0.72964,0.44414577606906785,0.00012,0.010953793863309953,0.05212,0.22226899378904713,0.61936,0.4855442208492018,0.18944,0.39185773745067964,0.04156,0.19958147809857738,0.07636,0.26557324865277154,0.05212,0.22226899378904713,0.03884,0.19321349435277932,0.0,0.0
