Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.021756727272727275,0.07790075264076189,6.000000000000001e-05,0.004771656042620203,0.000602,0.024304253746616558,0.0,0.0,0.101482,0.3019658259351462,0.0,0.0,0.068362,0.2523659672020907,0.0,0.0,0.0,0.0,0.068362,0.2523659672020907,0.00045599999999999997,0.02113460891981648,0.0,0.0
Random Choice,0.29756000000000005,0.3340210769608205,0.17844,0.3828827057991166,0.7836,0.4117900435901168,0.0,0.0,0.3682,0.4823160374692546,0.71748,0.4502248878060947,0.30228,0.4592459053710355,0.01184,0.10816568032422551,0.30024,0.458362239282338,0.30228,0.4592459053710355,0.3088,0.4619984415558081,0.0,0.0
Borda ranking,0.03199636363636364,0.12074386221243616,0.0,0.0,0.12204,0.3273320002688203,0.0,0.0,0.04608,0.20965837355091096,0.10732,0.3095196562417375,0.02564,0.158058819431261,0.0,0.0,0.02516,0.1566109012808382,0.02564,0.158058819431261,8e-05,0.008943914131968777,0.0,0.0
Plurality ranking,0.1401890909090909,0.18890692352589514,0.042,0.20058913230777609,0.55752,0.49668043005536394,0.0,0.0,0.00352,0.059225075770325875,0.5086,0.4999260345290976,0.0,0.0,0.0,0.0,0.20476,0.4035261359565204,0.0,0.0,0.22568,0.4180293501657629,0.0,0.0
Approval Voting (AV),0.06194909090909091,0.1598874637937609,0.00112,0.03344765462630379,0.1384,0.34531933047546615,0.0,0.0,0.1678,0.3736885869277277,0.121,0.3261272757682726,0.12644,0.3323445898461657,0.00024,0.015490074241268493,0.0,0.0,0.12644,0.3323445898461657,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.06194909090909091,0.1598874637937609,0.00112,0.03344765462630379,0.1384,0.34531933047546615,0.0,0.0,0.1678,0.3736885869277277,0.121,0.3261272757682726,0.12644,0.3323445898461657,0.00024,0.015490074241268493,0.0,0.0,0.12644,0.3323445898461657,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.2959381818181818,0.33417123116047276,0.17752,0.3821081647911053,0.77904,0.41489357478759775,0.0,0.0,0.36352,0.4810126917244512,0.7132,0.452267354559311,0.30156,0.45893525294973114,0.01184,0.1081656803242255,0.30188,0.4590734860564951,0.30156,0.45893525294973114,0.3052,0.4604920846225524,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.06194909090909091,0.1598874637937609,0.00112,0.03344765462630379,0.1384,0.34531933047546615,0.0,0.0,0.1678,0.3736885869277277,0.121,0.3261272757682726,0.12644,0.3323445898461657,0.00024,0.015490074241268493,0.0,0.0,0.12644,0.3323445898461657,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.28067999999999993,0.32908391634615053,0.14012,0.3471114887179045,0.75432,0.43048964865613804,0.0,0.0,0.36308,0.48088763094935444,0.69668,0.4596922640201617,0.30024,0.45836223928233755,0.01244,0.1108388307408236,0.29344,0.45533829885034977,0.30024,0.45836223928233755,0.22692,0.41884043930824866,0.0,0.0
Monroe's Approval Rule (Monroe),0.29319272727272727,0.3338642214290084,0.17616,0.38095623685671925,0.77336,0.4186577485250095,0.0,0.0,0.3604,0.4801164858655694,0.70752,0.45490158232307215,0.29908,0.457854948209593,0.01148,0.10652797566835469,0.2962,0.4565802886678194,0.29908,0.457854948209593,0.30184,0.4590562213933624,0.0,0.0
Greedy Monroe,0.10902909090909092,0.21935038896032086,0.00664,0.08121521039805765,0.3142,0.4641964670265688,0.0,0.0,0.20408,0.40302773304085365,0.291,0.4542235132619012,0.15952,0.36616030587707177,0.0012,0.03462022530255145,0.06316,0.24325051777945295,0.15952,0.36616030587707177,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.2959381818181818,0.33417123116047276,0.17752,0.3821081647911053,0.77904,0.41489357478759775,0.0,0.0,0.36352,0.4810126917244512,0.7132,0.452267354559311,0.30156,0.45893525294973114,0.01184,0.1081656803242255,0.30188,0.4590734860564951,0.30156,0.45893525294973114,0.3052,0.4604920846225524,0.0,0.0
