Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.020240545454545456,0.07352324828694268,1e-05,0.0015811072069915589,0.00012600000000000003,0.010684523923483931,0.0,0.0,0.095428,0.2938050276883326,0.0,0.0,0.06341,0.24369876024483333,0.0,0.0,0.0,0.0,0.06341,0.24369876024483333,0.00026199999999999997,0.015287551847894631,0.0,0.0
Random Choice,0.29738545454545456,0.33563239579091575,0.18108,0.3850844499586518,0.7744,0.417976841463805,0.0,0.0,0.36464,0.48132906664775205,0.71364,0.45205967570669053,0.30004,0.45827502484857957,0.01272,0.11206338206566943,0.31332,0.46384326835693385,0.30004,0.45827502484857957,0.31136,0.46304961980341136,0.0,0.0
Borda ranking,0.031410909090909093,0.11951422352847026,0.0,0.0,0.12024,0.32524197515073455,0.0,0.0,0.04316,0.2032171606926855,0.1072,0.3093673544509377,0.02504,0.1562465948428913,0.0,0.0,0.02476,0.15539286470106545,0.02504,0.1562465948428913,8e-05,0.008943914131967176,0.0,0.0
Plurality ranking,0.1377672727272727,0.18710970925536186,0.03692,0.1885654093411882,0.54828,0.4976635827545228,0.0,0.0,0.003,0.054690035655507056,0.50332,0.4999889774784543,0.0,0.0,0.0,0.0,0.20688,0.4050687171333318,0.0,0.0,0.21704,0.412230079445976,0.0,0.0
Approval Voting (AV),0.05769454545454545,0.1553055301882637,0.00116,0.03403901291166586,0.1326,0.3391419171969851,0.0,0.0,0.1552,0.362095236091214,0.11456,0.3184901982792584,0.11544,0.31955219667525525,0.00024,0.015490074241266825,0.0,0.0,0.11544,0.31955219667525525,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.05769454545454545,0.1553055301882637,0.00116,0.03403901291166586,0.1326,0.3391419171969851,0.0,0.0,0.1552,0.362095236091214,0.11456,0.3184901982792584,0.11544,0.31955219667525525,0.00024,0.015490074241266825,0.0,0.0,0.11544,0.31955219667525525,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.2966472727272728,0.3350230368316031,0.18052,0.38461998076016773,0.77736,0.41601854574048674,0.0,0.0,0.35932,0.47980114380855204,0.71624,0.4508217634497812,0.29504,0.4560607398144294,0.01324,0.11430092913007407,0.31448,0.46430844230977675,0.29504,0.4560607398144294,0.31188,0.4632611203199364,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.05769454545454545,0.1553055301882637,0.00116,0.03403901291166586,0.1326,0.3391419171969851,0.0,0.0,0.1552,0.362095236091214,0.11456,0.3184901982792584,0.11544,0.31955219667525525,0.00024,0.015490074241266825,0.0,0.0,0.11544,0.31955219667525525,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.28281454545454543,0.32993688486813955,0.1424,0.3494599261718868,0.75568,0.4296832991866955,0.0,0.0,0.36084,0.4802442028801978,0.69784,0.45919422296023715,0.2992,0.4579075889304087,0.01216,0.10959988321164799,0.31148,0.4630984880130337,0.2992,0.4579075889304087,0.23216,0.42221053326501906,0.0,0.0
Monroe's Approval Rule (Monroe),0.2934472727272728,0.334634286487407,0.17888,0.3832518044314966,0.77068,0.4203954538288862,0.0,0.0,0.35556,0.4786826573002585,0.70956,0.4539654242341208,0.29224,0.4547920210382178,0.01264,0.1117149515508015,0.3078,0.46158331858939766,0.29224,0.4547920210382178,0.30832,0.4617994993500803,0.0,0.0
Greedy Monroe,0.10432363636363638,0.21622054878360542,0.0062,0.07849560497249582,0.30216,0.45919422296023665,0.0,0.0,0.19436,0.39570720286602556,0.27836,0.4481916000997142,0.1514,0.358438335003448,0.00148,0.03844228921382899,0.0622,0.2415184465004621,0.1514,0.358438335003448,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.2966472727272728,0.3350230368316031,0.18052,0.38461998076016773,0.77736,0.41601854574048674,0.0,0.0,0.35932,0.47980114380855204,0.71624,0.4508217634497812,0.29504,0.4560607398144294,0.01324,0.11430092913007407,0.31448,0.46430844230977675,0.29504,0.4560607398144294,0.31188,0.4632611203199364,0.0,0.0
