Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.002536181818181819,0.037901938357561844,0.000704,0.02646544335726932,0.008798000000000002,0.0931562671137531,4e-05,0.006324428827966097,0.000924,0.030368202497187878,0.0,0.0,0.009554,0.09723787264005031,0.0006940000000000001,0.026320097374532843,0.001368,0.036948579858465266,0.000924,0.030368202497187878,0.0048920000000000005,0.06973222776676757,0.0,0.0
Random Choice,0.25702909090909093,0.31248267801879354,0.05244,0.22291264297921706,0.8646,0.34215031784299355,4e-05,0.006324428827966098,0.11712,0.3215632217775466,0.727,0.4455008417501273,0.40988,0.4918113313050227,0.09124,0.28795010401117055,0.12908,0.3352884632670512,0.09896,0.29860830263075744,0.2768,0.44741676320851775,0.06016,0.2377830406063584
Borda ranking,0.019141818181818183,0.07517158057440167,0.0,0.0,0.11544,0.3195521966752552,0.0,0.0,0.00156,0.03946601576039502,0.08372,0.2769674377972597,0.00468,0.0682502571423503,0.00112,0.033447654626305195,0.0,0.0,0.00156,0.03946601576039502,0.00248,0.0497378085564578,0.0,0.0
Plurality ranking,0.12164363636363636,0.1947897659235092,0.0062,0.07849560497249461,0.57956,0.4936296247188021,0.0,0.0,0.0506,0.21917946984145578,0.48528,0.4997832746300227,0.01544,0.12329479469953307,0.0,0.0,0.0398,0.19548902782511618,0.0,0.0,0.1106,0.3136361586297208,0.0506,0.21917946984145578
Approval Voting (AV),0.049370909090909104,0.09789775339626491,4e-05,0.006324428827965899,0.2946,0.4558627425004652,0.0,0.0,0.00012,0.010953793863310824,0.22992,0.4207811706814513,0.01688,0.1288218366582308,4e-05,0.006324428827967096,0.00136,0.036853092136212066,0.00012,0.010953793863310824,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.06425818181818183,0.11039863122890893,4e-05,0.006324428827966658,0.38588,0.486802450281432,0.0,0.0,0.00292,0.05395807261198348,0.30708,0.4612828563907368,0.00412,0.06405486398391884,0.00196,0.04422847951263664,0.00192,0.04377571929734057,0.00292,0.05395807261198348,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.15810181818181815,0.2321828716939035,8e-05,0.00894391413196887,0.7184,0.44977932366888834,0.0,0.0,0.08412,0.2775676955267345,0.61696,0.48612792390479376,0.05612,0.2301533089052198,0.04928,0.21645203071353414,0.02636,0.16020346563041404,0.0528,0.22363398668363668,0.07376,0.2613799196571328,0.06124,0.23977001981061502
Lexicographic Chamberlin-Courant (lex-CC),0.10773818181818182,0.1467759219231672,8e-05,0.00894391413196887,0.60052,0.4897915164639066,0.0,0.0,0.01752,0.1311985121866563,0.50584,0.4999658932367903,0.02072,0.14244536356089443,0.01444,0.11929579372299975,0.00848,0.09169563566496679,0.01752,0.1311985121866563,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.15149454545454547,0.23036391505147646,4e-05,0.006324428827966658,0.691,0.4620811617021249,4e-05,0.006324428827966098,0.07712,0.26678175649772307,0.59372,0.4911380270351286,0.05048,0.21893325375551256,0.0454,0.20817982611198585,0.02688,0.16173269799267984,0.0476,0.21291838812089722,0.07384,0.26151033325659406,0.06032,0.23807876343766224
Monroe's Approval Rule (Monroe),0.09269454545454545,0.1405132690648424,0.00012,0.010953793863312612,0.53252,0.49894132881523334,0.0,0.0,0.01008,0.09989190958228597,0.43584,0.4958664078156595,0.01428,0.11864266348999669,0.00724,0.08477961075634886,0.0038,0.06152690468405559,0.01008,0.09989190958228597,0.00568,0.07515143112408804,0.0,0.0
Greedy Monroe,0.08666545454545455,0.12670978412154546,4e-05,0.006324428827966658,0.50984,0.49990316502303206,4e-05,0.006324428827966098,0.0048,0.06911555541266659,0.41732,0.4931166369127025,0.00676,0.08194084695681902,0.00352,0.059225075770327276,0.00436,0.06588619278725182,0.0048,0.06911555541266659,0.00184,0.04285573940560165,0.0,0.0
Minimax Approval Voting (MAV),0.19037454545454546,0.24984897655364263,0.03992,0.19577127879233386,0.7712,0.42006018616384705,0.0,0.0,0.03736,0.18964237501146222,0.64048,0.47985973950733607,0.30036,0.4584145180946749,0.03048,0.17190395457931867,0.09744,0.2965559751547688,0.03736,0.18964237501146222,0.13952,0.34648833977486493,0.0,0.0
