Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.0027067272727272734,0.030105630733663905,0.00019600000000000005,0.01333169304572562,0.0004180000000000001,0.01986365163982391,0.0,0.0,0.009712,0.09805731202932469,0.0,0.0,0.009712,0.09805731202932469,1.2000000000000002e-05,0.0018973286483896915,0.0,0.0,0.009712,0.09805731202932469,1.2000000000000002e-05,0.0018973286483896915,0.0,0.0
Random Choice,0.3083781818181818,0.34894157892896716,0.1504,0.35746306102864966,0.8074,0.394341527105556,0.0,0.0,0.4134,0.4924433368420086,0.75796,0.4283183843824657,0.30172,0.45900440259335934,0.07564,0.26442123666608414,0.382,0.48587652752531135,0.30172,0.45900440259335934,0.19088,0.3929946890226738,0.01104,0.10448980045917096
Borda ranking,0.0073490909090909076,0.051868589242671674,0.0,0.0,0.03924,0.19416545109773978,0.0,0.0,0.00448,0.06678270434774909,0.02804,0.1650871236650856,0.00448,0.06678270434774909,0.0,0.0,0.00012,0.010953793863315643,0.00448,0.06678270434774909,0.0,0.0,0.0,0.0
Plurality ranking,0.11562181818181821,0.18492799463312923,0.0008,0.02827295527531143,0.45944,0.4983521710598685,0.0,0.0,0.06752,0.2509204049096027,0.42968,0.4950304006826268,0.0,0.0,0.0,0.0,0.249,0.4324338099639776,0.0,0.0,0.05508,0.2281363487040585,0.01032,0.10106185036897544
Approval Voting (AV),0.022567272727272724,0.09570830562325966,0.00036,0.018970250393709972,0.09628,0.2949748490973923,0.0,0.0,0.02608,0.15937325246101391,0.07336,0.26072650498171235,0.02608,0.15937325246101391,0.0,0.0,0.0,0.0,0.02608,0.15937325246101391,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.022567272727272724,0.09570830562325966,0.00036,0.018970250393709972,0.09628,0.2949748490973923,0.0,0.0,0.02608,0.15937325246101391,0.07336,0.26072650498171235,0.02608,0.15937325246101391,0.0,0.0,0.0,0.0,0.02608,0.15937325246101391,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.30646909090909086,0.3486982127583186,0.14916,0.35624611492613806,0.80392,0.3970297641234871,0.0,0.0,0.41036,0.49189904492683284,0.7564,0.42925405065069727,0.29816,0.45745012230842197,0.07664,0.26601937974522133,0.37948,0.4852575909762941,0.29816,0.45745012230842197,0.18784,0.39058434991681823,0.01104,0.10448980045917147
Lexicographic Chamberlin-Courant (lex-CC),0.022567272727272724,0.09570830562325966,0.00036,0.018970250393709972,0.09628,0.2949748490973923,0.0,0.0,0.02608,0.15937325246101391,0.07336,0.26072650498171235,0.02608,0.15937325246101391,0.0,0.0,0.0,0.0,0.02608,0.15937325246101391,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.28452000000000005,0.33646360073518083,0.10704,0.30916409623370666,0.7932,0.405010814670509,0.0,0.0,0.36156,0.48045225194602553,0.74592,0.43534280010123094,0.2518,0.43404695598515936,0.0642,0.245108873768361,0.38128,0.48570110314874604,0.2518,0.43404695598515936,0.16204,0.3684875010092634,0.01088,0.10373825523882825
Monroe's Approval Rule (Monroe),0.2442072727272727,0.32570669126515256,0.12396,0.32953591367249757,0.67772,0.4673495496949419,0.0,0.0,0.31152,0.4631147693607006,0.6302,0.48275041170357536,0.27072,0.44433172472830734,0.05144,0.22089347296830797,0.25328,0.4348899189449627,0.27072,0.44433172472830734,0.09672,0.29557611811507767,0.0,0.0
Greedy Monroe,0.05751272727272728,0.15291979617067902,0.00416,0.06436376620426715,0.25388,0.43522976184992224,0.0,0.0,0.04396,0.20500614234697997,0.22076,0.414758993151413,0.04396,0.20500614234697997,4e-05,0.0063244288279665425,0.02192,0.14642238080296063,0.04396,0.20500614234697997,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.29963272727272733,0.3385361634292536,0.14692,0.3540261481868331,0.79288,0.4052422801238206,0.0,0.0,0.39932,0.4897586523994241,0.74536,0.43565866271656417,0.29592,0.4564552043738337,0.0744,0.26242073088841933,0.36844,0.48238155686138234,0.29592,0.4564552043738337,0.1768,0.38149935779767846,0.0,0.0
