Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.015085454545454548,0.0653412326055245,0.00010400000000000001,0.007865704758643205,0.00014600000000000003,0.011441822757262294,0.0,0.0,0.07294199999999999,0.26004054141798766,0.0,0.0,0.04617600000000001,0.209864824606583,0.0,0.0,0.0,0.0,0.04617600000000001,0.209864824606583,0.000396,0.019675840513710567,0.0,0.0
Random Choice,0.30414545454545455,0.36736570627739584,0.17412,0.3792126390298306,0.76096,0.42649721968607296,4e-05,0.006324428827966963,0.39296,0.4884080654534449,0.6808,0.4661666654748944,0.28324,0.45057197249720293,0.04364,0.20429280555127607,0.34496,0.47535523390402373,0.28324,0.45057197249720293,0.32872,0.4697479766854152,0.05292,0.22387378944402403
Borda ranking,0.025745454545454547,0.11101762675207973,0.0,0.0,0.10052,0.30069208436540096,0.0,0.0,0.03424,0.18184505052384334,0.08404,0.2774477940082229,0.01708,0.12956957050173568,0.0,0.0,0.02908,0.16803081146027532,0.01708,0.12956957050173568,0.00116,0.034039012911663113,0.0,0.0
Plurality ranking,0.1453527272727273,0.2237471633061803,0.02812,0.1653156544311597,0.53088,0.4990455145574661,0.0,0.0,0.0634,0.24368102100897648,0.47524,0.4993865660988145,0.0,0.0,0.0,0.0,0.24432,0.42968329918669557,0.0,0.0,0.20612,0.40451767031859465,0.0508,0.2195890707662764
Approval Voting (AV),0.04825090909090908,0.14541030847939587,0.00228,0.047694880228369714,0.12884,0.3350227669875921,0.0,0.0,0.12376,0.3293075498679285,0.101,0.30132872415360173,0.0872,0.2821279142516696,0.00048,0.021903643532523446,0.0,0.0,0.0872,0.2821279142516696,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.04825090909090908,0.14541030847939587,0.00228,0.047694880228369714,0.12884,0.3350227669875921,0.0,0.0,0.12376,0.3293075498679285,0.101,0.30132872415360173,0.0872,0.2821279142516696,0.00048,0.021903643532523446,0.0,0.0,0.0872,0.2821279142516696,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.30421454545454546,0.36805893380608395,0.1756,0.380479486963423,0.75736,0.42867916954294305,4e-05,0.006324428827966963,0.39704,0.48928441463020417,0.67688,0.46766811479942966,0.28684,0.452286208500826,0.0432,0.20330705841169927,0.34336,0.4748304017225852,0.28684,0.452286208500826,0.3258,0.4686729776720897,0.0534,0.22482980229493055
Lexicographic Chamberlin-Courant (lex-CC),0.04825090909090908,0.14541030847939587,0.00228,0.047694880228369714,0.12884,0.3350227669875921,0.0,0.0,0.12376,0.3293075498679285,0.101,0.30132872415360173,0.0872,0.2821279142516696,0.00048,0.021903643532523446,0.0,0.0,0.0872,0.2821279142516696,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.2912363636363636,0.36361365328332557,0.14336,0.3504395959363576,0.7402,0.43852475414741504,4e-05,0.006324428827966963,0.38372,0.4862910256214816,0.66344,0.4725329262601388,0.27404,0.4460292349162851,0.042,0.20058913230777886,0.34124,0.4741257875290861,0.27404,0.4460292349162851,0.28736,0.4525309165129963,0.05416,0.22633314914078997
Monroe's Approval Rule (Monroe),0.2592290909090909,0.33799304256062135,0.15712,0.36391387112884205,0.68068,0.4662131890025799,4e-05,0.006324428827966963,0.32808,0.46951412502724804,0.6002,0.48985708119806176,0.26724,0.4425186802836903,0.0252,0.15673212816780777,0.26668,0.44222367372182564,0.26724,0.4425186802836903,0.25904,0.43810761052512187,0.0,0.0
Greedy Monroe,0.09322181818181817,0.2071378039227235,0.00908,0.09485543526862578,0.2996,0.45808278727757235,0.0,0.0,0.15616,0.363006961916695,0.26156,0.43948420494938156,0.11448,0.3183933567145489,0.00108,0.032845602445385716,0.069,0.2534541378632,0.11448,0.3183933567145489,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.2701490909090909,0.3409575090824765,0.16204,0.368487501009264,0.70396,0.4565088371543874,4e-05,0.006324428827966963,0.34364,0.47492267833816126,0.62348,0.48451283739442896,0.27324,0.4456230496730874,0.02964,0.16959207056932313,0.28996,0.4537435381357963,0.27324,0.4456230496730874,0.2724,0.44519460913173947,0.0,0.0
