Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.037515454545454546,0.1081098066316514,0.0,0.0,0.015293999999999999,0.12265460872591605,0.0,0.0,0.149,0.3560881212266427,0.0,0.0,0.146346,0.3534524037477928,0.0,0.0,1.6000000000000003e-05,0.0021592771787899605,0.098818,0.2984170264064049,0.0031959999999999996,0.05643643566261909,0.0,0.0
Random Choice,0.3233127272727272,0.3064198301691019,0.0538,0.22562260525046232,0.89568,0.30567521587466684,0.0,0.0,0.45092,0.497585322934684,0.73128,0.44329399003370545,0.4608,0.49846099145279865,0.0062,0.0784956049724949,0.13516,0.34189439071148764,0.3648,0.48137403336701323,0.4578,0.4982159772628082,0.0,0.0
Borda ranking,0.05045454545454546,0.1468834981871363,0.0,0.0,0.17664,0.3813637507682704,0.0,0.0,0.10068,0.3009045323686569,0.13392,0.3405663424357189,0.07896,0.26967632154123455,0.0,0.0,0.00112,0.03344765462630309,0.06116,0.23962356812301264,0.00252,0.05013631019530304,0.0,0.0
Plurality ranking,0.1603018181818182,0.16960533099239028,0.01264,0.11171495155080481,0.73772,0.43987407470782763,0.0,0.0,0.00116,0.03403901291166302,0.60392,0.4890814181709003,0.00232,0.04811047287233239,0.0,0.0,0.08256,0.27521599953496595,0.0,0.0,0.323,0.4676227111677988,0.0,0.0
Approval Voting (AV),0.08214545454545456,0.17572500649547249,0.0,0.0,0.21616,0.41162465232287115,0.0,0.0,0.19572,0.39675393079333254,0.15704,0.36383847844895784,0.19744,0.3980671380558296,0.0,0.0,0.00036,0.018970250393710156,0.13688,0.343720621435496,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.09784727272727273,0.18586142237391615,0.0,0.0,0.31728,0.4654174487489339,0.0,0.0,0.20424,0.40314516293762137,0.2374,0.4254894123241844,0.17192,0.37731089780179566,0.0,0.0,0.00044,0.02097156169673663,0.14504,0.35214116260380574,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.3219672727272727,0.3065743855272538,0.05228,0.2225911085376213,0.89056,0.31219046494095115,0.0,0.0,0.44676,0.4971574221511795,0.72724,0.4453784709659791,0.45972,0.498374880586904,0.00588,0.07645538306751633,0.13416,0.34082413999015787,0.36264,0.48076213494821596,0.4624,0.49858423561126597,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.19053454545454548,0.22430498719653152,0.0,0.0,0.68828,0.46319611570045677,0.0,0.0,0.32264,0.4674862889968385,0.57332,0.49459496317684215,0.24604,0.43070212258592394,0.0026,0.05092386473942579,0.01716,0.12986737234581205,0.24584,0.43058413161654757,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.29209818181818176,0.2947134436189843,0.01332,0.11464108164175348,0.86168,0.345235539306181,0.0,0.0,0.43676,0.49598457879260005,0.70524,0.4559348006020303,0.4336,0.4955714277477867,0.00656,0.08072773005603275,0.12092,0.32603428285991065,0.35388,0.4781725061104517,0.28112,0.44954593269208076,0.0,0.0
Monroe's Approval Rule (Monroe),0.3174436363636363,0.3047886536617026,0.04932,0.2165353033571896,0.887,0.31659279840194154,0.0,0.0,0.4402,0.496411079650654,0.7242,0.4469165022685167,0.45144,0.4976363395091078,0.00556,0.07435782675683739,0.12192,0.3271933886862248,0.35664,0.4790072133068335,0.4556,0.49802473834142374,0.0,0.0
Greedy Monroe,0.15639636363636364,0.23473858229307598,0.00024,0.015490074241273,0.5352,0.4987594209637166,0.0,0.0,0.27232,0.4451537010966416,0.43472,0.4957202049543812,0.23452,0.42369844181909433,0.00076,0.02755761963595503,0.01596,0.12532070220040023,0.20452,0.40335043027130896,0.02212,0.14707381004106487,0.0,0.0
Minimax Approval Voting (MAV),0.2580945454545454,0.2916559005146121,0.0296,0.16948109039062534,0.79292,0.4052133679926825,0.0,0.0,0.39616,0.4890984097296,0.65176,0.4764125338401353,0.37328,0.4836755540648861,0.0042,0.0646711682281918,0.0656,0.2475815825137107,0.31536,0.4646590905169119,0.21016,0.40742210838398873,0.0,0.0
