Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.015603636363636365,0.07166018546928174,0.0,0.0,0.0027319999999999996,0.05177245872696795,0.0,0.0,0.058758,0.23517100189427143,0.0,0.0,0.07077600000000002,0.25645000941185175,0.0,0.0,2.4000000000000004e-05,0.002683174239589931,0.036292,0.18701535815279066,0.0030580000000000004,0.055170037736627334,0.0,0.0
Random Choice,0.30488000000000004,0.3190905388296924,0.0834,0.27648587667372243,0.8744,0.3313980084430228,4e-05,0.006324428827965789,0.33448,0.4718083610959208,0.76128,0.42630125685952347,0.40412,0.4907209243551394,0.02552,0.1576982231986115,0.23196,0.4220835917209553,0.27348,0.4457450948692308,0.365,0.4814301610825243,0.0,0.0
Borda ranking,0.03351272727272728,0.11760418313586642,0.0,0.0,0.14308,0.3501544139376679,0.0,0.0,0.04252,0.20177227163315953,0.11904,0.3238355730922767,0.03592,0.18609071336314428,0.0,0.0,0.00076,0.02755761963595837,0.025,0.1561249499599922,0.00232,0.04811047287233186,0.0,0.0
Plurality ranking,0.13850181818181817,0.16736419638286384,0.0118,0.10798499895821173,0.64616,0.47816028107737013,0.0,0.0,0.00024,0.015490074241268277,0.56664,0.49553921176843513,0.00192,0.04377571929734113,0.0,0.0,0.10464,0.3060889909814756,0.0,0.0,0.19212,0.3939668838874004,0.0,0.0
Approval Voting (AV),0.046229090909090914,0.13857151429430822,0.0,0.0,0.15544,0.36232362109038635,0.0,0.0,0.07764,0.26760424211880335,0.12392,0.3294902632855719,0.09864,0.2981780515061471,8e-05,0.008943914131968576,0.00136,0.03685309213620873,0.05144,0.22089347296830422,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.06461454545454545,0.15540342860970602,0.0,0.0,0.2594,0.438305418629567,0.0,0.0,0.09316,0.2906565230646311,0.21248,0.40906264752470867,0.0796,0.2706729391720338,0.00032,0.01788568142397311,0.0014,0.03739037309254008,0.0644,0.24546413179931248,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.30444,0.3196146832409778,0.08584,0.28012763947883823,0.872,0.33408980828516105,4e-05,0.006324428827965789,0.32964,0.4700824080946975,0.76076,0.42661952885443744,0.40088,0.4900767548047752,0.02544,0.1574573161209166,0.23684,0.4251432869044931,0.26912,0.44350245275528,0.36828,0.4823378915241912,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.16402545454545459,0.222917700681862,0.0,0.0,0.63568,0.48123896101631247,4e-05,0.006324428827965789,0.21492,0.4107668360518481,0.56208,0.49613110525342224,0.17052,0.37608899159641646,0.01404,0.11765576228984295,0.03668,0.1879749387551855,0.17032,0.37591368370948836,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.25237090909090915,0.29450109732222396,0.01132,0.1057915762242023,0.80276,0.39791504419922946,4e-05,0.006324428827965789,0.29524,0.45615056987800573,0.70536,0.45588076335806743,0.3294,0.46999536167923434,0.02084,0.14284850156719164,0.19252,0.39427915187075424,0.239,0.426472742388016,0.1796,0.3838539305517968,0.0,0.0
Monroe's Approval Rule (Monroe),0.23845818181818187,0.29039399654412235,0.02568,0.158178815269287,0.7834,0.41192771210484946,0.0,0.0,0.2518,0.4340469559851577,0.68148,0.4659023605864255,0.2814,0.44968215441577813,0.01548,0.1234518918445671,0.10028,0.30037297082132713,0.20024,0.4001798875505322,0.28328,0.4505912134074218,0.0,0.0
Greedy Monroe,0.11641090909090908,0.21528465446878567,0.0002,0.014140721339451502,0.45332,0.4978162086553668,4e-05,0.006324428827965789,0.14768,0.35478249336747475,0.39276,0.48836419033344036,0.12444,0.3300828477822228,0.00256,0.0505316376144745,0.02432,0.15404070111500526,0.1086,0.3111366902182689,0.0266,0.16091127990297163,0.0,0.0
Minimax Approval Voting (MAV),0.20376000000000002,0.2721910616173741,0.02264,0.1487529172823325,0.7212,0.44840892051792386,4e-05,0.006324428827965789,0.25616,0.4365112305543187,0.6356,0.4812615089533558,0.24288,0.4288231635535105,0.01832,0.1341058447644624,0.08416,0.2776276182227589,0.20508,0.4037600693480925,0.05528,0.22852597576639433,0.0,0.0
