Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.039566,0.1318431980950761,0.0,0.0,0.016858,0.12825096404639408,0.00011799999999999998,0.010853299876745676,0.12143599999999999,0.326613200894694,0.0003839999999999999,0.0180140360086457,0.15373199999999998,0.3606631488647911,0.001882,0.04302254065419035,0.005978000000000001,0.07701552750076737,0.09780399999999999,0.2970269732167393,0.037034,0.1888154879828697,0.0,0.0
Random Choice,0.3675163636363637,0.38018132573411556,0.03768,0.19042115848825616,0.74472,0.4360184876814612,0.0002,0.01414072133944871,0.58076,0.4934347194918342,0.64604,0.47819694520140826,0.56128,0.49623055286840917,0.27056,0.44424912650454224,0.27412,0.44606975418654776,0.45948,0.4983554249730594,0.43044,0.4951377650714126,0.0374,0.18973992726889174
Borda ranking,0.042170909090909085,0.14743511084064512,0.0,0.0,0.14192,0.34896806959945115,0.00016,0.012648098671339474,0.06132,0.23991635542417777,0.10972,0.3125404319443741,0.06792,0.25160857219106053,0.00116,0.03403901291166406,0.00084,0.028970578178561423,0.04532,0.20800504224657612,0.03552,0.18509005807989135,0.0,0.0
Plurality ranking,0.17790545454545456,0.22179844499576928,0.00012,0.0109537938633135,0.65896,0.47405877104008515,0.0,0.0,0.1784,0.3828491086576265,0.5786,0.49378339380742364,0.00112,0.033447654626302996,0.0,0.0,0.20216,0.40161092415428384,0.0,0.0,0.30264,0.45940072964668643,0.03496,0.18367851915773994
Approval Voting (AV),0.04893090909090909,0.1470706342173642,0.0,0.0,0.09524,0.2935461503750188,0.00016,0.012648098671339474,0.13028,0.33661123213584365,0.05448,0.22696239688544856,0.1504,0.35746306102865527,0.00188,0.0433181901745743,0.00176,0.041915419597091975,0.10404,0.3053124275230338,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.06712727272727272,0.18109010674776013,0.0,0.0,0.17872,0.3831176863575273,0.00016,0.012648098671339474,0.14236,0.34941898975296815,0.12228,0.3276089156296502,0.14704,0.3541457869295654,0.01592,0.1251661040377793,0.01396,0.11732484135938581,0.11796,0.3225607514871457,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.35238909090909093,0.36512203497079926,0.00168,0.040953358836601644,0.7436,0.43664521066873535,0.00016,0.012648098671338412,0.56412,0.49587158176290863,0.6472,0.47784114515173426,0.50252,0.49999364955975684,0.25424,0.43543314343299006,0.2554,0.4360858172423744,0.43712,0.49603034745858504,0.433,0.49549066590596547,0.03724,0.18934936598780203
Lexicographic Chamberlin-Courant (lex-CC),0.19203636363636364,0.2705510005362813,0.0,0.0,0.57088,0.4949505284369062,0.00016,0.012648098671339474,0.317,0.46530742525780616,0.49304,0.4999515560532049,0.26436,0.4409918257745865,0.1148,0.3187804259988751,0.11344,0.3171298888468525,0.23872,0.4263012568595236,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.30855999999999995,0.35682730978065025,0.0004,0.01999599959992074,0.708,0.4546823066714031,0.0002,0.01414072133944871,0.49556,0.49998028601139727,0.61796,0.4858862401837835,0.42428,0.49423322591668367,0.2106,0.4077347667295996,0.22124,0.415081753875021,0.37324,0.4836650725450835,0.30556,0.46064420803923417,0.03712,0.18905582667557808
Monroe's Approval Rule (Monroe),0.14929454545454546,0.2757732085701528,0.00028,0.01673085771860133,0.40556,0.491000087983588,0.00016,0.012648098671338412,0.23396,0.4233470425076265,0.31856,0.46591793955588695,0.25192,0.43411555328046836,0.06576,0.24786210359791624,0.05464,0.22727619848982808,0.20004,0.4000299968752889,0.11136,0.3145774155911381,0.0,0.0
Greedy Monroe,0.10782545454545454,0.23447902177810057,0.0,0.0,0.31508,0.4645477301634529,0.00016,0.012648098671339474,0.18444,0.3878426051891814,0.2458,0.4305605183944044,0.18396,0.38745156910246564,0.0428,0.2024059287669601,0.04352,0.2040245318583585,0.15324,0.3602186869112082,0.01708,0.12956957050173584,0.0,0.0
Minimax Approval Voting (MAV),0.2908327272727273,0.33618085668533537,0.00144,0.03792000000000519,0.69496,0.46042436773050643,0.0002,0.01414072133944871,0.47196,0.4992131392501891,0.60052,0.4897915164639066,0.4302,0.4951039890770316,0.19084,0.39296322270657064,0.19076,0.3929002702975904,0.36768,0.4821736384332538,0.2506,0.4333585582401869,0.0,0.0
