Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.0009287272727272728,0.019180211106465773,8.000000000000001e-06,0.0006324049335669344,0.000344,0.0180679424855854,0.0,0.0,0.00016,0.012648098671339116,0.0,0.0,0.005646000000000001,0.07492264603197261,4e-05,0.006324428827966319,0.0011300000000000001,0.03358107883350667,0.00016,0.012648098671339116,0.002728,0.05215762371584733,0.0,0.0
Random Choice,0.22031272727272724,0.25027010684322176,0.08332,0.2763652973874104,0.87576,0.32985515366597146,0.0,0.0,0.04556,0.20852886227090897,0.7606,0.4267172834559531,0.33732,0.4727951116499617,0.0324,0.17705998983395713,0.11616,0.3204166887039645,0.04556,0.20852886227090897,0.12676,0.3327039260364028,0.0,0.0
Borda ranking,0.024349090909090907,0.07933823746989889,0.0,0.0,0.14184,0.3488859618843082,0.0,0.0,0.00176,0.04191541959709238,0.11684,0.3212295353793256,0.00408,0.0637444397575129,0.00052,0.02279757881880977,0.0,0.0,0.00176,0.04191541959709238,0.00104,0.03223225713474672,0.0,0.0
Plurality ranking,0.11850181818181821,0.1428888000973197,0.0106,0.10240917927608956,0.63584,0.4811938220717724,0.0,0.0,0.0,0.0,0.55824,0.4965965187151947,0.00472,0.06853992704985176,0.0,0.0,0.04272,0.20222512603535928,0.0,0.0,0.0514,0.22081222792224903,0.0,0.0
Approval Voting (AV),0.043574545454545456,0.09415261439620619,8e-05,0.008943914131966641,0.25388,0.43522976184992085,0.0,0.0,0.00012,0.010953793863315632,0.21284,0.4093154460804161,0.00888,0.09381442106625462,8e-05,0.008943914131966735,0.00332,0.05752371337111162,0.00012,0.010953793863315632,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.07453818181818182,0.12242330251156862,0.0004,0.01999599959992088,0.42968,0.49503040068262705,0.0,0.0,0.00556,0.07435782675683737,0.36456,0.48130656176699,0.00668,0.08145782712543931,0.00244,0.04933605578074172,0.00504,0.07081382915786115,0.00556,0.07435782675683737,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.14200000000000002,0.17589449854081343,0.00048,0.02190364353253107,0.73608,0.44075643341867693,0.0,0.0,0.03672,0.18807350052575483,0.64792,0.4776187534006828,0.042,0.20058913230777875,0.02476,0.15539286470106095,0.02736,0.1631301026787779,0.03672,0.18807350052575483,0.00996,0.09930155285792945,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.1350981818181818,0.1659005802954975,0.00044,0.020971561696736526,0.70704,0.45512024608887125,0.0,0.0,0.03532,0.1845873711823521,0.62224,0.48482716755562527,0.04,0.19595917942271085,0.02376,0.15230056598711303,0.02196,0.14655292013471155,0.03532,0.1845873711823521,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.13109454545454546,0.16504400614842668,0.00028,0.01673085771859926,0.69856,0.4588833472681841,0.0,0.0,0.02068,0.14231070795973141,0.616,0.4863578929141946,0.02552,0.1576982231986115,0.01336,0.11481075907768683,0.03272,0.17790278693716916,0.02068,0.14231070795973141,0.01424,0.11847878459878536,0.0,0.0
Monroe's Approval Rule (Monroe),0.10680000000000005,0.1639069206278567,0.00068,0.02606794199777617,0.57108,0.4949218459514827,0.0,0.0,0.02336,0.15104406774185708,0.49392,0.49996303223352795,0.0294,0.1689249537516716,0.01416,0.11815030427381899,0.00832,0.0908337910691538,0.02336,0.15104406774185708,0.01052,0.10202612214527816,0.0,0.0
Greedy Monroe,0.10240363636363638,0.14226740826087614,0.00028,0.01673085771859926,0.57236,0.49473632411624896,0.0,0.0,0.00932,0.09608921687680491,0.49904,0.499999078399197,0.01268,0.11188930958763223,0.00516,0.0716475707892476,0.0152,0.12234770124527225,0.00932,0.09608921687680491,0.00308,0.055412215259830325,0.0,0.0
Minimax Approval Voting (MAV),0.19636363636363638,0.2345316829356883,0.06512,0.2467374831678745,0.83892,0.36760472467040145,0.0,0.0,0.04488,0.20704054095756122,0.73328,0.44224477566165893,0.26368,0.440627799395444,0.03096,0.17320934847747324,0.09652,0.29530304705510896,0.04488,0.20704054095756122,0.04176,0.20004025194948793,0.0,0.0
