Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.016635818181818182,0.07534688049194306,0.0,0.0,0.0033799999999999998,0.057160910842690385,4e-05,0.006324428827965666,0.063334,0.24356173921575355,0.0,0.0,0.074022,0.2618053122351165,0.0,0.0,8.200000000000001e-05,0.005510985923578625,0.038127999999999995,0.1915041765714359,0.004008,0.06294813179483319,0.0,0.0
Random Choice,0.29514545454545454,0.31530099912165854,0.08688,0.2816591301555603,0.87032,0.33595103452738373,4e-05,0.0063244288279656665,0.32732,0.4692351410541017,0.74496,0.4358836982499054,0.39752,0.4893851750922095,0.02156,0.1452417515730358,0.18268,0.386403956501388,0.2642,0.440906293899346,0.35112,0.4773203804573479,0.0,0.0
Borda ranking,0.034018181818181815,0.11956177230556983,0.0,0.0,0.14448,0.35157578073585716,4e-05,0.0063244288279656665,0.0452,0.20774253295844344,0.11732,0.32180120820160374,0.03776,0.19061527326001518,0.0,0.0,0.00072,0.026823154176944083,0.02608,0.1593732524610139,0.0026,0.05092386473942487,0.0,0.0
Plurality ranking,0.13986909090909092,0.1670063392363129,0.01336,0.11481075907768444,0.6576,0.4745126341836867,0.0,0.0,0.00024,0.01549007424127157,0.56588,0.49564082317734415,0.00152,0.03895753585635919,0.0,0.0,0.0962,0.294865325190959,0.0,0.0,0.20376,0.40279257987213685,0.0,0.0
Approval Voting (AV),0.048705454545454545,0.1429101676655781,8e-05,0.008943914131967884,0.1636,0.3699122058002675,4e-05,0.0063244288279656665,0.0842,0.27768752222597654,0.12628,0.3321646603718684,0.1054,0.3070681357614301,0.00016,0.012648098671339217,0.00084,0.028970578178557194,0.05516,0.2282923003519865,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.07037090909090908,0.1607794043692766,4e-05,0.006324428827966871,0.28864,0.45313016937738987,4e-05,0.0063244288279656665,0.10144,0.3019104608985372,0.23012,0.4209094743527929,0.08344,0.2765461379227828,0.00024,0.01549007424127069,0.0012,0.03462022530255141,0.06892,0.25331804831078497,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.29173818181818184,0.3137190104362961,0.08804,0.2833530631561556,0.86728,0.33927186974466156,0.0,0.0,0.319,0.4660890472859637,0.74336,0.43677901781099115,0.38988,0.48772285736878657,0.02076,0.14257988076861824,0.17804,0.3825464133933229,0.25688,0.4369126521399489,0.34588,0.47565431313080836,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.16717818181818178,0.22036303811288196,4e-05,0.006324428827966871,0.66316,0.4726296799820553,4e-05,0.0063244288279656665,0.2178,0.4127507238031371,0.57644,0.4941223799829272,0.16936,0.37506958074469515,0.01192,0.10852609640079688,0.031,0.1733176274935509,0.1692,0.3749284731786068,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.2433709090909091,0.2894600398794172,0.01188,0.1083460456131072,0.79836,0.401224762944735,4e-05,0.0063244288279656665,0.28864,0.45313016937739004,0.68964,0.46264097354208367,0.32468,0.46825516291871844,0.01884,0.13595975286828568,0.147,0.3541059163582983,0.23244,0.4223880282395327,0.16556,0.37168519798347305,0.0,0.0
Monroe's Approval Rule (Monroe),0.24043999999999996,0.288809503421596,0.02952,0.1692588833710505,0.80036,0.3997297467040042,0.0,0.0,0.25144,0.4338408998700129,0.68436,0.4647702555026378,0.28712,0.4524180650680574,0.01332,0.11464108164175531,0.09392,0.29171738652329626,0.1972,0.3978846063872442,0.2876,0.4526436125694972,0.0,0.0
Greedy Monroe,0.12260727272727272,0.21768923088501116,0.0002,0.01414072133945181,0.48528,0.4997832746300217,4e-05,0.0063244288279656665,0.15292,0.35991036884207556,0.41224,0.4922379327114955,0.12856,0.33471230392686563,0.00232,0.04811047287232592,0.023,0.1499033021650604,0.11352,0.317227378389675,0.0306,0.172231356030186,0.0,0.0
Minimax Approval Voting (MAV),0.20413818181818177,0.26729916314251256,0.02604,0.1592542570859083,0.74016,0.4385466615993696,4e-05,0.0063244288279656665,0.25996,0.4386123555031009,0.6404,0.4798831524444695,0.24436,0.4297070983820661,0.01556,0.12376544913664861,0.06784,0.25147114029247597,0.20556,0.4041102404047855,0.0456,0.20861601089084822,0.0,0.0
