Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.026899090909090907,0.09272374910744263,0.0,0.0,0.010648,0.10256762712642312,0.0,0.0,0.10827399999999998,0.3107257549978368,0.0,0.0,0.105684,0.30743259828310426,0.0,0.0,0.0,0.0,0.06921600000000001,0.2538206547012242,0.0020680000000000004,0.04541460507328034,0.0,0.0
Random Choice,0.3423381818181819,0.31158270726969817,0.05572,0.2293802118753647,0.90588,0.29199559174752365,0.0,0.0,0.45384,0.49786469487201074,0.78556,0.41043329104749643,0.46484,0.4987622423559329,0.00904,0.0946481822329291,0.23028,0.4210120207309186,0.37244,0.4834546994289748,0.48812,0.499858845675529,0.0,0.0
Borda ranking,0.04109454545454546,0.13266970808614256,0.0,0.0,0.14672,0.35382656994625433,0.0,0.0,0.07732,0.267098516656253,0.11912,0.32392966150077496,0.06064,0.23866878807254946,0.0,0.0,0.00068,0.026067941997780567,0.04592,0.20931161840660206,0.00164,0.04046369236735388,0.0,0.0
Plurality ranking,0.1604509090909091,0.1719021668004527,0.00928,0.09588473079691963,0.71292,0.45239924137857856,0.0,0.0,0.00144,0.037920000000004235,0.61936,0.48554422084920185,0.00164,0.040463692367353185,0.0,0.0,0.11392,0.3177140752311696,0.0,0.0,0.3064,0.4609978741817526,0.0,0.0
Approval Voting (AV),0.05983636363636364,0.15481400177472293,0.0,0.0,0.16016,0.3667543788423495,0.0,0.0,0.1382,0.3451097796353708,0.12592,0.33175918012917605,0.13924,0.34619679721226,0.0,0.0,0.00044,0.020971561696736633,0.09424,0.29216232200605935,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0704218181818182,0.16403168505460874,0.0,0.0,0.22776,0.4193869125282443,0.0,0.0,0.14452,0.3516162248817002,0.17988,0.38408747128742105,0.1226,0.32797749922823766,4e-05,0.00632442882796607,0.00024,0.015490074241269008,0.0996,0.2994659246058584,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.34490909090909094,0.3116840167645059,0.05876,0.23517496125222107,0.90804,0.28896947658886296,0.0,0.0,0.45836,0.4982630935560271,0.78636,0.409875530374673,0.46912,0.4990455145574661,0.00816,0.08996340589371367,0.23312,0.42281800529304125,0.3762,0.4844311715816563,0.49588,0.4999830253119041,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.18140727272727275,0.22527091160574386,0.0,0.0,0.6588,0.4741123917385679,0.0,0.0,0.28328,0.4505912134074208,0.5806,0.4934608799083671,0.21912,0.4136501246223289,0.00344,0.05855054568489443,0.03128,0.1740734373763247,0.21896,0.4135414349252784,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.30913454545454544,0.3005360981595692,0.0136,0.11582331371536034,0.8754,0.33026480284760273,0.0,0.0,0.4308,0.49518820664464214,0.7602,0.42696130972248236,0.43012,0.4950927040464441,0.00832,0.09083379106915494,0.21116,0.40813166306972787,0.35244,0.4777300978584849,0.31844,0.46587119078136174,0.0,0.0
Monroe's Approval Rule (Monroe),0.3310254545454545,0.3085437181833333,0.05168,0.2213801653264899,0.89584,0.3054679924312929,0.0,0.0,0.4394,0.49631405380060195,0.77536,0.41734502560825393,0.44672,0.4971531369708187,0.00704,0.08360884163770849,0.19184,0.39374790716910507,0.35864,0.4796012410326256,0.47476,0.49936253603977054,0.0,0.0
Greedy Monroe,0.1300290909090909,0.22267440181293285,4e-05,0.006324428827965557,0.45512,0.4979817121139301,0.0,0.0,0.20952,0.4069660546039663,0.39072,0.48791175595590375,0.17868,0.38308413906088257,0.00056,0.02365769219513548,0.02092,0.14311657346368947,0.15528,0.3621713980976832,0.01948,0.1382046656231049,0.0,0.0
Minimax Approval Voting (MAV),0.25574181818181824,0.29601317739820093,0.02892,0.16758172215368639,0.77736,0.4160185457404864,0.0,0.0,0.3716,0.4832322836897433,0.67724,0.4675317982768296,0.3452,0.4754334443431395,0.00572,0.07541406765321773,0.11256,0.316054182696625,0.29768,0.4572380316640166,0.19688,0.39764087516246666,0.0,0.0
