Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.024868545454545452,0.08035381285287854,8.000000000000001e-06,0.0010796385893949785,0.000238,0.014648114206029173,0.0,0.0,0.11512199999999999,0.3191690771357071,0.0,0.0,0.079036,0.26979486771863204,0.0,0.0,0.0,0.0,0.079036,0.26979486771863204,0.00011400000000000002,0.00940537601326862,0.0,0.0
Random Choice,0.28785818181818185,0.3320034824446114,0.17928,0.38358660247724247,0.772,0.41954260808651545,0.0,0.0,0.36632,0.48179835782195113,0.69684,0.45962377484196504,0.3022,0.4592114545610605,0.01124,0.10542135647010843,0.23944,0.42674170923399907,0.3022,0.4592114545610605,0.29692,0.45690098883682284,0.0,0.0
Borda ranking,0.036545454545454555,0.1276656485582026,0.0,0.0,0.14156,0.3485982880050336,0.0,0.0,0.0516,0.22121808244354765,0.12456,0.3302193307485959,0.029,0.16780643611019205,0.0,0.0,0.0262,0.1597296465907003,0.029,0.16780643611019205,8e-05,0.00894391413196702,0.0,0.0
Plurality ranking,0.13746181818181819,0.18512178874737295,0.04064,0.19745478064610983,0.5692,0.49518820664464236,0.0,0.0,0.00324,0.05682871105349197,0.51452,0.49978912513184026,0.0,0.0,0.0,0.0,0.17628,0.38105821287557334,0.0,0.0,0.2082,0.4060206398694447,0.0,0.0
Approval Voting (AV),0.07417454545454545,0.1736057424877554,0.0022,0.046852534616610785,0.16844,0.3742565515792877,0.0,0.0,0.19736,0.39800631954785004,0.14552,0.35262434629510203,0.15096,0.3580098858969657,0.00048,0.021903643532527252,0.0,0.0,0.15096,0.3580098858969657,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.07417454545454545,0.1736057424877554,0.0022,0.046852534616610785,0.16844,0.3742565515792877,0.0,0.0,0.19736,0.39800631954785004,0.14552,0.35262434629510203,0.15096,0.3580098858969657,0.00048,0.021903643532527252,0.0,0.0,0.15096,0.3580098858969657,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.28526181818181817,0.33124982785862545,0.17728,0.3819054877846367,0.77084,0.4202923915562458,0.0,0.0,0.36048,0.48013973965923185,0.69568,0.46011882986905006,0.298,0.4573794923255862,0.01184,0.10816568032422484,0.2366,0.4249946352603239,0.298,0.4573794923255862,0.28916,0.453372357339995,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.07417454545454545,0.1736057424877554,0.0022,0.046852534616610785,0.16844,0.3742565515792877,0.0,0.0,0.19736,0.39800631954785004,0.14552,0.35262434629510203,0.15096,0.3580098858969657,0.00048,0.021903643532527252,0.0,0.0,0.15096,0.3580098858969657,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.26890909090909093,0.3243622648594433,0.1332,0.33979075914456497,0.74524,0.4357262241363136,0.0,0.0,0.36264,0.4807621349482158,0.67348,0.4689399637480314,0.2974,0.4571140339127156,0.01052,0.10202612214527731,0.2332,0.4228684901952969,0.2974,0.4571140339127156,0.20492,0.4036431513107451,0.0,0.0
Monroe's Approval Rule (Monroe),0.28457090909090915,0.33109201353358403,0.177,0.3816687045068873,0.76936,0.42124243660866056,0.0,0.0,0.35968,0.4799065509034563,0.6942,0.46074543947828733,0.29748,0.45714948277342615,0.0116,0.10707679487170484,0.23512,0.42407379735132883,0.29748,0.45714948277342615,0.28836,0.4529994596022471,0.0,0.0
Greedy Monroe,0.11722545454545452,0.2256000045330383,0.0086,0.09233655830710702,0.33516,0.472046368908748,0.0,0.0,0.22804,0.4195685383819479,0.30468,0.46027176493889854,0.17892,0.38328531618107536,0.0022,0.046852534616609376,0.05296,0.22395365234795953,0.17892,0.38328531618107536,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.28526181818181817,0.33124982785862545,0.17728,0.3819054877846367,0.77084,0.4202923915562458,0.0,0.0,0.36048,0.48013973965923185,0.69568,0.46011882986905006,0.298,0.4573794923255862,0.01184,0.10816568032422484,0.2366,0.4249946352603239,0.298,0.4573794923255862,0.28916,0.453372357339995,0.0,0.0
