Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.0005518181818181819,0.014975984453602093,0.0,0.0,0.00047600000000000013,0.021260062680055543,0.0,0.0,4e-05,0.006324428827965691,0.0,0.0,0.0028339999999999997,0.05310683874292042,4e-05,0.006324428827965691,0.0008780000000000001,0.02946666051817027,4e-05,0.006324428827965691,0.0017620000000000003,0.041928980564579714,0.0,0.0
Random Choice,0.2355563636363636,0.26238131336470977,0.08664,0.28130679053307034,0.87884,0.32631312324209144,0.0,0.0,0.0568,0.23146006134969385,0.78936,0.40776315478477837,0.36764,0.4821626596907009,0.0422,0.20104516905415348,0.17508,0.380035516234925,0.0568,0.23146006134969385,0.13776,0.34464791077270024,0.0,0.0
Borda ranking,0.02161090909090909,0.07384577956270208,0.0,0.0,0.12384,0.32939892896003337,0.0,0.0,0.0012,0.034620225302549205,0.1072,0.30936735445093805,0.00304,0.055052324201605544,0.00044,0.02097156169673662,0.0,0.0,0.0012,0.034620225302549205,0.0008,0.028272955275310787,0.0,0.0
Plurality ranking,0.11067999999999997,0.13909743934578872,0.00744,0.08593396534550421,0.591,0.49164926522872743,0.0,0.0,0.0,0.0,0.53392,0.4988481067418037,0.00332,0.057523713371109605,0.0,0.0,0.041,0.19829019138622725,0.0,0.0,0.0408,0.1978265907303038,0.0,0.0
Approval Voting (AV),0.034705454545454546,0.08522155355460406,0.00012,0.010953793863313934,0.20068,0.40050909802404483,0.0,0.0,8e-05,0.008943914131969129,0.17176,0.3771717147401259,0.00644,0.07999078946979042,0.0,0.0,0.0026,0.05092386473943135,8e-05,0.008943914131969129,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.06223272727272728,0.11333947391331987,0.00024,0.01549007424127228,0.35652,0.47897128264649247,0.0,0.0,0.00376,0.061203450883106025,0.31064,0.4627556486958684,0.0046,0.06766712643523369,0.00188,0.04331819017457392,0.00316,0.05612498908686572,0.00376,0.061203450883106025,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.14519272727272725,0.181263086434866,0.00024,0.01549007424127228,0.73168,0.443085068130346,0.0,0.0,0.04064,0.1974547806461098,0.66196,0.47304223743759344,0.047,0.21163884331567098,0.03096,0.1732093484774762,0.0332,0.17915847733225929,0.04064,0.1974547806461098,0.0108,0.1033603405566883,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.13738181818181816,0.1706499177245406,0.00024,0.01549007424127228,0.69992,0.45829247604567813,0.0,0.0,0.0386,0.1926396636209317,0.63328,0.4819091632246473,0.04456,0.2063356643918092,0.02936,0.16881347813491615,0.02664,0.16102891168976016,0.0386,0.1926396636209317,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.13373818181818184,0.17312744522826592,0.00024,0.015490074241270529,0.68964,0.46264097354208034,0.0,0.0,0.02432,0.15404070111500992,0.62596,0.4838740315412501,0.02964,0.16959207056933037,0.01732,0.13046078951165904,0.04052,0.19717537777322355,0.02432,0.15404070111500992,0.01916,0.1370871781020914,0.0,0.0
Monroe's Approval Rule (Monroe),0.09735272727272726,0.1616376504262398,0.0004,0.019995999599922234,0.51364,0.49981391577264683,0.0,0.0,0.0206,0.1420409800022773,0.45432,0.4979089651733138,0.02712,0.16243308037465293,0.01476,0.12059080561965309,0.0064,0.07974358908403681,0.0206,0.1420409800022773,0.01304,0.11344583905985749,0.0,0.0
Greedy Monroe,0.09206545454545453,0.14099644764503147,0.00024,0.015490074241270529,0.50776,0.4999397787734672,0.0,0.0,0.009,0.0944404574321631,0.4532,0.49780494171922224,0.01212,0.1094216870643038,0.00532,0.07274405542721707,0.0134,0.11498017220371536,0.009,0.0944404574321631,0.00268,0.05169929980182349,0.0,0.0
Minimax Approval Voting (MAV),0.20953454545454545,0.24692485583047805,0.07036,0.25575275247782037,0.84256,0.36421511006548596,0.0,0.0,0.05348,0.2249886432689092,0.75948,0.42739926251690363,0.29472,0.4559167924084266,0.04164,0.1997651380997475,0.14004,0.34702852678131724,0.05348,0.2249886432689092,0.04912,0.2161185452477392,0.0,0.0
