Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.02521018181818182,0.10427419921253844,0.000136,0.010822901310405742,0.006244000000000001,0.07840731763035828,0.000142,0.011885661507727848,0.087752,0.28291480203497255,0.000178,0.012572852729235005,0.091482,0.288271240013473,9.4e-05,0.007766967679922516,0.004328,0.06554354447526128,0.067574,0.2509920345013866,0.019382000000000003,0.13783886945518023,0.0,0.0
Random Choice,0.34858181818181816,0.3822609496424535,0.07632,0.26550943034094004,0.76728,0.42256526312519455,0.00012,0.010953793863309344,0.52248,0.49949439396243145,0.68428,0.46480198106291193,0.45044,0.497537743693948,0.2244,0.4171865769653298,0.33716,0.4727400283453443,0.39728,0.4893348563100404,0.33616,0.47239438438659714,0.03848,0.19235199401094188
Borda ranking,0.03314545454545454,0.1308426056945087,0.0,0.0,0.12268,0.3280695316545376,0.00012,0.010953793863315372,0.0458,0.20905109423295823,0.09628,0.2949748490973933,0.04212,0.20086290249824482,4e-05,0.006324428827966209,0.0052,0.07192329247192698,0.03216,0.17642486899527146,0.0202,0.14068390099798164,0.0,0.0
Plurality ranking,0.17333454545454544,0.221077303394389,0.00084,0.02897057817856293,0.6386,0.480406119861083,0.0,0.0,0.15696,0.36376305254926095,0.57552,0.4942638259069047,0.00024,0.015490074241270281,0.0,0.0,0.2614,0.4393973600284238,0.0,0.0,0.2382,0.4259821123004273,0.03492,0.18357721427234588
Approval Voting (AV),0.049061818181818186,0.14966677784195734,4e-05,0.006324428827965909,0.10396,0.30520864732179537,0.0002,0.014140721339452277,0.12812,0.33422337680059455,0.07048,0.25595423340905277,0.12984,0.3361273187350053,0.00324,0.05682871105349274,0.00116,0.0340390129116629,0.10264,0.3034881058625085,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.05784,0.16925164972073403,0.00016,0.012648098671338533,0.1466,0.35370671466620535,0.0002,0.014140721339452277,0.132,0.33849076796863387,0.10332,0.3043763749044591,0.12772,0.33377777277698123,0.00976,0.0983094217255028,0.00956,0.09730676441029955,0.10692,0.3090115104652017,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.34952363636363637,0.38247818079918877,0.07544,0.26409999318432065,0.77032,0.42062702908864763,0.0002,0.014140721339452277,0.52428,0.49941013365764536,0.68684,0.4637788421219525,0.44832,0.49732200594783327,0.22528,0.41776658746242173,0.33616,0.4723943843865955,0.39628,0.48912387142725866,0.34244,0.4745259175218787,0.0392,0.1940705026530699
Lexicographic Chamberlin-Courant (lex-CC),0.17956727272727277,0.2701923456855965,0.0002,0.014140721339454253,0.52156,0.49953495012857285,0.00016,0.01264809867133818,0.291,0.4542235132619015,0.45984,0.4983845647689903,0.23396,0.42334704250762656,0.10088,0.30116976209435287,0.14664,0.3537466754614009,0.221,0.41492047430792484,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.30170181818181824,0.3673310160975128,0.0358,0.1857911730949621,0.72204,0.44799356959670955,0.0002,0.014140721339452277,0.45548,0.49801402550536616,0.64684,0.4779518954875318,0.37028,0.48287961398269535,0.18152,0.3854484266410264,0.29172,0.4545541129502338,0.33368,0.471526942602453,0.24196,0.42827019321914067,0.0392,0.19407050265307016
Monroe's Approval Rule (Monroe),0.16285454545454547,0.29290396254192635,0.01448,0.1194584848389013,0.44544,0.49701429194731506,0.0002,0.014140721339452277,0.24348,0.4291823500565202,0.36692,0.48196443188267524,0.25484,0.4357712409052157,0.07156,0.25775796088573383,0.09128,0.28800687769573624,0.20908,0.40665163666211307,0.09412,0.29199559174752693,0.0,0.0
Greedy Monroe,0.09310181818181817,0.22163811161420827,0.00032,0.01788568142397421,0.2706,0.444269782902186,0.00016,0.01264809867133818,0.16204,0.36848750100925926,0.21588,0.4114314348709178,0.15564,0.36251371063716964,0.03204,0.1761063269732542,0.0426,0.2019535590179146,0.1344,0.3410815738206486,0.01044,0.10164155842962799,0.0,0.0
Minimax Approval Voting (MAV),0.2728763636363636,0.3357038178577303,0.02868,0.16690553495912114,0.70832,0.45453578252983246,0.00012,0.010953793863315195,0.41992,0.49354553346170305,0.6284,0.4832322836897455,0.36284,0.48081923256034076,0.15868,0.36537741802136425,0.2382,0.42598211230042765,0.31756,0.4655272778260198,0.13892,0.34586302722316353,0.0,0.0
