Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.01696418181818182,0.0758298774229761,0.0,0.0,0.0025480000000000004,0.049771726255029285,0.0,0.0,0.06365199999999999,0.24413082364831581,0.0,0.0,0.077006,0.26659936577512455,8.000000000000001e-06,0.0012648857655931825,0.00017400000000000003,0.012169604730426761,0.038624000000000006,0.19269578820883584,0.004593999999999999,0.06749645726941174,0.0,0.0
Random Choice,0.2927672727272727,0.313850906678161,0.085,0.27888169534771384,0.8694,0.3369623717865031,0.0,0.0,0.3222,0.4673191200881537,0.74496,0.43588369824990775,0.3938,0.48859140393580325,0.02268,0.14888121976933613,0.17652,0.3812619697793721,0.26132,0.4393539092803935,0.34456,0.4752245852225881,0.0,0.0
Borda ranking,0.033941818181818184,0.11910991340195802,0.0,0.0,0.14396,0.3510491680662779,0.0,0.0,0.0454,0.2081798261119881,0.11748,0.3219913812511382,0.03752,0.1900322330552945,0.0,0.0,0.0008,0.02827295527531086,0.02532,0.15709518643163708,0.00288,0.05358829722989167,0.0,0.0
Plurality ranking,0.13910545454545453,0.16723194410011688,0.01288,0.11275684280789357,0.65496,0.47538131894298397,0.0,0.0,0.0002,0.014140721339449502,0.56208,0.4961311052534214,0.00196,0.04422847951264039,0.0,0.0,0.09724,0.2962842932050255,0.0,0.0,0.20084,0.40062862403987165,0.0,0.0
Approval Voting (AV),0.048996363636363637,0.14337122856171114,8e-05,0.008943914131967032,0.16636,0.3724034779644757,0.0,0.0,0.08324,0.2762446423009069,0.12808,0.3341788646817937,0.10576,0.3075301975417065,0.00028,0.016730857718597697,0.00124,0.03519179449814301,0.05392,0.22585976534123195,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.07026545454545455,0.16132840592469783,8e-05,0.008943914131966301,0.28848,0.45305550388450516,0.0,0.0,0.10032,0.30042619326554637,0.22996,0.42080684214967756,0.08388,0.27720776612504805,0.00072,0.026823154176945706,0.00124,0.035191794498144316,0.06824,0.2521572969398427,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.29300363636363636,0.3135202770476346,0.08172,0.2739376600615857,0.86784,0.33866463411461994,0.0,0.0,0.32328,0.46772859822756435,0.74276,0.4371127799548914,0.39572,0.4890047868885342,0.02088,0.1429826059350967,0.17724,0.38187168316076386,0.263,0.44026242174412616,0.3506,0.477157877436798,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.16713454545454545,0.22037798689012852,8e-05,0.008943914131966301,0.6616,0.47316534108074054,0.0,0.0,0.21852,0.413242071430248,0.57392,0.49450564567049043,0.17076,0.3762991129408394,0.01184,0.10816568032422448,0.03112,0.17364200413491412,0.17064,0.3761940860779902,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.24322545454545452,0.2889202643946653,0.01192,0.10852609640079713,0.79824,0.4013139698539378,0.0,0.0,0.28952,0.45353960091709605,0.68692,0.46374660494724673,0.32432,0.46812021703839446,0.01812,0.1333854024996992,0.14808,0.35517926966532265,0.23276,0.42259056118196525,0.1656,0.3717211858368587,0.0,0.0
Monroe's Approval Rule (Monroe),0.24224727272727273,0.29011647687785114,0.02872,0.16701844688537593,0.79892,0.4008077264723483,0.0,0.0,0.25792,0.437489741136781,0.68292,0.4653388803871392,0.29272,0.4550109906365954,0.01372,0.11632610025272755,0.09352,0.29115976645136193,0.20528,0.40390608017213286,0.291,0.4542235132619003,0.0,0.0
Greedy Monroe,0.12290181818181818,0.2185406778691415,0.00036,0.01897025039370988,0.48476,0.4997676884313673,0.0,0.0,0.15608,0.36293116923180163,0.4108,0.49197902394307497,0.13068,0.33705005206951183,0.00316,0.056124989086864696,0.02316,0.15041148360413964,0.11316,0.3167882800862144,0.02976,0.16992451971387199,0.0,0.0
Minimax Approval Voting (MAV),0.2034509090909091,0.2673628068563078,0.02348,0.15142222293971255,0.73412,0.44180066274284563,0.0,0.0,0.26028,0.4387873307195499,0.6346,0.48154214768809905,0.24576,0.4305369001607401,0.01636,0.1268556281763012,0.06964,0.254539329770449,0.20748,0.40550221898276384,0.04624,0.21000443423892465,0.0,0.0
