Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.3263436363636364,0.31083276514761243,0.050748,0.2186920221791071,0.8857160000000001,0.3161396016125525,0.0,0.0,0.441232,0.4961249739688591,0.742422,0.4367953172580128,0.45103400000000005,0.4970833436319756,0.0074719999999999995,0.085924073500195,0.188948,0.3912803605263383,0.35913799999999996,0.4793603448859126,0.4630700000000001,0.4977603790607842,0.0,0.0
Random Choice,0.3346763636363636,0.31089355398894347,0.05604,0.22999895304107554,0.90076,0.29898398351753613,0.0,0.0,0.45416,0.4978942602600953,0.7524,0.43161816458532426,0.46576,0.49882624469843523,0.00744,0.08593396534550304,0.19172,0.3936539617482096,0.37172,0.4832641530261704,0.48144,0.4996554076560284,0.0,0.0
Borda ranking,0.04932,0.1449030141954881,0.0,0.0,0.16968,0.3753514321271929,0.0,0.0,0.0974,0.29650166947258183,0.13512,0.34185170118053276,0.0776,0.2675410996464145,0.0,0.0,0.00096,0.030968990942561843,0.05976,0.23704164697371585,0.002,0.04467661580736926,0.0,0.0
Plurality ranking,0.16315636363636365,0.17175794562841826,0.01096,0.10411473670905727,0.7342,0.4417582596850082,0.0,0.0,0.00156,0.0394660157603982,0.61736,0.4860315117356048,0.00228,0.047694880228371046,0.0,0.0,0.10068,0.30090453236865733,0.0,0.0,0.32768,0.46936746542550406,0.0,0.0
Approval Voting (AV),0.07716727272727274,0.17331664362022306,4e-05,0.006324428827965462,0.20184,0.4013734101805417,0.0,0.0,0.1828,0.38650247088479106,0.1522,0.3592146433540298,0.1832,0.3868304021143282,0.00012,0.010953793863316583,0.00044,0.020971561696736606,0.1282,0.33431236890074423,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0910981818181818,0.18216915278195936,0.0,0.0,0.28876,0.45318612335327274,0.0,0.0,0.19224,0.3940606328981011,0.22252,0.4159385166104112,0.16248,0.3688905658863409,0.00016,0.012648098671338395,0.00028,0.01673085771860386,0.13564,0.34240588546348455,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.33461454545454544,0.3115424240040924,0.0546,0.22719779928509587,0.89852,0.3019632586921531,0.0,0.0,0.45316,0.4978011795887232,0.7522,0.4317350576452798,0.46616,0.498853540029655,0.00832,0.09083379106915626,0.19436,0.3957072028660268,0.37148,0.48320038245022123,0.48196,0.49967445241870445,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.1852654545454545,0.22542486289489397,0.0,0.0,0.66948,0.4704003928569255,0.0,0.0,0.30424,0.4600847991402857,0.57092,0.4949447985382436,0.23348,0.42304502077197487,0.00336,0.05786804299438793,0.02316,0.15041148360413997,0.23328,0.4229189539378761,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.30356727272727274,0.30048965347327977,0.01484,0.1209122590972597,0.86864,0.3377936506211736,0.0,0.0,0.43976,0.4963578773426363,0.72968,0.4441250922881538,0.43528,0.49579362803478755,0.0078,0.08797249570179705,0.176,0.3808201675332015,0.35784,0.47936471960295757,0.3094,0.4622462979841109,0.0,0.0
Monroe's Approval Rule (Monroe),0.32380727272727267,0.3084025189482904,0.04932,0.216535303357196,0.88884,0.3143301678172123,0.0,0.0,0.438,0.4961411089599017,0.74384,0.4365112305543187,0.44948,0.4974411820507625,0.00732,0.08524328477950435,0.16152,0.3680099042145506,0.35796,0.47940029036276394,0.4656,0.49881523633498465,0.0,0.0
Greedy Monroe,0.14806545454545453,0.23305724704426273,0.00024,0.01549007424126847,0.50112,0.4999987455983377,0.0,0.0,0.25492,0.4358162383390614,0.41728,0.49310992851491475,0.22124,0.4150817538750207,0.001,0.03160696125856082,0.019,0.13652472303578606,0.19368,0.39518104407990334,0.02024,0.14082024854403688,0.0,0.0
Minimax Approval Voting (MAV),0.2570909090909091,0.29428978984650445,0.028,0.1649727250183925,0.78404,0.4114866685569209,0.0,0.0,0.38776,0.4872393481646402,0.66044,0.47355992904801136,0.36368,0.4810580605291142,0.00532,0.07274405542721844,0.088,0.28329489935402014,0.31068,0.4627720147113721,0.20008,0.4000599875018586,0.0,0.0
