Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.002646727272727273,0.028839324382061705,0.0,0.0,0.011432000000000001,0.10608927764278982,0.0,0.0,0.002224,0.04707455637770617,1.4000000000000001e-05,0.001812575458758912,0.01413,0.11798967807977238,2.8000000000000003e-05,0.004427100179575989,0.0,0.0,0.001258,0.0354122802844995,2.8000000000000003e-05,0.004427100179575989,0.0,0.0
Random Choice,0.34954545454545455,0.34178488532847706,0.04224,0.20113622846214607,0.90036,0.2995193990378647,0.0,0.0,0.46496,0.4987706871900593,0.8178,0.38600927450004047,0.50432,0.4999813372518113,0.22268,0.4160452110047377,0.2232,0.41639135437712993,0.3648,0.48137403336701434,0.29348,0.455356442361324,0.01116,0.10504977106112061
Borda ranking,0.005778181818181819,0.03348869685994452,0.0,0.0,0.04048,0.1970821392211387,0.0,0.0,0.0,0.0,0.02256,0.14849594741943822,0.00052,0.022797578818812763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.05827636363636363,0.13466631250102126,0.0,0.0,0.29864,0.45766161123692145,0.0,0.0,0.01404,0.11765576228984803,0.25068,0.43340458880818733,0.00028,0.016730857718601038,0.0,0.0,0.02552,0.1576982231986114,0.0,0.0,0.04248,0.201681554932561,0.0094,0.0964968393265035
Approval Voting (AV),0.012418181818181818,0.053866378348593,0.0,0.0,0.08228,0.27479083245257657,0.0,0.0,0.00052,0.022797578818812347,0.04968,0.21728298967014528,0.00388,0.06216868665171701,0.0,0.0,0.0,0.0,0.00024,0.015490074241271752,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.01445090909090909,0.05686763871845353,0.0,0.0,0.09568,0.29415189545543347,0.0,0.0,0.00076,0.027557619635955915,0.05972,0.2369673428976924,0.00252,0.050136310195303214,0.0,0.0,0.0,0.0,0.00028,0.016730857718603925,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.28729454545454547,0.31288268211951964,0.00016,0.01264809867133955,0.855,0.3521008378291826,0.0,0.0,0.36116,0.48033681349649715,0.7824,0.41261391154449917,0.3104,0.46265736782205813,0.17812,0.3826137289747296,0.15808,0.3648159996490545,0.25816,0.4376224564622755,0.2454,0.43032411040975055,0.01136,0.10597617845533026
Lexicographic Chamberlin-Courant (lex-CC),0.04453090909090909,0.10272385238217545,0.00012,0.010953793863311733,0.26052,0.43891836325231676,0.0,0.0,0.00648,0.08023720832633469,0.20512,0.40378928366171285,0.01452,0.11962094131046866,0.00016,0.012648098671339978,0.00012,0.010953793863314992,0.0028,0.0528408932551301,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.20662545454545453,0.26374878596341383,0.0,0.0,0.78064,0.4138129896463245,0.0,0.0,0.19728,0.39794547566222266,0.7158,0.4510325487146251,0.0978,0.2970440371392688,0.05268,0.22339386204638634,0.15912,0.36578795168786243,0.0724,0.2591490690702738,0.18628,0.3893324563917575,0.01088,0.10373825523883105
Monroe's Approval Rule (Monroe),0.11585454545454547,0.1989411705474674,0.00016,0.01264809867133955,0.48884,0.49987543888443803,0.0,0.0,0.10868,0.31123730110645625,0.41832,0.4932832630446312,0.13036,0.33669907989183445,0.03348,0.1798863241049864,0.0,0.0,0.0898,0.2858950156962573,0.00476,0.06882835462219836,0.0,0.0
Greedy Monroe,0.03740363636363637,0.09038830528414855,0.0,0.0,0.22388,0.41684259091405923,0.0,0.0,0.00352,0.0592250757703264,0.1716,0.3770324123997954,0.01112,0.10486346170139228,0.0,0.0,0.0,0.0,0.00132,0.03630781734006095,0.0,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.19450545454545454,0.2635449663072938,0.00048,0.02190364353252153,0.71464,0.45158572873827485,0.0,0.0,0.19924,0.3994288702634674,0.6418,0.4794713338668101,0.20884,0.4064798327099525,0.07664,0.2660193797452165,0.0566,0.23107669722406032,0.15444,0.3613700131443646,0.08688,0.2816591301555631,0.0,0.0
