Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.0006856363636363639,0.0164950315195458,0.00016200000000000003,0.010310394328422106,0.0007580000000000001,0.026867560076272827,0.0,0.0,1.6000000000000003e-05,0.0025297715311863576,0.0,0.0,0.0035180000000000003,0.05895091460280999,1.6000000000000003e-05,0.0025297715311863576,0.001538,0.03889673490941396,1.6000000000000003e-05,0.0025297715311863576,0.001518,0.038830428204525855,0.0,0.0
Random Choice,0.23711636363636365,0.2639522245363945,0.09144,0.2882338050958159,0.87964,0.3253820376111924,0.0,0.0,0.0588,0.2352499946864868,0.79076,0.40676605364764534,0.37136,0.483168449301038,0.04364,0.2042928055512714,0.178,0.3825127448857327,0.0588,0.2352499946864868,0.13584,0.34261858443467014,0.0,0.0
Borda ranking,0.0218,0.07437359843649591,0.0,0.0,0.12476,0.33044658025160045,0.0,0.0,0.00132,0.036307817340059736,0.10796,0.31032988641124903,0.00332,0.05752371337110807,0.00048,0.0219036435325225,0.0,0.0,0.00132,0.036307817340059736,0.00064,0.02529012455485547,0.0,0.0
Plurality ranking,0.11086909090909093,0.13895928934673038,0.008,0.08908422980529163,0.59176,0.4915079881344532,0.0,0.0,0.0,0.0,0.53556,0.49873388334860413,0.00296,0.05432530165585985,0.0,0.0,0.04116,0.19866014799153683,0.0,0.0,0.04012,0.1962406318782885,0.0,0.0
Approval Voting (AV),0.03591636363636364,0.08834086958313576,0.00016,0.01264809867133895,0.20612,0.40451767031859437,0.0,0.0,0.0002,0.014140721339447205,0.17824,0.38271464879206923,0.008,0.08908422980529299,8e-05,0.008943914131969606,0.00208,0.0455595610163339,0.0002,0.014140721339447205,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.06343272727272727,0.11620829549469715,0.00036,0.01897025039370997,0.36148,0.4804291931180482,0.0,0.0,0.00452,0.06707883123608659,0.31572,0.4648019810629098,0.00548,0.07382390940609641,0.0024,0.04893097178679764,0.00328,0.05717728220193343,0.00452,0.06707883123608659,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.14731636363636366,0.18485080891033265,0.0004,0.019995999599920967,0.73396,0.44188541320123725,0.0,0.0,0.04516,0.20765494070688906,0.66664,0.4714139480328747,0.05144,0.22089347296830536,0.0336,0.18019722528382298,0.03292,0.17842722213832157,0.04516,0.20765494070688906,0.0112,0.10523573537539843,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.13908727272727273,0.17364468204830621,0.0004,0.019995999599920967,0.7014,0.4576440101213826,0.0,0.0,0.04268,0.202134652150485,0.63728,0.4807849847904607,0.04824,0.21427296236341423,0.03156,0.17482553131625275,0.02572,0.15829871003896695,0.04268,0.202134652150485,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.13474545454545453,0.17361716185794765,0.00024,0.015490074241275083,0.69268,0.46138315703987,0.0,0.0,0.02572,0.15829871003896662,0.6312,0.48247959542349167,0.03108,0.17353395517881265,0.01808,0.1332408105649035,0.03996,0.1958652557244804,0.02572,0.15829871003896662,0.01752,0.13119851218665765,0.0,0.0
Monroe's Approval Rule (Monroe),0.09975272727272726,0.16496583001548878,0.0006,0.02448754785599622,0.52064,0.4995738087609551,0.0,0.0,0.02388,0.15267529466155702,0.46284,0.49861722232591515,0.0306,0.17223135603018963,0.01736,0.13060869190063518,0.006,0.07722693830521435,0.02388,0.15267529466155702,0.01148,0.10652797566835676,0.0,0.0
Greedy Monroe,0.09227636363636366,0.1403779974759927,0.00024,0.015490074241275083,0.50788,0.49993790174385444,0.0,0.0,0.00848,0.0916956356649676,0.4568,0.4981302640875621,0.01168,0.1074410424372343,0.00524,0.07219793902874655,0.01352,0.11548683734522594,0.00848,0.0916956356649676,0.00272,0.052082642022085575,0.0,0.0
Minimax Approval Voting (MAV),0.2118581818181818,0.24905714367797893,0.07248,0.2592810243731329,0.84788,0.3591371682241174,0.0,0.0,0.058,0.23374344910604472,0.76356,0.424895429958971,0.29392,0.4555557414850637,0.04312,0.2031272153110397,0.14188,0.34892702044980417,0.058,0.23374344910604472,0.0516,0.22121808244354962,0.0,0.0
