step,temperature,current_energy,best_energy,current_state,best_state
130,7549.87930100504,0.2095,0.093,"[1.         0.74828584 0.28839735 0.00474633 0.00474633 0.00474448
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
140,6885.571758345414,0.191,0.093,"[1.         0.88797682 0.35566671 0.05210189 0.05161276 0.00236289
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
150,6279.7160787739485,0.2165,0.093,"[1.         0.28114852 0.25807414 0.08781209 0.01634147 0.01618978
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
160,5727.169131919431,0.1705,0.093,"[1.         0.30567034 0.28114852 0.28114852 0.19488257 0.01618978
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
170,5223.240327135098,0.2015,0.093,"[1.         0.63577003 0.19311966 0.19291898 0.16354564 0.13497646
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
180,4763.651794908117,0.1825,0.093,"[1.         0.52774158 0.3808173  0.10910218 0.10080593 0.09362914
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
190,4344.502071873437,0.181,0.093,"[1.         0.68956036 0.21089291 0.21089291 0.12772966 0.05475525
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
200,3962.232981152783,0.2715,0.093,"[1.         0.95041966 0.35556869 0.12667913 0.12667913 0.122458
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
210,3613.599426864818,0.1935,0.093,"[1.14741086 0.37003281 0.2974104  0.12209022 0.04774585 0.0470444
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
220,3295.6418463910177,0.308,0.093,"[1.         0.94841284 0.67058614 0.04939537 0.04760849 0.04733038
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
230,3005.661086543532,0.1475,0.093,"[1.         0.38682528 0.38460612 0.24036115 0.01876582 0.0186562
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
240,2741.195490357961,0.1215,0.093,"[1.41754698 0.51831571 0.4160121  0.24577761 0.01315903 0.01315286
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
250,2499.9999999999995,0.1815,0.093,"[1.95079577 0.51765653 0.17807736 0.09610633 0.0094622  0.00940061
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
260,2280.027098389774,0.262,0.093,"[1.         0.77868689 0.09128447 0.07658929 0.07017044 0.06465456
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
270,2079.409427756677,0.3175,0.093,"[1.         0.97509109 0.97509109 0.05451699 0.0446158  0.04454779
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
280,1896.4439375729587,0.14,0.093,"[1.         0.96952477 0.56657576 0.54902436 0.24052808 0.02798354
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
290,1729.5774272973404,0.225,0.093,"[1.         0.27530687 0.27530687 0.15395827 0.15032167 0.00784719
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
300,1577.3933612004823,0.253,0.093,"[1.         0.8811182  0.04593617 0.04397843 0.03674447 0.00916572
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
310,1438.5998433428915,0.302,0.093,"[1.         0.99402739 0.23167651 0.0797045  0.04035522 0.0081061
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
320,1312.0186506244306,0.2065,0.093,"[1.         0.88751087 0.11107819 0.11107819 0.11107819 0.0038865
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
330,1196.5752308065955,0.2405,0.093,"[1.         0.44155388 0.04758545 0.04758545 0.04758545 0.02611977
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
340,1091.2895806004146,0.279,0.093,"[1.49511194 0.96911588 0.93843599 0.04758545 0.04758545 0.04758545
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
350,995.2679263837426,0.1105,0.093,"[1.         0.57344061 0.36877759 0.35560067 0.17827357 0.01810769
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
360,907.6951369252529,0.2915,0.093,"[1.         0.91045176 0.08803684 0.08572867 0.04692201 0.01510852
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
370,827.8278037064773,0.111,0.093,"[1.         0.6248428  0.60809461 0.30725247 0.19504884 0.03703563
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
380,754.9879301005036,0.1845,0.093,"[1.         0.88334657 0.84247351 0.51945458 0.36924296 0.26608698
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
390,688.5571758345411,0.2505,0.093,"[1.9810382  0.21837345 0.21733702 0.16516142 0.16516142 0.0658257
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
400,627.9716078773948,0.3075,0.093,"[1.         0.02664551 0.02652647 0.02238144 0.0218773  0.00832969
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
410,572.7169131919431,0.238,0.093,"[1.25995246 0.48998317 0.01299752 0.01258521 0.01153179 0.00875034
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
420,522.3240327135096,0.231,0.093,"[1.         0.27718513 0.21830048 0.00711949 0.00671481 0.00649146
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
430,476.36517949081156,0.2105,0.093,"[1.         1.         0.10456512 0.09979549 0.09483857 0.00316623
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
440,434.4502071873439,0.1805,0.093,"[1.72962654 0.61085617 0.29914137 0.03542225 0.0336628  0.03342334
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
450,396.2232981152785,0.3,0.093,"[1.         0.99218298 0.26172924 0.01519351 0.01518463 0.01507215
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
460,361.3599426864818,0.301,0.093,"[1.         0.99218298 0.99218298 0.99218298 0.26069877 0.01511954
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
470,329.5641846391018,0.118,0.093,"[1.         0.61555017 0.4544616  0.4544616  0.20771194 0.094511
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
480,300.5661086543529,0.932,0.093,"[1.         1.         0.89708077 0.89708077 0.41518798 0.41518798
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
490,274.11954903579607,0.222,0.093,"[1.         0.38926614 0.34920317 0.34920317 0.34920317 0.19770872
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
500,249.9999999999999,0.205,0.093,"[1.         0.9841982  0.51294052 0.49314545 0.18177773 0.09603488
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
510,228.0027098389772,0.1865,0.093,"[1.         0.47803124 0.37839438 0.29039871 0.23041178 0.2012686
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
520,207.94094277566765,0.2655,0.093,"[1.         0.19618745 0.19514063 0.14870941 0.13959511 0.09456265
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
530,189.64439375729575,0.2855,0.093,"[1.         0.92297667 0.19569202 0.19569202 0.1909029  0.17103779
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
540,172.957742729734,0.188,0.093,"[1.         0.51827879 0.35309206 0.20367077 0.10138293 0.09622457
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
550,157.73933612004814,0.155,0.093,"[1.         0.85194455 0.72998529 0.60008764 0.24983834 0.09873327
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
560,143.85998433428912,0.2765,0.093,"[1.         0.9440041  0.9440041  0.24870152 0.15550439 0.08529355
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
570,131.2018650624431,0.19,0.093,"[1.         0.86480478 0.66007072 0.24028882 0.21208389 0.11581258
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
580,119.65752308065949,0.212,0.093,"[1.         0.96798325 0.91641542 0.53420798 0.31445046 0.20112165
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
590,109.12895806004144,0.171,0.093,"[1.         0.84112095 0.66649457 0.3885211  0.3841881  0.34500266
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
600,99.5267926383742,0.246,0.093,"[1.         0.99986055 0.66649457 0.65350725 0.64655576 0.52906625
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
610,90.76951369252528,0.2545,0.093,"[1.         0.86499798 0.40882809 0.40665082 0.39859549 0.39318943
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
620,82.78278037064767,0.1395,0.093,"[1.         0.51377454 0.4749173  0.40877266 0.22620024 0.22429395
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
630,75.49879301005035,0.214,0.093,"[1.90734345 0.92904976 0.50159003 0.42050145 0.42050145 0.26126991
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
640,68.85571758345408,0.183,0.093,"[1.         0.96341744 0.59312893 0.4591084  0.45269611 0.15627099
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
650,62.79716078773944,0.126,0.093,"[1.         0.75174575 0.62264457 0.62264457 0.29489755 0.27675102
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
660,57.2716913191943,0.2235,0.093,"[1.5888198  0.32682848 0.31146457 0.30723021 0.30544832 0.12032009
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
670,52.23240327135093,0.215,0.093,"[1.         0.75887471 0.19845835 0.19845835 0.19621782 0.16846949
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
680,47.63651794908115,0.237,0.093,"[1.         0.33966094 0.21044557 0.08882698 0.08871912 0.08814088
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
690,43.445020718734334,0.255,0.093,"[1.92287958 0.89843445 0.31488979 0.08471801 0.07178018 0.07176758
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
700,39.622329811527806,0.1455,0.093,"[1.         0.5627315  0.55903777 0.40617074 0.04355563 0.03761023
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
710,36.13599426864814,0.177,0.093,"[1.         0.86554161 0.74142774 0.44292023 0.35715667 0.35715667
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
720,32.95641846391015,0.2025,0.093,"[1.14283691 0.95540012 0.74142774 0.74142774 0.70085724 0.35715667
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
730,30.05661086543531,0.282,0.093,"[1.36815187 0.91885092 0.383355   0.383355   0.383355   0.38307875
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
740,27.411954903579595,0.2115,0.093,"[1.         0.4795017  0.10248356 0.09717538 0.04429085 0.04428486
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
750,24.999999999999986,0.221,0.093,"[1.         0.31525399 0.23858696 0.23858696 0.01483789 0.01483695
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
760,22.80027098389772,0.9795,0.093,"[1.         1.         0.03384153 0.03384153 0.00397846 0.00389509
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
770,20.79409427756676,0.979,0.093,"[1.         1.         0.03384153 0.03384153 0.02364636 0.01385687
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
780,18.96443937572957,0.2485,0.093,"[1.         0.99182168 0.1757154  0.06557515 0.01513704 0.01255762
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
790,17.295774272973397,0.285,0.093,"[1.         0.99508942 0.93606813 0.86240895 0.03967418 0.03967418
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
800,15.773933612004821,0.89,0.093,"[1.         1.         0.77343665 0.70706356 0.4710493  0.17897961
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
810,14.385998433428908,0.1385,0.093,"[1.         0.80942776 0.62515759 0.61814858 0.45493147 0.45493147
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
820,13.120186506244307,0.1395,0.093,"[1.85095753 0.64759414 0.60061734 0.43822316 0.34999538 0.31205491
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
830,11.965752308065944,0.254,0.093,"[1.         0.49629398 0.26911906 0.20734842 0.19049475 0.16806965
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
840,10.91289580600414,0.2335,0.093,"[1.         0.45180034 0.06883098 0.06229324 0.05303227 0.04845377
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
850,9.95267926383742,0.245,0.093,"[1.22911339 0.66060312 0.01231155 0.01185614 0.00948569 0.00932844
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
860,9.076951369252525,0.15,0.093,"[1.19159483 0.39522794 0.39522794 0.39522794 0.00245232 0.00207968
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
870,8.278278037064773,0.143,0.093,"[1.         0.99222623 0.58816621 0.58816621 0.00205801 0.00194347
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
880,7.549879301005039,0.947,0.093,"[1.80970533 1.         0.90079364 0.27799961 0.19601635 0.19601635
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
890,6.885571758345406,0.1555,0.093,"[1.59374096 0.8332063  0.35349914 0.28946884 0.14479452 0.06929161
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
900,6.279716078773954,0.2175,0.093,"[1.4441484  0.57854239 0.06875158 0.06427266 0.0370912  0.01956966
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
910,5.727169131919428,0.2035,0.093,"[1.         0.35555798 0.32428509 0.04060973 0.02166479 0.02103584
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
920,5.2232403271350965,0.181,0.093,"[1.         0.94717315 0.28138385 0.05806084 0.00898166 0.00897964
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
930,4.763651794908118,0.1775,0.093,"[1.         0.42357774 0.40338358 0.10628702 0.0024087  0.00240816
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
940,4.34450207187344,0.167,0.093,"[1.         0.73444802 0.66810043 0.62396006 0.0024087  0.0024087
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
950,3.96223298115278,0.181,0.093,"[1.         0.85576533 0.26323792 0.24841715 0.08284558 0.03064395
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
960,3.61359942686481,0.212,0.093,"[1.         0.38419514 0.2663499  0.08264208 0.03003066 0.00574206
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
970,3.295641846391017,0.2445,0.093,"[1.         0.19865528 0.19679874 0.10075778 0.04749883 0.02250694
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
980,3.0056610865435274,0.1955,0.093,"[1.         0.69162527 0.69162527 0.13958798 0.03485884 0.03481853
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
990,2.741195490357959,0.2535,0.093,"[1.28294992 0.185684   0.185684   0.09603406 0.06911177 0.00935814
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
1000,2.499999999999998,0.17,0.093,"[1.         0.68736811 0.53853533 0.1013054  0.04585402 0.00517799
 0.        ]","[1.         0.68842989 0.5114263  0.3017889  0.08245435 0.05073603
 0.        ]"
