step,temperature,current_energy,best_energy,current_state,best_state
0,25000.0,0.094,0.094,"[1.         0.96003949 0.66666667 0.5        0.33333333 0.16666667
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
10,22800.270983897743,0.107,0.094,"[1.         0.66099061 0.59871346 0.46863724 0.26019094 0.24376502
 0.        ]","[1.         0.83333333 0.66666667 0.5        0.33333333 0.16666667
 0.        ]"
20,20794.094277566775,0.145,0.093,"[1.         0.90114759 0.34913608 0.23557746 0.13079439 0.13073301
 0.        ]","[1.         0.69454085 0.59871346 0.46863724 0.26019094 0.24376502
 0.        ]"
30,18964.43937572959,0.21,0.093,"[1.         0.39254615 0.16123167 0.07049385 0.01959722 0.0173088
 0.        ]","[1.         0.69454085 0.59871346 0.46863724 0.26019094 0.24376502
 0.        ]"
40,17295.77427297341,0.2135,0.093,"[1.90183211 0.78578183 0.0764177  0.03341141 0.02809593 0.00934191
 0.        ]","[1.         0.69454085 0.59871346 0.46863724 0.26019094 0.24376502
 0.        ]"
50,15773.933612004832,0.186,0.093,"[1.         0.60503041 0.15679388 0.00283081 0.00238046 0.0023802
 0.        ]","[1.         0.69454085 0.59871346 0.46863724 0.26019094 0.24376502
 0.        ]"
60,14385.99843342892,0.1765,0.093,"[1.         0.60503041 0.60503041 0.46756925 0.15679388 0.12035767
 0.        ]","[1.         0.69454085 0.59871346 0.46863724 0.26019094 0.24376502
 0.        ]"
70,13120.186506244314,0.2195,0.093,"[1.         0.87092369 0.35261298 0.31905093 0.30722256 0.08396641
 0.        ]","[1.         0.69454085 0.59871346 0.46863724 0.26019094 0.24376502
 0.        ]"
80,11965.752308065956,0.2095,0.093,"[1.73784881 0.98178986 0.35979319 0.25376108 0.19518543 0.14464508
 0.        ]","[1.         0.69454085 0.59871346 0.46863724 0.26019094 0.24376502
 0.        ]"
90,10912.895806004148,0.252,0.093,"[1.         0.23478951 0.15023598 0.05412487 0.04227464 0.04167491
 0.        ]","[1.         0.69454085 0.59871346 0.46863724 0.26019094 0.24376502
 0.        ]"
100,9952.67926383743,0.214,0.093,"[1.         0.98475448 0.22081935 0.1865528  0.1049412  0.04171887
 0.        ]","[1.         0.69454085 0.59871346 0.46863724 0.26019094 0.24376502
 0.        ]"
110,9076.951369252534,0.197,0.093,"[1.84766307 0.99245321 0.95482612 0.7047937  0.1049412  0.10218369
 0.        ]","[1.         0.69454085 0.59871346 0.46863724 0.26019094 0.24376502
 0.        ]"
